Time (msec),A/F Correction #1 (%),A/F Correction #2 (%),A/F Learning #1 (%),A/F Learning #2 (%),Atmospheric Pressure Estimate (mmHg),Battery Voltage (V),CL/OL Fueling* (status),Coolant Temperature (C),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),External Wideband Input ADC (D2WD610H master)* (ADC counts),External Wideband Ready Metric (D2WD610H master)* (ready metric),Factory Processed MAP (4-byte)* (kPa absolute),Fuel Injector #1 Latency (4-byte)* (ms),Fuel Injector #1 Pulse Width (ms),Fuel Injector #1 Pulse Width (4-byte)* (ms),Fuel Pump Duty (%),Ignition Total Timing (degrees),Intake Air Temperature (C),Mass Airflow (g/s),Throttle Opening Angle (%)
1559,0.00,0.00,0.00,0.00,712,11.60,7,34,1.43,0,0.00,65472,0.0,95.16,0.0000,0.00,0.0000,100.00,0.00,22,3.15,6.67
1663,0.00,0.00,0.00,0.00,712,11.60,7,34,1.43,0,0.00,65472,0.0,95.16,0.0000,0.00,0.0000,100.00,0.00,22,3.15,6.67
1767,0.00,0.00,0.00,0.00,712,11.60,7,34,1.43,0,0.00,65472,0.0,95.16,0.0000,0.00,0.0000,100.00,0.00,22,3.15,6.67
1871,0.00,0.00,0.00,0.00,712,11.60,7,34,1.43,0,0.00,65472,0.0,95.16,0.0000,0.00,0.0000,100.00,0.00,22,3.15,6.67
1976,0.00,0.00,0.00,0.00,712,11.60,7,34,1.43,0,0.00,65472,0.0,95.16,0.0000,0.00,0.0000,100.00,0.00,22,3.15,6.67
2080,0.00,0.00,0.00,0.00,712,11.60,7,34,1.43,0,0.00,65472,0.0,95.16,0.0000,0.00,0.0000,100.00,0.00,22,3.15,6.67
2183,0.00,0.00,0.00,0.00,712,11.60,7,34,1.43,0,0.00,65472,0.0,95.16,0.0000,0.00,0.0000,100.00,0.00,22,3.15,6.27
2287,0.00,0.00,0.00,0.00,712,11.60,7,34,1.43,0,0.00,65472,0.0,95.16,0.0000,0.00,0.0000,100.00,0.00,22,3.15,6.67
2391,0.00,0.00,0.00,0.00,712,11.68,7,34,1.43,0,0.00,65472,0.0,95.16,0.0000,0.00,0.0000,100.00,0.00,22,3.15,6.27
2494,0.00,0.00,0.00,0.00,712,11.76,7,34,1.43,0,0.00,65472,0.0,95.16,0.0000,0.00,0.0000,0.00,0.00,22,3.15,6.27
2599,0.00,0.00,0.00,0.00,712,11.76,7,34,1.43,0,0.00,65472,0.0,95.16,0.0000,0.00,0.0000,0.00,0.00,22,3.15,6.27
2703,0.00,0.00,0.00,0.00,712,11.76,7,34,1.43,0,0.00,65472,0.0,95.16,0.0000,0.00,0.0000,0.00,0.00,22,3.15,6.27
2806,0.00,0.00,0.00,0.00,712,11.76,7,34,1.43,0,0.00,65472,0.0,95.16,0.0000,0.00,0.0000,0.00,0.00,22,3.15,6.27
2911,0.00,0.00,0.00,0.00,712,11.76,7,34,1.43,0,0.00,65472,0.0,95.16,0.0000,0.00,0.0000,0.00,0.00,22,3.15,6.27
3015,0.00,0.00,0.00,0.00,712,11.84,7,34,1.43,0,0.00,65472,0.0,95.16,0.0000,0.00,0.0000,0.00,0.00,22,3.15,6.27
3119,0.00,0.00,0.00,0.00,712,11.84,7,34,1.43,0,16.05,22272,50.0,95.16,0.0000,0.00,0.0000,0.00,0.00,22,3.15,6.27
3222,0.00,0.00,0.00,0.00,712,8.32,7,34,1.43,0,0.00,1536,0.0,95.16,0.0000,0.00,0.0000,0.00,0.00,22,3.15,6.27
3327,0.00,0.00,0.00,0.00,712,9.52,7,34,1.43,0,0.00,128,0.0,95.16,0.0000,0.00,0.0000,0.00,15.00,22,3.15,6.27
3431,0.00,0.00,0.00,0.00,712,10.08,7,34,1.43,0,0.00,128,0.0,95.00,0.9377,1.28,0.0000,0.00,15.00,22,0.00,6.27
3535,0.00,0.00,0.00,0.00,712,9.76,7,34,1.43,109,0.00,64,0.0,95.00,1.3760,1.28,0.0000,0.00,15.00,22,0.00,6.27
3638,0.00,0.00,0.00,0.00,712,10.16,7,34,1.43,109,0.00,128,0.0,94.53,1.3560,10.50,9.0147,100.00,15.00,22,2.01,6.27
3742,0.00,0.00,0.00,0.00,712,10.16,7,34,1.43,290,0.00,64,0.0,93.89,1.3560,10.24,8.7470,100.00,15.00,22,2.57,6.27
3846,0.00,0.00,0.00,0.00,712,10.56,7,34,1.43,516,0.00,64,0.0,87.22,1.2410,8.70,6.9925,100.00,15.00,22,8.08,6.27
3950,0.00,0.00,0.00,0.00,712,12.00,7,34,1.32,675,0.00,4160,0.0,80.87,1.1935,7.42,6.3818,100.00,15.00,22,8.99,6.27
4054,0.00,0.00,0.00,0.00,712,12.88,7,34,1.26,751,0.00,3968,0.0,73.56,0.8593,6.91,6.0785,100.00,15.00,22,12.87,6.27
4157,0.00,0.00,0.00,0.00,712,13.12,7,34,1.21,828,0.00,4096,0.0,69.35,0.8245,6.66,5.7855,100.00,15.00,22,13.50,6.27
4261,0.00,0.00,0.00,0.00,712,13.28,7,34,1.17,917,0.00,3904,0.0,64.35,0.7920,6.40,5.5163,100.00,15.00,22,14.30,6.67
4366,0.00,0.00,0.00,0.00,712,13.44,7,34,1.12,945,0.00,3904,0.0,59.82,0.7550,6.14,5.2257,100.00,15.00,22,14.92,7.06
4470,0.00,0.00,0.00,0.00,712,13.36,7,34,1.08,987,0.00,3968,0.0,56.72,0.7805,5.89,4.9765,100.00,15.00,22,15.43,7.06
4574,0.00,0.00,0.00,0.00,712,13.68,7,34,1.04,1002,0.00,4032,0.0,54.18,0.7343,5.63,4.7533,100.00,15.00,22,15.28,7.06
4678,0.00,0.00,0.00,0.00,712,13.68,7,34,1.01,1017,0.00,4032,0.0,51.96,0.7273,5.38,4.4997,100.00,15.00,22,15.14,7.06
4782,0.00,0.00,0.00,0.00,712,13.76,7,34,0.97,1022,0.00,4096,0.0,49.81,0.7320,5.12,4.2973,100.00,15.00,22,14.74,7.06
4886,0.00,0.00,0.00,0.00,712,13.92,7,34,0.94,1005,0.00,4032,0.0,48.07,0.6973,4.86,4.0255,100.00,15.00,22,14.18,7.06
4989,0.00,0.00,0.00,0.00,712,13.92,7,34,0.91,992,0.00,4096,0.0,47.19,0.7135,4.61,3.8658,100.00,15.00,22,13.67,7.06
5094,0.00,0.00,0.00,0.00,712,14.00,7,34,0.88,966,0.00,3904,0.0,46.64,0.6903,4.35,3.6683,100.00,15.00,22,13.31,7.06
5199,0.00,0.00,0.00,0.00,712,13.92,7,34,0.86,955,0.00,3904,0.0,46.24,0.6857,4.35,3.4535,100.00,15.00,22,13.01,7.06
5303,0.00,0.00,0.00,0.00,712,14.00,7,34,0.85,926,0.00,3840,0.0,46.00,0.6857,4.10,3.4070,100.00,15.00,22,12.61,7.06
5406,0.00,0.00,0.00,0.00,712,13.92,7,34,0.83,911,0.00,3840,0.0,46.08,0.7180,4.10,3.3628,100.00,15.00,22,12.35,7.06
5510,0.00,0.00,0.00,0.00,712,14.00,7,34,0.83,901,0.00,3904,0.0,46.32,0.6857,4.10,3.2850,100.00,15.00,22,12.20,7.06
5615,0.00,0.00,0.00,0.00,712,13.92,7,34,0.82,884,0.00,3904,0.0,46.56,0.7157,4.10,3.2723,100.00,15.00,22,12.13,7.06
5718,0.00,0.00,0.00,0.00,712,13.92,7,34,0.82,880,0.00,3904,0.0,46.95,0.6950,3.84,3.2250,100.00,15.00,22,12.11,7.06
5822,0.00,0.00,0.00,0.00,712,14.00,7,34,0.82,878,0.00,3840,0.0,47.35,0.6787,3.84,3.2285,100.00,15.00,22,12.02,7.06
5926,0.00,0.00,0.00,0.00,712,14.08,7,34,0.82,880,0.00,3840,0.0,47.67,0.6857,3.84,3.1935,100.00,15.00,22,12.07,7.06
6031,0.00,0.00,0.00,0.00,712,14.00,7,34,0.82,878,0.00,3904,0.0,47.99,0.6995,3.84,3.2037,100.00,15.00,22,12.11,8.24
6134,0.00,0.00,0.00,0.00,712,14.00,7,34,0.83,895,0.00,3840,0.0,49.50,0.6740,3.84,3.1960,100.00,15.00,22,12.58,8.24
6239,0.00,0.00,0.00,0.00,712,14.24,7,34,0.84,916,0.00,2304,0.0,50.85,0.6573,3.84,3.2268,100.00,15.00,22,13.00,8.24
6343,0.00,0.00,0.00,0.00,712,14.16,7,34,0.85,945,0.00,2368,0.0,51.80,0.6620,3.84,3.2360,100.00,15.00,22,13.62,8.63
6447,0.00,0.00,0.00,0.00,712,14.48,7,34,0.86,990,0.00,4160,0.0,52.28,0.6265,3.84,3.2768,100.00,15.00,22,14.23,8.63
6550,0.00,0.00,0.00,0.00,712,14.32,7,34,0.87,1028,0.00,3904,0.0,51.96,0.6455,3.84,3.3433,100.00,15.00,22,14.82,8.63
6654,0.00,0.00,0.00,0.00,712,14.32,7,34,0.88,1062,0.00,3904,0.0,51.40,0.6265,4.10,3.3700,100.00,15.00,22,15.42,8.63
6759,0.00,0.00,0.00,0.00,712,14.40,7,34,0.88,1097,0.00,3904,0.0,50.45,0.6312,4.10,3.3375,100.00,15.00,22,15.76,8.63
6863,0.00,0.00,0.00,0.00,712,14.48,7,34,0.88,1127,0.00,3840,0.0,49.66,0.6288,4.10,3.3190,100.00,15.00,22,16.12,8.63
6966,0.00,0.00,0.00,0.00,712,14.40,7,34,0.87,1154,0.00,3904,0.0,48.78,0.6240,3.84,3.2550,100.00,15.00,22,16.09,8.63
7070,0.00,0.00,0.00,0.00,712,14.40,7,34,0.86,1178,0.00,3840,0.0,47.83,0.6288,3.84,3.1332,100.00,15.00,22,16.12,8.63
7175,0.00,0.00,0.00,0.00,712,14.48,7,34,0.85,1192,0.00,3776,0.0,46.80,0.6312,3.84,3.0875,100.00,15.00,22,16.12,8.63
7278,0.00,0.00,0.00,0.00,712,14.40,7,34,0.84,1204,0.00,3840,0.0,46.16,0.6360,3.58,3.0090,100.00,15.00,22,16.06,8.63
7382,0.00,0.00,0.00,0.00,712,14.40,7,34,0.82,1217,0.00,3712,0.0,45.29,0.6335,3.58,2.9577,100.00,15.00,22,15.85,8.63
7486,0.00,0.00,0.00,0.00,712,14.32,7,34,0.81,1218,0.00,3712,0.0,44.41,0.6408,3.58,2.8853,100.00,15.00,22,15.70,8.63
7591,0.00,0.00,0.00,0.00,712,14.40,7,34,0.79,1219,0.00,3712,0.0,43.70,0.6573,3.33,2.8090,100.00,15.00,22,15.32,9.02
7694,0.00,0.00,0.00,0.00,712,14.48,7,34,0.78,1216,0.00,3712,0.0,43.70,0.6455,3.33,2.7732,100.00,15.00,22,15.30,9.02
7798,0.00,0.00,0.00,0.00,712,14.40,7,34,0.77,1212,0.00,3776,0.0,43.70,0.6430,3.33,2.7353,100.00,15.00,22,15.27,9.02
7902,0.00,0.00,0.00,0.00,712,14.40,7,34,0.77,1214,0.00,3712,0.0,43.70,0.6382,3.33,2.7055,100.00,15.00,22,15.17,9.02
8005,0.00,0.00,0.00,0.00,712,14.40,7,34,0.76,1215,0.00,3776,0.0,43.46,0.6288,3.33,2.6865,100.00,15.00,22,15.05,8.63
8109,0.00,0.00,0.00,0.00,712,14.40,7,34,0.76,1210,0.00,3648,0.0,43.46,0.6360,3.33,2.6648,100.00,15.00,22,15.18,9.02
8214,0.00,0.00,0.00,0.00,712,14.24,7,34,0.75,1216,0.00,3648,0.0,43.78,0.6455,3.33,2.6585,100.00,15.00,22,15.19,9.02
8318,0.00,0.00,0.00,0.00,712,14.48,7,34,0.75,1223,0.00,3392,0.0,43.86,0.6408,3.33,2.6532,100.00,15.00,22,15.42,9.02
8421,0.00,0.00,0.00,0.00,712,14.48,7,34,0.76,1235,0.00,2112,0.0,43.78,0.6360,3.33,2.6473,100.00,15.00,22,15.59,9.02
8526,0.00,0.00,0.00,0.00,712,14.48,7,34,0.76,1246,0.00,5312,0.0,43.30,0.6312,3.33,2.6390,100.00,15.00,22,15.43,9.02
8630,0.00,0.00,0.00,0.00,712,14.40,7,34,0.75,1256,0.00,3648,0.0,42.98,0.6288,3.33,2.6187,100.00,15.00,22,15.45,9.02
8733,0.00,0.00,0.00,0.00,712,14.48,7,34,0.75,1261,0.00,3584,0.0,42.51,0.6478,3.33,2.5945,100.00,15.00,22,15.38,9.02
8837,0.00,0.00,0.00,0.00,712,14.40,7,34,0.74,1258,0.00,3712,0.0,42.27,0.6312,3.33,2.5787,100.00,15.00,22,15.31,9.02
8942,0.00,0.00,0.00,0.00,712,14.48,7,34,0.74,1265,0.00,3712,0.0,42.11,0.6312,3.07,2.5553,100.00,15.00,22,15.40,9.02
9046,0.00,0.00,0.00,0.00,712,14.40,7,34,0.74,1266,0.00,3648,0.0,42.03,0.6360,3.07,2.5373,100.00,15.00,22,15.34,9.02
9150,0.00,0.00,0.00,0.00,712,14.48,7,34,0.73,1269,0.00,3712,0.0,41.95,0.6502,3.07,2.5230,100.00,15.00,22,15.26,9.02
9253,0.00,0.00,0.00,0.00,712,14.40,7,34,0.73,1270,0.00,3712,0.0,41.87,0.6335,3.07,2.5080,100.00,15.00,22,15.27,9.02
9358,0.00,0.00,0.00,0.00,712,14.40,7,34,0.73,1269,0.00,3584,0.0,42.11,0.6382,3.07,2.5000,100.00,15.00,22,15.27,9.02
9463,0.00,0.00,0.00,0.00,712,14.40,7,34,0.73,1272,13.96,34816,50.0,42.27,0.6525,3.07,2.5103,100.00,15.00,22,15.68,9.02
9575,0.00,0.00,0.00,0.00,712,14.40,7,34,0.73,1277,15.34,33600,50.0,42.43,0.6382,3.07,2.5145,100.00,15.00,22,15.70,9.02
9672,0.00,0.00,0.00,0.00,712,14.32,7,34,0.73,1288,15.07,33408,50.0,42.35,0.6360,3.07,2.5168,100.00,15.00,22,15.77,9.02
9777,0.00,0.00,0.00,0.00,712,14.48,7,34,0.73,1295,15.12,33472,50.0,42.35,0.6478,3.07,2.5183,100.00,15.00,22,15.73,9.41
9881,0.00,0.00,0.00,0.00,712,14.48,7,34,0.74,1304,15.10,33216,50.0,42.43,0.6335,3.07,2.5208,100.00,15.00,22,16.16,9.02
9984,0.00,0.00,0.00,0.00,712,14.24,7,34,0.74,1310,15.08,33344,50.0,42.27,0.6550,3.07,2.5183,100.00,15.00,22,16.24,9.41
10089,0.00,0.00,0.00,0.00,712,14.32,7,34,0.74,1318,15.09,33472,50.0,42.19,0.6360,3.07,2.5148,100.00,15.00,22,16.11,9.02
10192,0.00,0.00,0.00,0.00,712,14.32,7,34,0.74,1321,15.10,33280,50.0,42.03,0.6382,3.07,2.5082,100.00,15.00,22,16.16,9.41
10297,0.00,0.00,0.00,0.00,712,14.40,7,34,0.74,1322,15.08,33280,50.0,41.79,0.6430,3.07,2.4983,100.00,15.00,22,16.04,9.41
10400,0.00,0.00,0.00,0.00,712,14.32,7,34,0.73,1330,15.08,33408,50.0,41.71,0.6382,3.07,2.4900,100.00,15.00,22,16.05,9.41
10504,0.00,0.00,0.00,0.00,712,14.40,7,34,0.73,1326,14.45,28224,50.0,41.55,0.6550,3.07,2.4823,100.00,15.00,22,16.02,9.41
10608,0.00,0.00,0.00,0.00,712,14.40,7,34,0.73,1330,14.32,28096,50.0,41.47,0.6382,3.07,2.4722,100.00,15.00,22,16.15,9.41
10712,0.00,0.00,0.00,0.00,712,14.40,7,34,0.73,1335,14.54,29760,50.0,41.47,0.6455,3.07,2.4625,100.00,15.00,22,15.96,9.02
10816,0.00,0.00,0.00,0.00,712,14.40,7,34,0.73,1332,14.54,29952,50.0,41.40,0.6360,3.07,2.4590,100.00,15.00,22,16.13,9.41
10920,0.00,0.00,0.00,0.00,712,14.24,7,34,0.73,1332,14.56,29888,50.0,41.32,0.6455,3.07,2.4503,100.00,15.00,22,15.97,9.02
11024,0.00,0.00,0.00,0.00,712,14.40,7,34,0.72,1332,14.56,29760,50.0,41.08,0.6312,3.07,2.4410,100.00,15.00,22,16.04,9.02
11128,0.00,0.00,0.00,0.00,712,14.24,7,34,0.72,1339,14.52,29888,50.0,40.76,0.6430,3.07,2.4247,100.00,15.00,22,15.71,9.02
11232,0.00,0.00,0.00,0.00,712,14.40,7,34,0.72,1328,14.55,29952,50.0,40.52,0.6335,3.07,2.4085,100.00,15.00,22,15.73,9.02
11335,0.00,0.00,0.00,0.00,712,14.32,7,34,0.71,1327,14.56,29824,50.0,40.36,0.6408,3.07,2.3952,100.00,15.00,22,15.72,9.02
11439,0.00,0.00,0.00,0.00,712,14.40,7,34,0.71,1329,14.38,28352,50.0,40.36,0.6455,3.07,2.3840,100.00,15.00,22,15.45,9.02
11544,0.00,0.00,0.00,0.00,712,14.40,7,34,0.71,1311,14.07,26880,50.0,40.28,0.6360,3.07,2.3727,100.00,15.00,22,15.48,9.02
11647,0.00,0.00,0.00,0.00,712,14.48,7,34,0.71,1306,14.10,26816,50.0,40.36,0.6645,3.07,2.3665,100.00,15.00,22,15.25,9.02
11751,0.00,0.00,0.00,0.00,712,14.40,7,34,0.70,1300,14.09,26624,50.0,40.52,0.6408,3.07,2.3655,100.00,15.00,22,15.27,9.02
11856,0.00,0.00,0.00,0.00,712,14.24,7,34,0.70,1303,14.06,26752,50.0,40.52,0.6408,3.07,2.3630,100.00,15.00,22,15.20,8.63
11960,0.00,0.00,0.00,0.00,712,14.40,7,34,0.70,1293,14.54,30016,50.0,40.52,0.6408,3.07,2.3598,100.00,15.00,22,15.22,9.02
12065,0.00,0.00,0.00,0.00,712,14.40,7,34,0.70,1294,14.10,26816,50.0,40.68,0.6430,3.07,2.3578,100.00,15.00,22,15.20,8.63
12169,0.00,0.00,0.00,0.00,712,14.48,7,34,0.70,1297,14.11,26624,50.0,40.68,0.6455,3.07,2.3582,100.00,15.00,22,15.12,8.63
12272,0.00,0.00,0.00,0.00,712,14.32,7,34,0.70,1300,14.07,26880,50.0,40.68,0.6430,3.07,2.3550,100.00,15.00,22,15.10,8.63
12376,0.00,0.00,0.00,0.00,712,14.32,7,34,0.70,1295,14.08,26880,50.0,40.68,0.6430,3.07,2.3550,100.00,15.00,22,15.25,8.63
12480,0.00,0.00,0.00,0.00,712,14.48,7,34,0.70,1288,14.10,26688,50.0,40.52,0.6408,3.07,2.3505,100.00,15.00,21,15.21,8.63
12584,0.00,0.00,0.00,0.00,712,14.40,7,34,0.70,1288,14.05,26560,50.0,40.52,0.6360,3.07,2.3480,100.00,15.00,21,15.03,8.63
12690,0.00,0.00,0.00,0.00,712,14.32,7,34,0.70,1293,13.83,25280,50.0,40.60,0.6573,3.07,2.3465,100.00,15.00,21,15.04,8.63
12793,0.00,0.00,0.00,0.00,712,14.48,7,34,0.70,1284,14.10,26880,50.0,40.44,0.6360,3.07,2.3418,100.00,15.00,21,15.03,8.63
12897,0.00,0.00,0.00,0.00,712,14.40,7,34,0.70,1288,14.10,26688,50.0,40.52,0.6430,3.07,2.3403,100.00,15.00,21,15.11,8.63
13001,0.00,0.00,0.00,0.00,712,14.32,7,34,0.70,1282,14.08,29632,50.0,40.60,0.6430,3.07,2.3392,100.00,15.00,21,15.08,8.63
13105,0.00,0.00,0.00,0.00,712,14.48,7,34,0.70,1286,14.55,27008,50.0,40.68,0.6550,3.07,2.3367,100.00,15.00,21,14.97,8.63
13208,0.00,0.00,0.00,0.00,712,14.48,7,34,0.70,1280,14.15,29824,50.0,40.60,0.6408,3.07,2.3360,100.00,15.00,21,15.06,8.63
13312,0.00,0.00,0.00,0.00,712,14.32,7,34,0.70,1281,14.28,26688,50.0,40.68,0.6360,3.07,2.3345,100.00,15.00,21,14.93,8.63
13417,0.00,0.00,0.00,0.00,712,14.40,7,34,0.70,1281,14.08,27008,50.0,40.68,0.6573,3.07,2.3340,100.00,15.00,21,15.02,8.63
13521,0.00,0.00,0.00,0.00,712,14.48,7,34,0.70,1291,14.34,28480,50.0,40.52,0.6382,3.07,2.3317,100.00,15.00,21,14.94,8.63
13625,0.00,0.00,0.00,0.00,712,14.32,7,34,0.70,1289,14.23,26688,50.0,40.44,0.6455,3.07,2.3262,100.00,15.00,21,14.82,8.63
13728,0.00,0.00,0.00,0.00,712,14.40,7,34,0.70,1282,14.07,26752,50.0,40.36,0.6620,3.07,2.3240,100.00,15.00,21,14.88,8.63
13832,0.00,0.00,0.00,0.00,712,14.48,7,34,0.70,1280,14.08,26944,50.0,40.36,0.6360,3.07,2.3193,100.00,15.00,21,15.07,8.63
13937,0.00,0.00,0.00,0.00,712,14.32,7,34,0.70,1281,14.10,26752,50.0,40.36,0.6360,3.07,2.3148,100.00,15.00,21,14.88,8.63
14041,0.00,0.00,0.00,0.00,712,14.40,7,34,0.70,1284,14.09,26752,50.0,40.36,0.6620,3.07,2.3135,100.00,15.00,21,14.80,8.63
14144,0.00,0.00,0.00,0.00,712,14.48,7,34,0.70,1278,14.08,26944,50.0,40.36,0.6360,3.07,2.3150,100.00,15.00,21,14.89,8.63
14248,0.00,0.00,0.00,0.00,712,14.32,7,34,0.70,1278,14.09,26880,50.0,40.60,0.6430,3.07,2.3167,100.00,15.00,21,14.88,9.02
14352,0.00,0.00,0.00,0.00,712,14.40,7,34,0.70,1278,14.11,26752,50.0,40.92,0.6620,3.07,2.3280,100.00,15.00,21,15.16,9.02
14456,0.00,0.00,0.00,0.00,712,14.48,7,34,0.70,1285,14.09,26688,50.0,41.00,0.6312,3.07,2.3395,100.00,15.00,21,15.19,9.02
14559,0.00,0.00,0.00,0.00,712,14.32,7,34,0.71,1290,14.08,26880,50.0,41.16,0.6430,3.07,2.3575,100.00,15.00,21,15.25,9.02
14664,0.00,0.00,0.00,0.00,712,14.40,7,34,0.71,1288,14.10,26880,50.0,41.24,0.6620,3.07,2.3670,100.00,15.00,21,15.34,9.02
14768,0.00,0.00,0.00,0.00,712,14.40,7,34,0.71,1299,13.88,25280,50.0,41.55,0.6382,3.07,2.3803,100.00,15.00,21,15.63,9.41
14872,0.00,0.00,0.00,0.00,712,14.32,7,34,0.72,1314,13.85,25664,50.0,41.71,0.6598,3.07,2.4040,100.00,15.00,21,15.82,9.41
14976,0.00,0.00,0.00,0.00,712,14.40,7,34,0.72,1324,14.09,26944,50.0,41.95,0.6335,3.07,2.4177,100.00,15.00,21,15.94,9.02
15080,0.00,0.00,0.00,0.00,712,14.32,7,34,0.72,1326,14.09,26944,50.0,41.79,0.6360,3.07,2.4303,100.00,15.00,21,16.14,9.02
15183,0.00,0.00,0.00,0.00,712,14.40,7,34,0.73,1334,14.10,26752,50.0,41.47,0.6598,3.07,2.4320,100.00,15.00,21,16.16,9.02
15288,0.00,0.00,0.00,0.00,712,14.40,7,34,0.73,1349,14.34,29952,50.0,41.32,0.6360,3.07,2.4240,100.00,15.00,21,16.22,9.02
15392,0.00,0.00,0.00,0.00,712,14.40,7,34,0.72,1348,14.56,30080,50.0,41.00,0.6502,3.07,2.4137,100.00,15.00,21,16.09,9.02
15496,0.00,0.00,0.00,0.00,712,14.40,7,34,0.72,1348,14.59,29888,50.0,40.92,0.6335,3.07,2.4028,100.00,15.00,21,16.19,9.02
15599,0.00,0.00,0.00,0.00,712,14.48,7,34,0.72,1352,14.57,29824,50.0,40.76,0.6573,3.07,2.3860,100.00,15.00,21,16.07,9.02
15703,0.00,0.00,0.00,0.00,712,14.32,7,34,0.72,1345,14.54,30016,50.0,40.68,0.6382,3.07,2.3813,100.00,15.00,21,15.90,9.02
15807,0.00,0.00,0.00,0.00,712,14.40,7,34,0.72,1343,14.81,30208,50.0,40.68,0.6598,3.07,2.3752,100.00,15.00,21,15.95,9.02
15911,0.00,0.00,0.00,0.00,712,14.32,7,34,0.72,1351,14.58,29824,50.0,40.76,0.6382,3.07,2.3723,100.00,15.00,21,16.02,9.02
16015,0.00,0.00,0.00,0.00,712,14.48,7,34,0.71,1348,14.56,29888,50.0,40.68,0.6598,3.07,2.3690,100.00,15.00,21,15.95,9.02
16120,0.00,0.00,0.00,0.00,712,14.32,7,34,0.71,1348,14.54,30016,50.0,40.68,0.6382,3.07,2.3653,100.00,15.00,21,16.03,9.02
16223,0.00,0.00,0.00,0.00,712,14.40,7,34,0.71,1359,14.58,29952,50.0,40.68,0.6408,3.07,2.3640,100.00,15.00,21,15.94,9.02
16328,0.00,0.00,0.00,0.00,712,14.40,7,34,0.71,1354,14.10,26688,50.0,40.52,0.6382,3.07,2.3613,100.00,15.00,21,16.01,9.02
16431,0.00,0.00,0.00,0.00,712,14.32,7,34,0.71,1350,14.56,30016,50.0,40.52,0.6382,3.07,2.3603,100.00,15.00,21,16.16,9.02
16535,0.00,0.00,0.00,0.00,712,14.32,7,34,0.71,1353,14.57,30016,50.0,40.44,0.6525,3.07,2.3585,100.00,15.00,21,15.99,9.02
