Time (msec),Accelerator Pedal Angle (%),Battery Voltage (V),CL/OL Fueling* (status),Combined Throttle Request (D2WD610H diagnostic)* (%),Coolant Temperature (C),Effective Idle Speed Target (D2WD610H diagnostic)* (rpm),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),External Wideband Input ADC (D2WD610H master)* (ADC counts),Final Fueling Base (4-byte)* (fuel-air equivalence ratio),Fuel Injector #1 Pulse Width (4-byte)* (ms),Idle Air Feedback Flags (D2WD610H diagnostic)* (raw flags),Ignition Total Timing (degrees),Intake Air Temperature (C),Manifold Absolute Pressure (kPa),Mass Airflow (g/s),Throttle Opening Angle (%),Transient Load Fuel Correction (D2WD610H diagnostic)* (raw additive factor)
1559,0.00,11.92,7,4.87,56,1000.0,1.31,0,16.55,42752,0.00,0.0000,0,0.00,39,96,2.60,5.10,0.0000
1663,0.00,11.92,7,4.87,56,1000.0,1.31,0,16.55,43072,0.00,0.0000,0,0.00,39,96,2.60,5.10,0.0000
1768,0.00,11.92,7,4.87,56,1000.0,1.31,0,16.71,44608,0.00,0.0000,0,0.00,39,96,2.60,5.10,0.0000
1872,0.00,11.92,7,4.87,56,1000.0,1.31,0,16.56,42944,0.00,0.0000,0,0.00,39,96,2.60,5.10,0.0000
1975,0.00,11.92,7,4.87,56,1000.0,1.31,0,16.55,43008,0.00,0.0000,0,0.00,39,96,2.60,5.10,0.0000
2079,0.00,11.92,7,4.87,56,1000.0,1.31,0,16.56,43136,0.00,0.0000,0,0.00,39,96,2.60,5.10,0.0000
2184,0.00,11.92,7,4.87,56,1000.0,1.31,0,16.58,43008,0.00,0.0000,0,0.00,39,96,2.60,5.10,0.0000
2286,0.00,11.92,7,4.87,56,1000.0,1.31,0,16.56,42944,0.00,0.0000,0,0.00,39,96,2.60,5.10,0.0000
2392,0.00,11.92,7,4.87,56,1000.0,1.31,0,16.52,42944,0.00,0.0000,0,0.00,39,96,2.60,5.10,0.0000
2495,0.00,11.92,7,4.87,56,1000.0,1.31,0,14.80,20928,0.00,0.0000,0,0.00,39,96,2.60,5.10,0.0000
2600,0.00,11.12,7,4.87,56,1000.0,1.31,0,0.00,1280,0.00,0.0000,0,0.00,39,96,2.60,5.10,0.0000
2703,0.00,9.36,7,4.87,56,1000.0,1.31,0,0.00,128,0.00,0.0000,0,0.00,39,96,2.60,5.10,0.0000
2808,0.00,10.00,7,4.87,56,1000.0,1.31,0,0.00,128,0.00,0.0000,0,0.00,39,96,2.60,5.10,0.0000
2910,0.00,9.84,7,4.87,56,1000.0,1.31,0,0.00,128,1.01,0.0000,0,0.00,39,93,0.00,5.10,0.0000
3015,0.00,10.24,7,4.87,56,1000.0,1.31,438,0.00,128,1.18,0.0000,0,15.00,39,85,4.36,5.10,0.0000
3118,0.00,10.48,7,4.91,56,1000.0,1.24,741,0.00,192,1.38,5.4598,0,15.00,39,75,12.41,5.10,0.0000
3222,0.00,11.36,7,5.00,56,1000.0,1.19,913,14.67,5696,1.36,5.0312,0,15.00,39,61,14.51,5.10,0.0000
3326,0.00,13.04,7,5.13,56,1000.0,1.12,923,0.00,4096,1.32,4.5645,0,15.00,39,53,13.56,5.10,0.0000
3430,0.00,13.28,7,5.22,56,1000.0,1.04,870,0.00,3968,1.29,4.2153,0,15.00,39,48,11.44,5.49,0.0000
3534,0.00,13.28,7,5.31,56,1000.0,0.98,776,0.00,3584,1.26,3.9195,0,15.00,39,47,9.95,5.49,0.0000
3639,0.00,13.20,7,5.43,56,1000.0,0.93,734,0.00,4032,1.24,3.6775,0,15.00,39,46,9.41,5.49,0.0000
3743,0.00,12.80,7,5.52,56,1000.0,0.90,672,0.00,3712,1.22,3.5008,0,15.00,39,47,8.66,5.49,0.0000
3847,0.00,12.88,7,5.61,56,1000.0,0.88,626,0.00,3712,1.21,3.3712,0,15.00,39,48,8.22,5.88,0.0000
3951,0.00,12.80,7,5.63,56,1000.0,0.86,622,0.00,3840,1.17,3.2658,0,15.00,39,50,8.30,5.88,0.0000
4055,0.00,12.88,7,5.63,56,1000.0,0.85,653,0.00,3712,1.17,3.2268,0,15.00,39,51,8.81,5.88,0.0000
4160,0.00,13.12,7,5.63,56,1000.0,0.85,688,0.00,3776,1.16,3.1710,0,15.00,39,51,9.31,5.88,0.0000
4263,0.00,13.44,7,5.63,56,1000.0,0.84,732,0.00,3840,1.16,3.1435,0,15.00,39,51,9.82,5.88,0.0000
4368,0.00,13.68,7,5.63,56,1000.0,0.83,769,0.00,3584,1.14,3.0850,0,15.00,39,50,10.22,5.88,0.0000
4472,0.00,13.84,7,5.63,56,1000.0,0.82,802,0.00,4032,1.14,3.0528,0,15.00,39,48,10.49,5.88,0.0000
4576,0.00,14.08,7,5.63,56,1000.0,0.81,833,0.00,3584,1.13,2.9777,0,15.00,39,47,10.65,5.88,0.0000
4680,0.00,14.16,7,5.63,56,1000.0,0.80,849,0.00,4032,1.13,2.9243,0,15.00,39,45,10.46,5.88,0.0000
4783,0.00,14.16,7,5.63,56,1000.0,0.78,862,0.00,3776,1.12,2.8240,0,15.00,38,44,10.27,5.88,0.0000
4887,0.00,14.24,7,5.63,56,1000.0,0.76,868,0.00,3712,1.12,2.7388,0,15.00,38,43,9.90,5.88,0.0000
4991,0.00,14.32,7,5.63,56,1000.0,0.74,873,0.00,3584,1.12,2.6660,0,15.00,38,42,9.87,5.88,0.0000
5096,0.00,14.16,7,5.63,56,1000.0,0.72,866,0.00,3968,1.11,2.5975,13,15.00,38,41,9.61,5.88,0.0000
5199,0.00,14.24,7,6.40,56,1000.0,0.71,860,0.00,3712,1.11,2.5743,13,15.00,38,43,9.99,7.06,0.0000
5303,0.00,14.32,7,6.26,56,1000.0,0.71,874,0.00,3392,1.10,2.5705,13,15.00,38,44,10.52,6.67,0.0000
5407,0.00,14.32,7,6.24,56,1000.0,0.72,901,0.00,3712,1.10,2.5775,13,15.00,38,44,10.82,6.27,0.0000
5512,0.00,14.24,7,6.31,56,1000.0,0.72,924,0.00,3456,1.10,2.5598,13,15.00,38,44,11.04,6.27,0.0000
5615,0.00,14.32,7,6.24,56,1000.0,0.71,955,0.00,2112,1.10,2.5322,13,15.00,38,43,11.13,6.27,0.0000
5719,0.00,14.16,7,6.17,56,1000.0,0.71,975,0.00,5248,1.09,2.5030,13,15.00,37,42,11.08,6.27,0.0000
5822,0.00,14.32,7,6.15,56,1000.0,0.70,1000,0.00,3712,1.09,2.4565,9,14.50,37,41,11.03,6.27,0.0000
5927,0.00,14.32,7,6.21,56,1000.0,0.69,1015,0.00,3648,1.09,2.4038,9,15.00,37,40,10.94,6.27,0.0000
6031,0.00,14.24,7,6.29,56,1000.0,0.68,1023,0.00,3648,1.08,2.3525,9,14.50,37,39,10.85,6.27,0.0000
6135,0.00,14.32,7,6.22,56,1000.0,0.66,1029,0.00,3712,1.08,2.3040,9,14.00,37,39,10.71,6.27,0.0000
6239,0.00,14.32,7,6.31,56,1000.0,0.65,1028,0.00,3392,1.08,2.2585,9,14.00,37,38,10.45,6.27,0.0000
6342,0.00,14.24,7,6.25,56,1000.0,0.64,1020,0.00,3584,1.07,2.2203,9,13.50,37,38,10.43,6.27,0.0000
6447,0.00,14.24,7,6.34,56,1000.0,0.63,1024,0.00,3648,1.07,2.1888,9,13.50,37,38,10.38,6.67,0.0000
6551,0.00,14.24,7,6.26,56,1000.0,0.63,1014,0.00,3712,1.07,2.1675,9,13.50,36,38,10.33,6.67,0.0000
6655,0.00,14.24,7,6.24,56,1000.0,0.62,1012,0.00,3776,1.07,2.1587,9,13.00,36,38,10.35,6.67,0.0000
6758,0.00,14.24,7,6.24,56,1000.0,0.62,1014,0.00,3520,1.06,2.1463,9,13.00,36,38,10.38,6.67,0.0000
6862,0.00,14.24,7,6.19,56,983.0,0.62,1014,0.00,3456,1.06,2.1395,9,12.50,36,38,10.47,6.67,0.0000
6967,0.00,14.24,7,6.18,56,927.8,0.62,1017,0.00,3584,1.06,2.1347,9,12.50,36,38,10.44,6.27,0.0000
7071,0.00,14.24,7,6.05,56,887.9,0.62,1022,0.00,3776,1.06,2.1202,9,12.00,36,38,10.38,6.27,0.0000
7175,0.00,14.24,7,5.96,56,888.1,0.61,1020,0.00,3520,1.06,2.0990,9,12.00,36,37,10.16,6.27,0.0000
7280,0.00,14.32,7,6.02,56,888.1,0.61,1016,0.00,3712,1.05,2.0747,9,12.00,36,36,9.89,6.27,0.0000
7385,0.00,14.32,7,5.95,56,888.2,0.60,1010,0.00,3776,1.05,2.0423,9,11.50,36,36,9.67,6.27,0.0000
7489,0.00,14.24,7,5.97,56,888.3,0.59,992,0.00,3520,1.05,2.0200,9,11.50,36,36,9.49,6.27,0.0000
7593,0.00,14.24,7,5.96,56,888.4,0.59,984,0.00,3328,1.05,2.0118,9,11.00,35,36,9.50,6.27,0.0000
7697,0.00,14.24,7,5.90,56,888.5,0.59,967,0.00,1856,1.05,2.0068,9,11.00,35,36,9.44,6.27,0.0000
7802,0.00,14.32,7,5.84,56,888.5,0.59,962,0.00,4480,1.05,2.0103,9,11.50,35,37,9.50,6.27,0.0000
7905,0.00,14.24,7,5.82,56,888.5,0.59,960,0.00,3456,1.05,2.0145,9,11.00,35,37,9.51,6.27,0.0000
8010,0.00,14.32,7,5.79,56,888.5,0.59,955,0.00,3520,1.05,2.0240,9,11.00,35,37,9.65,6.27,0.0000
8113,0.00,14.24,7,5.76,56,888.6,0.59,959,0.00,3392,1.05,2.0322,9,11.00,35,37,9.57,6.27,0.0000
8218,0.00,14.32,7,5.73,56,888.6,0.60,956,0.00,3328,1.04,2.0310,9,10.50,35,37,9.52,5.88,0.0000
8321,0.00,14.16,7,5.77,56,888.6,0.60,958,0.00,3328,1.04,2.0272,9,10.00,35,37,9.44,5.88,0.0000
8426,0.00,14.32,7,5.74,56,888.6,0.59,954,0.00,3392,1.04,2.0198,9,10.50,35,37,9.32,5.88,0.0000
8529,0.00,14.32,7,5.68,56,888.6,0.59,945,0.00,3328,1.04,2.0122,9,10.00,35,37,9.22,5.88,0.0000
8634,0.00,14.32,7,5.63,56,888.6,0.59,945,0.00,3456,1.04,2.0080,9,10.00,35,37,9.23,5.88,0.0000
8737,0.00,14.24,7,5.62,56,888.9,0.59,932,0.00,17856,1.04,2.0063,9,10.00,35,37,9.19,5.88,0.0000
8841,0.00,14.24,7,5.61,56,889.2,0.59,929,15.30,34624,1.04,2.0057,9,10.00,35,37,9.16,5.88,0.0000
8945,0.00,14.24,7,5.60,56,889.2,0.59,922,15.07,33280,1.04,2.0065,9,10.00,34,37,9.13,5.88,0.0000
9049,0.00,14.32,7,5.54,56,889.3,0.59,921,15.10,33472,1.04,2.0055,9,9.50,34,37,9.03,5.49,0.0000
9154,0.00,14.40,7,5.56,56,889.5,0.59,918,15.05,36160,1.04,2.0055,9,10.00,34,37,9.05,5.88,0.0000
9257,0.00,14.24,7,5.59,56,889.6,0.59,906,15.52,36224,1.04,2.0068,9,9.50,34,37,9.02,5.49,0.0000
9360,0.00,14.24,7,5.59,56,889.7,0.59,910,15.55,36352,1.04,2.0105,9,9.00,34,37,9.05,5.88,0.0000
9465,0.00,14.32,7,5.63,56,889.7,0.59,907,15.55,36224,1.04,2.0150,9,9.00,34,37,9.06,5.88,0.0000
9569,0.00,14.24,7,5.62,56,889.7,0.60,904,15.53,36160,1.04,2.0208,9,8.50,34,37,9.09,5.88,0.0000
9672,0.00,14.24,7,5.65,56,889.8,0.59,911,15.52,36096,1.04,2.0265,9,8.50,34,37,9.08,5.88,0.0000
9776,0.00,14.24,7,5.62,56,889.8,0.60,904,15.53,36224,1.04,2.0362,9,8.00,34,38,9.15,5.88,0.0023
9881,0.00,14.24,7,5.64,56,889.8,0.60,906,15.31,34560,1.04,2.0385,9,7.50,34,38,9.12,5.88,0.0024
9984,0.00,14.32,7,5.62,56,889.8,0.60,910,15.52,36224,1.04,2.0445,9,8.00,34,38,9.26,5.88,0.0028
10089,0.00,14.24,7,5.62,56,889.8,0.60,901,15.54,36416,1.04,2.0507,9,7.50,34,38,9.24,5.88,0.0031
10193,0.00,14.24,7,5.61,56,890.2,0.61,906,15.45,36288,1.04,2.0555,9,8.00,34,38,9.13,5.88,0.0033
10296,0.00,14.32,7,5.57,56,890.4,0.61,903,15.54,36224,1.04,2.0605,9,8.00,33,38,9.18,5.88,0.0036
10400,0.00,14.24,7,5.55,56,890.6,0.61,907,16.06,39744,1.04,2.0638,9,7.50,33,38,9.23,5.88,0.0036
10505,0.00,14.24,7,5.55,56,890.7,0.61,910,15.54,36352,1.04,2.0665,9,7.50,33,38,9.28,5.88,0.0037
10608,0.00,14.32,7,5.53,56,890.7,0.61,912,15.55,36096,1.04,2.0675,9,7.50,33,38,9.28,5.88,0.0036
10713,0.00,14.24,7,5.54,56,890.8,0.61,906,16.07,39872,1.04,2.0685,9,7.50,33,38,9.32,5.88,0.0034
10816,0.00,14.24,7,5.52,56,890.9,0.61,912,16.06,39808,1.04,2.0675,9,7.50,33,38,9.26,5.88,0.0032
10920,0.00,14.32,7,5.50,56,891.0,0.61,912,16.07,39872,1.04,2.0633,9,7.50,33,38,9.26,5.49,0.0028
11024,0.00,14.32,7,5.49,56,891.0,0.61,908,16.09,39808,1.03,2.0573,9,7.50,33,38,9.17,5.49,0.0023
11128,0.00,14.32,7,5.46,56,891.0,0.61,916,16.31,41344,1.03,2.0463,9,7.50,33,37,9.16,5.49,0.0000
11231,0.00,14.24,7,5.45,56,891.1,0.61,907,16.05,39872,1.03,2.0402,9,7.50,33,37,9.10,5.49,0.0000
11337,0.00,14.24,7,5.45,56,891.1,0.60,909,15.59,36352,1.03,2.0330,9,7.50,33,37,9.08,5.49,0.0000
11441,0.00,14.40,7,5.44,56,891.1,0.60,908,15.66,36224,1.03,2.0282,9,8.00,33,37,9.08,5.49,0.0000
11545,0.00,14.24,7,5.43,56,891.4,0.60,901,15.53,36160,1.03,2.0223,9,8.00,33,37,8.92,5.49,0.0000
11649,0.00,14.24,7,5.42,56,891.7,0.60,901,15.54,36160,1.03,2.0185,9,8.00,33,37,8.94,5.49,0.0000
11752,0.00,14.32,7,5.40,56,891.7,0.60,901,15.66,36288,1.03,2.0192,9,8.00,33,37,9.01,5.49,0.0000
11857,0.00,14.24,7,5.39,56,891.9,0.60,898,15.53,36224,1.03,2.0183,9,8.00,33,37,8.98,5.49,0.0000
11961,0.00,14.32,7,5.38,56,892.0,0.60,900,15.28,34752,1.03,2.0143,9,8.50,32,37,8.94,5.49,0.0000
12066,0.00,14.32,7,5.37,56,892.1,0.60,898,15.31,36416,1.03,2.0103,9,8.50,32,37,8.90,5.49,0.0000
12169,0.00,14.24,7,5.35,56,892.2,0.60,894,15.56,36480,1.03,2.0082,9,8.50,32,37,8.95,5.49,0.0000
12273,0.00,14.32,7,5.33,56,892.2,0.59,896,15.66,36224,1.03,2.0068,9,8.50,32,37,8.95,5.49,0.0000
12377,0.00,14.40,7,5.33,56,892.2,0.60,898,15.52,36416,1.03,2.0057,9,8.50,32,37,8.99,5.49,0.0000
12481,0.00,14.24,7,5.31,56,892.6,0.60,892,15.55,36352,1.03,2.0045,9,8.50,32,37,8.92,5.49,0.0000
12585,0.00,14.24,7,5.30,56,892.9,0.60,900,15.57,36224,1.03,2.0017,9,8.50,32,37,8.86,5.49,0.0000
12689,0.00,14.32,7,5.32,56,893.1,0.60,892,15.52,36224,1.03,1.9975,9,8.50,32,37,8.75,5.49,0.0000
12794,0.00,14.16,7,5.27,56,893.2,0.59,884,15.53,36416,1.03,1.9923,9,8.50,32,37,8.74,5.49,0.0000
12897,0.00,14.16,7,5.27,56,893.2,0.59,879,15.44,36544,1.03,1.9868,9,8.50,32,37,8.62,5.49,0.0000
13001,0.00,14.32,7,5.25,56,893.3,0.59,883,15.66,36160,1.03,1.9823,9,9.50,32,36,8.57,5.49,0.0000
13105,0.00,14.24,7,5.23,56,893.4,0.59,878,15.48,34880,1.03,1.9795,9,9.00,32,36,8.65,5.49,0.0000
13208,0.00,14.24,7,5.23,56,893.8,0.59,878,15.07,33472,1.03,1.9768,9,9.00,32,36,8.61,5.49,0.0000
13313,0.00,14.24,7,5.22,56,894.1,0.59,883,15.20,33472,1.03,1.9752,9,9.00,32,36,8.61,5.49,0.0000
13416,0.00,14.32,7,5.20,56,894.1,0.59,880,15.53,36288,1.03,1.9743,9,9.50,32,37,8.64,5.49,0.0000
13521,0.00,14.24,7,5.20,56,894.3,0.59,872,15.07,33344,1.03,1.9732,9,9.50,32,37,8.57,5.49,0.0000
13624,0.00,14.16,7,5.18,56,894.4,0.59,874,14.98,33344,1.03,1.9723,9,9.00,32,37,8.57,5.49,0.0000
13728,0.00,14.32,7,5.17,56,894.6,0.59,878,15.20,33216,1.03,1.9695,9,9.50,32,36,8.53,5.49,0.0000
13833,0.00,14.32,7,5.15,56,895.0,0.59,874,15.07,33280,1.02,1.9632,9,9.00,32,36,8.48,5.49,0.0000
13936,0.00,14.24,7,5.14,55,895.0,0.59,877,15.06,33344,1.02,1.9570,9,9.00,32,36,8.43,5.49,0.0000
14041,0.00,14.24,7,5.13,55,895.3,0.58,876,15.08,32192,1.02,1.9483,9,9.00,32,36,8.41,5.49,0.0000
14144,0.00,14.32,7,5.12,55,895.5,0.58,875,14.84,31616,1.02,1.9430,9,9.50,32,36,8.42,5.49,0.0000
14247,0.00,14.24,7,5.12,55,895.7,0.58,869,15.06,33344,1.02,1.9383,9,9.00,32,36,8.40,5.49,0.0000
14352,0.00,14.16,7,5.10,55,895.8,0.58,867,15.08,33344,1.02,1.9363,9,9.50,31,36,8.42,5.49,0.0000
14455,0.00,14.24,7,5.10,55,896.2,0.58,867,15.10,33280,1.02,1.9355,9,10.00,31,36,8.41,5.49,0.0000
14560,0.00,14.40,7,5.11,55,896.2,0.58,868,15.19,33024,1.02,1.9355,9,10.00,31,36,8.34,5.10,0.0000
14663,0.00,14.16,7,5.10,55,896.5,0.58,864,15.05,33408,1.02,1.9358,9,9.50,31,36,8.35,5.10,0.0000
14768,0.00,14.24,7,5.10,55,896.8,0.58,868,15.09,33344,1.02,1.9333,9,9.50,31,36,8.43,5.10,0.0000
14872,0.00,14.16,7,5.10,55,896.9,0.58,866,15.10,33472,1.02,1.9273,9,10.00,31,36,8.24,5.10,0.0000
14976,0.00,14.32,7,5.09,55,897.1,0.58,870,15.07,33024,1.02,1.9230,9,10.00,31,36,8.28,5.10,0.0000
15080,0.00,14.16,7,5.10,55,897.1,0.58,866,15.08,33728,1.02,1.9193,9,9.50,31,36,8.30,5.10,0.0000
15183,0.00,14.00,7,5.10,55,897.5,0.57,863,15.34,34944,1.02,1.9178,9,9.50,31,36,8.22,5.10,0.0000
15288,0.00,14.24,7,5.09,55,897.8,0.58,863,15.10,33216,1.02,1.9150,9,10.00,31,36,8.21,5.10,0.0000
15392,0.00,14.32,7,5.10,55,898.0,0.57,864,15.05,33088,1.02,1.9167,9,10.00,31,36,8.23,5.10,0.0000
15495,0.00,14.16,7,5.09,55,898.2,0.58,861,14.98,33472,1.02,1.9230,9,10.00,31,36,8.40,5.49,0.0000
15599,0.00,14.16,7,5.09,55,898.2,0.58,862,15.10,33472,1.02,1.9287,9,10.00,31,36,8.39,5.10,0.0000
15703,0.00,14.16,7,5.10,55,898.3,0.58,870,15.10,33216,1.02,1.9290,9,9.50,31,36,8.45,5.10,0.0000
15808,0.00,14.32,7,5.09,55,898.4,0.58,874,14.58,29696,1.02,1.9283,9,9.50,31,36,8.42,5.10,0.0000
15911,0.00,14.16,7,5.10,55,898.8,0.58,868,14.56,30144,1.02,1.9275,9,9.50,31,36,8.39,5.10,0.0000
16015,0.00,14.00,7,5.09,55,899.1,0.58,868,15.11,33280,1.02,1.9258,9,9.50,31,36,8.36,5.10,0.0000
16119,0.00,14.24,7,5.08,55,899.3,0.58,869,14.53,29568,1.02,1.9223,9,9.50,31,36,8.28,5.49,0.0000
16222,0.00,14.32,7,5.10,55,899.3,0.58,869,14.29,28352,1.02,1.9195,9,10.00,31,36,8.28,5.10,0.0000
16327,0.00,14.16,7,5.09,55,899.5,0.58,864,14.40,29952,1.02,1.9180,9,10.00,31,36,8.32,5.10,0.0000
16431,0.00,14.16,7,5.08,55,899.6,0.58,867,14.56,29760,1.02,1.9163,9,10.00,31,36,8.35,5.10,0.0000
16534,0.00,14.24,7,5.10,55,899.7,0.58,868,15.19,33344,1.02,1.9158,9,10.00,31,36,8.28,5.10,0.0000
16638,0.00,14.32,7,5.08,55,900.1,0.58,871,14.53,29760,1.02,1.9125,9,10.00,31,36,8.31,5.10,0.0000
16743,0.00,14.16,7,5.09,55,900.1,0.57,869,14.57,30016,1.02,1.9093,9,9.50,31,36,8.29,5.10,0.0000
16846,0.00,14.24,7,5.09,55,900.3,0.57,880,14.57,32896,1.02,1.9087,9,9.50,31,36,8.35,5.10,0.0000
16951,0.00,14.32,7,5.08,55,900.6,0.57,874,15.05,29888,1.02,1.9065,9,10.00,31,36,8.26,5.49,0.0000
17054,0.00,14.24,7,5.09,55,900.7,0.57,874,14.54,30016,1.02,1.9045,9,10.00,31,36,8.35,5.10,0.0000
17159,0.00,14.24,7,5.09,55,900.8,0.57,868,14.57,30976,1.02,1.9030,9,10.00,31,35,8.29,5.10,0.0000
17262,0.00,14.16,7,5.08,55,900.8,0.57,874,14.57,29888,1.02,1.9027,9,10.00,31,36,8.31,5.10,0.0000
17367,0.00,14.32,7,5.08,55,900.9,0.57,875,14.53,29696,1.02,1.9005,9,10.00,31,35,8.26,5.49,0.0000
17470,0.00,14.16,7,5.08,55,901.3,0.57,876,14.55,30080,1.02,1.8990,9,10.00,31,35,8.39,5.10,0.0000
17574,0.00,14.00,7,5.07,55,901.6,0.57,870,14.56,29696,1.02,1.8987,9,10.00,31,35,8.31,5.10,0.0000
17678,0.00,14.24,7,5.08,55,901.8,0.57,876,14.55,29760,1.02,1.8973,9,10.50,31,35,8.27,5.10,0.0000
17783,0.00,14.32,7,5.08,55,902.0,0.57,868,14.53,29760,1.02,1.8975,9,10.50,31,36,8.32,5.49,0.0000
17888,0.00,14.16,7,5.07,55,902.0,0.57,874,14.57,30080,1.02,1.8960,9,10.50,31,36,8.26,5.10,0.0000
17993,0.00,14.24,7,5.08,55,902.1,0.57,878,14.57,29888,1.02,1.8953,9,10.50,31,35,8.25,5.49,0.0000
18098,0.00,14.32,7,5.08,55,902.5,0.57,880,14.53,29696,1.02,1.8942,9,10.50,31,35,8.41,5.10,0.0000
18202,0.00,14.16,7,5.07,55,902.8,0.57,879,14.56,30144,1.02,1.8920,9,10.00,30,35,8.33,5.10,0.0000
18306,0.00,14.00,7,5.07,55,903.0,0.57,883,14.55,28224,1.02,1.8893,9,10.00,30,35,8.35,5.10,0.0000
18410,0.00,14.24,7,5.08,55,903.0,0.57,885,14.31,27904,1.02,1.8875,9,10.50,30,35,8.37,5.10,0.0000
18513,0.00,14.24,7,5.07,55,903.2,0.57,878,14.55,30016,1.02,1.8858,9,10.50,30,35,8.36,5.10,0.0000
18618,0.00,14.24,7,5.07,55,903.3,0.57,875,14.56,30144,1.02,1.8833,9,10.50,30,35,8.27,5.10,0.0000
18721,0.00,14.16,7,5.08,55,903.4,0.57,876,14.58,29824,1.01,1.8822,9,11.00,30,35,8.27,5.10,0.0000
18825,0.00,14.32,7,5.07,55,903.5,0.57,878,14.54,29888,1.01,1.8815,9,11.00,30,35,8.31,5.49,0.0000
18930,0.00,14.16,7,5.07,55,903.5,0.57,875,14.54,29952,1.01,1.8810,9,10.50,30,35,8.31,5.10,0.0000
19033,0.00,14.00,7,5.07,55,903.6,0.57,875,14.58,29824,1.01,1.8813,9,11.00,30,35,8.27,5.49,0.0000
19137,0.00,14.24,7,5.06,55,903.6,0.57,880,14.56,29888,1.01,1.8808,9,11.00,30,35,8.32,5.10,0.0000
19241,0.00,14.32,7,5.06,55,903.6,0.57,882,14.53,29760,1.01,1.8802,9,11.00,30,35,8.36,5.49,0.0000
19346,0.00,14.16,7,5.07,55,903.6,0.57,880,14.80,31552,1.01,1.8800,9,10.50,30,35,8.32,5.10,0.0000
19449,0.00,14.16,7,5.06,55,904.0,0.57,884,14.57,29760,1.01,1.8795,9,11.00,30,35,8.32,5.10,0.0000
19553,0.00,14.32,7,5.10,55,904.0,0.57,881,14.54,29824,1.01,1.8760,9,11.00,30,35,8.33,5.10,0.0000
19657,0.00,14.16,7,5.06,55,904.2,0.57,880,14.48,29952,1.01,1.8730,9,11.00,30,35,8.24,5.10,0.0000
19761,0.00,14.16,7,5.06,55,904.4,0.57,878,14.57,29824,1.01,1.8698,9,11.00,30,35,8.31,5.10,0.0000
19864,0.00,14.24,7,5.06,55,904.5,0.56,879,14.64,29760,1.01,1.8670,9,11.50,30,35,8.23,5.10,0.0000
19969,0.00,14.24,7,5.05,55,904.6,0.56,874,14.54,29760,1.01,1.8675,9,11.50,30,35,8.20,5.10,0.0000
