Time (msec),A/F Correction #1 (%),A/F Correction #2 (%),A/F Learning #1 (%),A/F Learning #2 (%),Atmospheric Pressure (mmHg),Battery Voltage (V),CL/OL Fueling* (status),Coolant Temperature (C),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),External Wideband Input ADC (D2WD610H master)* (ADC counts),External Wideband Ready Metric (D2WD610H master)* (ready metric),Fuel Injector #1 Latency (4-byte)* (ms),Fuel Injector #1 Pulse Width (ms),Fuel Injector #1 Pulse Width (4-byte)* (ms),Fuel Pump Duty (%),Ignition Total Timing (degrees),Intake Air Temperature (C),Manifold Absolute Pressure (4-byte)* (kPa absolute),Mass Airflow (g/s),Throttle Opening Angle (%)
3119,0.00,0.00,0.00,0.00,712,14.24,7,47,0.63,1052,14.59,29952,50.0,0.6408,2.82,2.0750,33.33,15.00,21,37.66,10.99,6.67
3223,0.00,0.00,0.00,0.00,712,14.24,7,47,0.63,1054,14.58,30144,50.0,0.6430,2.82,2.0725,33.33,15.00,21,37.58,10.97,6.67
3327,0.00,0.00,0.00,0.00,712,14.32,7,47,0.63,1051,14.59,30144,50.0,0.6645,2.82,2.0710,33.33,15.00,21,37.66,10.89,6.67
3430,0.00,0.00,0.00,0.00,712,14.24,7,47,0.63,1050,14.61,30080,50.0,0.6430,2.82,2.0707,33.33,15.00,21,37.66,10.94,6.67
3535,0.00,0.00,0.00,0.00,712,14.24,7,47,0.63,1049,14.55,29888,50.0,0.6360,2.82,2.0722,33.33,15.00,21,37.66,10.94,6.67
3639,0.00,0.00,0.00,0.00,712,14.24,7,47,0.63,1048,14.34,28544,50.0,0.6455,2.82,2.0728,33.33,15.00,21,37.66,11.06,6.67
3742,0.00,0.00,0.00,0.00,712,14.32,7,47,0.63,1050,14.62,30080,50.0,0.6645,2.82,2.0735,33.33,15.00,21,37.66,11.00,6.67
3846,0.00,0.00,0.00,0.00,712,14.32,7,47,0.63,1051,14.60,30016,50.0,0.6408,2.82,2.0705,33.33,15.00,21,37.66,11.00,6.67
3951,0.00,0.00,0.00,0.00,712,14.32,7,47,0.63,1060,14.57,30144,50.0,0.6455,2.82,2.0695,33.33,15.00,21,37.66,11.03,6.67
4054,0.00,0.00,0.00,0.00,712,14.32,7,47,0.63,1059,14.59,30080,50.0,0.6763,2.82,2.0675,33.33,15.00,21,37.50,10.97,6.67
4158,0.00,0.00,0.00,0.00,712,14.32,7,47,0.63,1053,14.60,29760,50.0,0.6550,2.82,2.0663,33.33,15.00,21,37.50,10.97,6.67
4263,0.00,0.00,0.00,0.00,712,14.32,7,47,0.63,1057,14.58,30144,50.0,0.6408,2.82,2.0642,33.33,15.00,21,37.42,10.92,6.67
4366,0.00,0.00,0.00,0.00,712,14.32,7,47,0.63,1057,14.58,30080,50.0,0.6430,2.82,2.0627,33.33,15.00,21,37.34,11.05,6.67
4470,0.00,0.00,0.00,0.00,712,14.32,7,47,0.63,1061,14.61,29952,50.0,0.6763,2.82,2.0608,33.33,15.00,21,37.34,10.90,6.67
4574,0.00,0.00,0.00,0.00,712,14.32,7,47,0.62,1060,14.73,31488,50.0,0.6573,2.82,2.0580,33.33,15.00,21,37.34,10.91,6.67
4678,0.00,0.00,0.00,0.00,712,14.32,7,47,0.62,1060,14.57,30144,50.0,0.6408,2.82,2.0543,33.33,15.00,21,37.27,10.94,6.67
4781,0.00,0.00,0.00,0.00,712,14.32,7,47,0.62,1057,14.59,29952,50.0,0.6430,2.82,2.0522,33.33,15.00,21,37.34,10.90,6.67
4886,0.00,0.00,0.00,0.00,712,14.32,7,47,0.62,1050,14.59,29760,50.0,0.6715,2.82,2.0515,33.33,15.00,21,37.34,11.00,6.67
4989,0.00,0.00,0.00,0.00,712,14.32,7,47,0.62,1052,14.57,30144,50.0,0.6478,2.82,2.0522,33.33,15.00,21,37.27,10.89,6.67
5093,0.00,0.00,0.00,0.00,712,14.32,7,47,0.62,1054,14.58,30144,50.0,0.6430,2.82,2.0503,33.33,15.00,21,37.34,10.95,6.67
5198,0.00,0.00,0.00,0.00,712,14.24,7,47,0.62,1050,14.59,30144,50.0,0.6430,2.82,2.0525,33.33,15.00,21,37.50,10.93,6.67
5301,0.00,0.00,0.00,0.00,712,14.32,7,47,0.62,1048,14.59,30144,50.0,0.6430,2.82,2.0543,33.33,15.00,21,37.34,10.92,6.67
5405,0.00,0.00,0.00,0.00,712,14.24,7,47,0.62,1044,14.56,30400,50.0,0.6408,2.82,2.0565,33.33,15.00,21,37.66,10.83,6.67
5510,0.00,0.00,0.00,0.00,712,14.00,7,47,0.62,1044,14.60,30016,50.0,0.6430,2.82,2.0595,33.33,15.00,21,37.58,10.99,6.67
5613,0.00,0.00,0.00,0.00,712,14.24,7,47,0.63,1042,14.61,29824,50.0,0.6598,2.82,2.0670,33.33,15.00,21,37.66,10.94,6.67
5718,0.00,0.00,0.00,0.00,712,14.40,7,47,0.63,1044,14.35,28608,50.0,0.6715,2.82,2.0703,33.33,15.00,21,37.74,10.97,6.67
5821,0.00,0.00,0.00,0.00,712,14.32,7,47,0.63,1045,14.34,29824,50.0,0.6408,2.82,2.0745,33.33,15.00,21,37.90,10.97,6.67
5925,0.00,0.00,0.00,0.00,712,14.32,7,47,0.63,1044,14.61,30016,50.0,0.6360,2.82,2.0770,33.33,15.00,21,37.90,11.01,6.67
6030,0.00,0.00,0.00,0.00,712,14.32,7,47,0.63,1042,14.58,30144,50.0,0.6478,2.82,2.0787,33.33,15.00,21,37.90,11.04,6.67
6133,0.00,0.00,0.00,0.00,712,14.32,7,47,0.63,1045,14.56,29952,50.0,0.6360,2.82,2.0805,33.33,15.00,21,37.82,11.03,6.67
6237,0.00,0.00,0.00,0.00,712,14.08,7,47,0.63,1052,14.60,30016,50.0,0.6478,2.82,2.0812,33.33,15.00,21,37.66,11.07,6.67
6341,0.00,0.00,0.00,0.00,712,14.24,7,47,0.63,1056,14.59,30080,50.0,0.6763,2.82,2.0798,33.33,15.00,21,37.66,11.06,6.67
6444,0.00,0.00,0.00,0.00,712,14.32,7,47,0.63,1052,14.57,30144,50.0,0.6525,2.82,2.0775,33.33,15.00,21,37.66,10.96,6.67
6549,0.00,0.00,0.00,0.00,712,14.32,7,47,0.63,1056,14.60,30016,50.0,0.6430,2.82,2.0728,33.33,15.00,21,37.50,11.05,6.67
6652,0.00,0.00,0.00,0.00,712,14.24,7,47,0.63,1061,14.59,30080,50.0,0.6408,2.82,2.0700,33.33,15.00,21,37.50,11.07,6.67
6757,0.00,0.00,0.00,0.00,712,14.24,7,47,0.63,1060,14.82,30144,50.0,0.6740,2.82,2.0655,33.33,15.00,21,37.34,11.02,6.67
6861,0.00,0.00,0.00,0.00,712,14.24,7,47,0.63,1062,14.58,30080,50.0,0.6573,2.82,2.0627,33.33,15.00,21,37.34,10.91,6.67
6964,0.00,0.00,0.00,0.00,712,14.24,7,47,0.62,1058,14.60,29824,50.0,0.6382,2.82,2.0585,33.33,15.00,21,37.27,10.90,6.67
7068,0.00,0.00,0.00,0.00,712,14.16,7,47,0.62,1056,14.57,30080,50.0,0.6478,2.82,2.0550,33.33,15.00,21,37.34,10.87,6.67
7173,0.00,0.00,0.00,0.00,712,14.24,7,47,0.62,1052,14.58,30144,50.0,0.6668,2.82,2.0543,33.33,15.00,21,37.34,10.99,6.67
7276,0.00,0.00,0.00,0.00,712,14.32,7,47,0.62,1049,14.60,29952,50.0,0.6408,2.82,2.0528,33.33,15.00,21,37.34,10.87,6.67
7380,0.00,0.00,0.00,0.00,712,14.32,7,47,0.62,1046,14.60,30016,50.0,0.6382,2.82,2.0518,33.33,15.00,21,37.34,10.83,6.67
7485,0.00,0.00,0.00,0.00,712,14.32,7,47,0.62,1051,14.56,30400,50.0,0.6455,2.82,2.0513,33.33,15.00,21,37.34,10.83,6.67
7588,0.00,0.00,0.00,0.00,712,14.32,7,47,0.62,1045,14.59,30016,50.0,0.6810,2.82,2.0528,33.33,15.00,21,37.34,10.87,6.67
7692,0.00,0.00,0.00,0.00,712,14.32,7,47,0.62,1046,14.60,30016,50.0,0.6430,2.82,2.0528,33.33,15.00,21,37.34,10.87,6.67
7795,0.00,0.00,0.00,0.00,712,14.32,7,47,0.62,1046,14.54,29504,50.0,0.6408,2.82,2.0528,33.33,15.00,21,37.34,10.91,6.67
7900,0.00,0.00,0.00,0.00,712,14.24,7,47,0.62,1046,14.33,28544,50.0,0.6550,2.82,2.0530,33.33,15.00,21,37.42,10.93,6.67
8003,0.00,0.00,0.00,0.00,712,14.32,7,47,0.62,1050,14.62,29952,50.0,0.6715,2.82,2.0543,33.33,15.00,21,37.34,10.91,6.67
8107,0.00,0.00,0.00,0.00,712,14.24,7,47,0.62,1051,14.59,30080,50.0,0.6430,2.82,2.0547,33.33,15.00,21,37.42,10.82,6.67
8212,0.00,0.00,0.00,0.00,712,14.16,7,47,0.62,1050,14.57,30400,50.0,0.6430,2.82,2.0525,33.33,15.00,21,37.34,10.90,6.67
8316,0.00,0.00,0.00,0.00,712,14.24,7,47,0.62,1047,14.60,30016,50.0,0.6478,2.82,2.0533,33.33,15.00,21,37.42,10.92,6.67
8419,0.00,0.00,0.00,0.00,712,14.32,7,47,0.62,1037,14.60,30016,50.0,0.6620,2.82,2.0547,33.33,15.00,21,37.42,10.85,6.67
8523,0.00,0.00,0.00,0.00,712,14.32,7,47,0.62,1041,14.57,30144,50.0,0.6430,2.82,2.0570,33.33,15.00,21,37.58,10.85,6.67
8627,0.00,0.00,0.00,0.00,712,14.32,7,47,0.62,1040,14.58,30080,50.0,0.6573,2.82,2.0595,33.33,15.00,21,37.58,10.83,6.67
8731,0.00,0.00,0.00,0.00,712,14.32,7,47,0.62,1036,14.60,29952,50.0,0.6645,2.82,2.0627,33.33,15.00,21,37.66,10.81,6.67
8836,0.00,0.00,0.00,0.00,712,14.32,7,47,0.63,1036,14.81,31616,50.0,0.6430,2.82,2.0650,33.33,15.00,21,37.66,10.95,6.67
8939,0.00,0.00,0.00,0.00,712,14.24,7,47,0.63,1038,14.58,30336,50.0,0.6430,2.82,2.0665,33.33,15.00,21,37.66,10.83,6.67
9043,0.00,0.00,0.00,0.00,712,14.32,7,47,0.63,1038,14.60,29952,50.0,0.6645,2.82,2.0697,33.33,15.00,21,37.66,10.91,6.67
9148,0.00,0.00,0.00,0.00,712,14.32,7,47,0.63,1040,14.57,29760,50.0,0.6430,2.82,2.0735,33.33,15.00,21,37.74,10.91,6.67
9251,0.00,0.00,0.00,0.00,712,14.16,7,47,0.63,1040,14.56,30144,50.0,0.6430,2.82,2.0762,33.33,15.00,21,37.74,10.94,6.67
9354,0.00,0.00,0.00,0.00,712,14.24,7,47,0.63,1043,14.60,30016,50.0,0.6550,2.82,2.0785,33.33,15.00,21,37.74,10.99,6.67
9459,0.00,0.00,0.00,0.00,712,14.40,7,47,0.63,1038,14.60,29760,50.0,0.6740,2.82,2.0775,33.33,15.00,21,37.66,10.98,6.67
9562,0.00,0.00,0.00,0.00,712,14.32,7,47,0.63,1043,14.57,30144,50.0,0.6525,2.82,2.0785,33.33,15.00,21,37.74,10.86,6.67
9667,0.00,0.00,0.00,0.00,712,14.32,7,47,0.63,1045,14.60,30144,50.0,0.6693,2.82,2.0777,33.33,15.00,21,37.66,10.98,6.67
9771,0.00,0.00,0.00,0.00,712,14.32,7,47,0.63,1036,14.60,29952,50.0,0.6740,2.82,2.0780,33.33,15.00,21,37.66,10.81,6.67
9874,0.00,0.00,0.00,0.00,712,14.32,7,47,0.63,1036,14.58,29696,50.0,0.6430,2.82,2.0755,33.33,15.00,21,37.74,10.95,6.67
9979,0.00,0.00,0.00,0.00,712,14.24,7,47,0.63,1036,14.33,28480,50.0,0.6408,2.82,2.0765,33.33,15.00,21,37.66,10.93,6.67
10082,0.00,0.00,0.00,0.00,712,14.32,7,47,0.63,1039,14.36,30144,50.0,0.6740,2.82,2.0785,33.33,15.00,21,37.66,10.89,6.67
10187,0.00,0.00,0.00,0.00,712,14.32,7,47,0.63,1041,14.61,30016,50.0,0.6455,2.82,2.0798,33.33,15.00,21,37.74,10.95,6.67
10290,0.00,0.00,0.00,0.00,712,14.32,7,47,0.63,1044,14.56,30144,50.0,0.6408,2.82,2.0795,33.33,15.00,21,37.74,11.00,6.67
10396,0.00,0.00,0.00,0.00,712,14.24,7,47,0.63,1047,14.59,30016,50.0,0.6810,2.82,2.0783,33.33,15.00,21,37.66,11.03,6.67
10500,0.00,0.00,0.00,0.00,712,14.32,7,47,0.63,1047,14.60,29952,50.0,0.6478,2.82,2.0775,33.33,15.00,21,37.58,10.97,6.67
10605,0.00,0.00,0.00,0.00,712,14.24,7,47,0.63,1050,14.57,30144,50.0,0.6408,2.82,2.0728,33.33,15.00,21,37.42,10.98,6.67
10710,0.00,0.00,0.00,0.00,712,14.32,7,47,0.63,1053,14.57,30080,50.0,0.6408,2.82,2.0700,33.33,15.00,21,37.50,10.95,6.67
10814,0.00,0.00,0.00,0.00,712,14.24,7,47,0.63,1052,14.61,29952,50.0,0.6430,2.82,2.0653,33.33,15.00,21,37.34,10.84,6.67
10918,0.00,0.00,0.00,0.00,712,14.40,7,47,0.62,1050,14.58,30784,50.0,0.6715,2.82,2.0587,33.33,15.00,21,37.34,10.83,6.67
11022,0.00,0.00,0.00,0.00,712,14.32,7,47,0.62,1048,14.66,30400,50.0,0.6430,2.82,2.0545,33.33,15.00,21,37.34,10.85,6.27
11127,0.00,0.00,0.00,0.00,712,14.16,7,47,0.62,1050,14.59,29952,50.0,0.6408,2.82,2.0510,33.33,15.00,21,37.34,10.93,6.67
11230,0.00,0.00,0.00,0.00,712,14.24,7,47,0.62,1049,14.60,29888,50.0,0.6620,2.82,2.4590,33.33,16.50,21,58.63,18.00,14.51
11334,0.00,0.00,0.00,0.00,712,14.24,7,47,0.74,1130,14.57,29952,50.0,0.6478,4.10,4.8013,33.33,10.50,21,91.11,32.53,32.94
11437,0.00,0.00,0.00,0.00,712,14.32,7,47,1.01,1355,14.60,30016,50.0,0.6430,6.14,5.8895,33.33,0.50,21,83.41,36.48,29.80
11542,0.00,0.00,0.00,0.00,712,14.24,7,47,1.21,1496,14.98,33280,50.0,0.6598,6.40,5.3788,33.33,15.00,21,58.63,28.35,6.67
11646,0.00,0.00,0.00,0.00,712,14.08,7,47,1.19,1628,17.76,54784,50.0,0.6478,5.12,3.6953,33.33,15.00,21,40.84,20.11,4.71
11750,0.00,0.00,0.00,0.00,712,14.32,7,47,1.01,1566,0.00,60032,0.0,0.6525,3.58,2.4640,33.33,15.00,21,32.74,13.32,4.31
11854,0.00,0.00,0.00,0.00,712,14.32,7,47,0.83,1410,16.20,40128,50.0,0.6525,2.56,1.7652,33.33,15.00,21,29.09,10.44,5.10
11958,0.00,0.00,0.00,0.00,712,14.32,7,47,0.70,1249,14.60,30016,50.0,0.6502,2.30,1.4963,33.33,15.00,21,29.56,9.18,5.49
12062,0.00,0.00,0.00,0.00,712,14.32,7,47,0.63,1136,13.56,22016,50.0,0.6430,2.05,1.2557,33.33,15.00,21,29.40,8.17,5.10
12165,0.00,0.00,0.00,0.00,712,14.24,7,47,0.57,1017,12.88,18752,50.0,0.6455,1.79,1.0808,33.33,15.00,21,29.72,7.49,5.10
12269,0.00,0.00,0.00,0.00,712,14.24,7,47,0.54,931,13.12,20416,50.0,0.6430,1.79,0.9830,33.33,15.00,21,30.12,6.75,4.31
12373,0.00,0.00,0.00,0.00,712,14.16,7,47,0.51,854,13.11,20544,50.0,0.6573,1.54,0.8865,33.33,15.00,21,30.04,6.31,4.31
12478,0.00,0.00,0.00,0.00,712,14.24,7,47,0.50,793,13.12,20480,50.0,0.6810,1.54,0.9153,33.33,15.00,21,31.71,6.78,5.88
12581,0.00,0.00,0.00,0.00,712,14.24,7,47,0.50,740,13.12,20480,50.0,0.6645,1.79,1.1438,33.33,15.00,21,34.41,7.02,5.49
12685,0.00,0.00,0.00,0.00,712,14.16,7,47,0.52,716,12.81,18240,50.0,0.6927,2.56,1.9110,33.33,15.00,21,35.91,7.32,5.49
12789,0.00,0.00,0.00,0.00,712,14.00,7,47,0.54,697,12.60,16640,50.0,0.6573,2.56,2.0140,33.33,15.00,21,38.06,7.55,5.49
12894,0.00,0.00,0.00,0.00,712,14.24,7,47,0.56,687,12.59,16960,50.0,0.6335,2.82,2.1545,33.33,15.00,21,39.97,7.86,5.49
12998,0.00,0.00,0.00,0.00,712,14.32,7,47,0.58,683,12.57,16960,50.0,0.6265,2.82,2.2560,33.33,15.00,21,41.16,8.09,5.49
13102,0.00,0.00,0.00,0.00,712,14.40,7,47,0.61,685,12.57,17280,50.0,0.6693,3.07,2.3590,33.33,15.00,21,42.59,8.44,5.49
13206,0.00,0.00,0.00,0.00,712,14.08,7,47,0.63,702,12.58,20224,50.0,0.6880,3.07,2.4657,33.33,15.00,21,43.38,8.86,5.49
13310,0.00,0.00,0.00,0.00,712,14.16,7,47,0.66,708,13.13,20352,50.0,0.6668,3.07,2.5228,33.33,15.00,21,44.25,9.30,5.49
13413,0.00,0.00,0.00,0.00,712,14.32,7,47,0.68,734,13.28,23488,50.0,0.6360,3.33,2.5848,33.33,15.00,21,44.49,9.50,5.49
13518,0.00,0.00,0.00,0.00,712,14.24,7,47,0.70,764,13.58,23680,50.0,0.6288,3.33,2.6138,33.33,15.00,21,44.65,9.88,5.49
13622,0.00,0.00,0.00,0.00,712,14.32,7,47,0.71,787,14.10,26816,50.0,0.6455,3.33,2.6238,33.33,15.00,21,44.41,10.13,5.88
13727,0.00,0.00,0.00,0.00,712,14.32,7,47,0.73,819,14.13,26880,50.0,0.6693,3.33,2.6187,33.33,15.00,21,43.86,10.36,5.88
13830,0.00,0.00,0.00,0.00,712,14.24,7,47,0.73,855,14.11,27328,50.0,0.6502,3.33,2.5598,33.33,15.00,21,42.82,10.40,5.49
13935,0.00,0.00,0.00,0.00,712,14.40,7,47,0.73,877,14.12,27072,50.0,0.6360,3.07,2.5417,33.33,15.00,21,42.11,10.45,5.49
14038,0.00,0.00,0.00,0.00,712,14.32,7,47,0.73,896,14.12,27008,50.0,0.6408,3.07,2.4592,33.33,15.00,21,40.84,10.49,5.49
14143,0.00,0.00,0.00,0.00,712,14.32,7,47,0.72,913,14.09,26944,50.0,0.6502,3.07,2.3798,33.33,15.00,21,39.73,10.05,5.49
14247,0.00,0.00,0.00,0.00,712,14.32,7,47,0.71,914,13.90,25344,50.0,0.6382,3.07,2.3090,33.33,15.00,21,38.93,9.88,5.49
14350,0.00,0.00,0.00,0.00,712,14.24,7,47,0.69,911,13.93,26624,50.0,0.6525,2.82,2.2502,33.33,15.00,21,38.30,9.63,5.49
14455,0.00,0.00,0.00,0.00,712,14.24,7,47,0.68,907,14.10,26880,50.0,0.6455,2.82,2.1903,33.33,15.00,21,37.82,9.51,5.49
14558,0.00,0.00,0.00,0.00,712,14.40,7,47,0.66,892,14.11,27008,50.0,0.6360,2.82,2.1517,33.33,15.00,21,37.58,9.32,5.49
14662,0.00,0.00,0.00,0.00,712,14.24,7,47,0.66,886,14.14,26880,50.0,0.6525,2.82,2.1405,33.33,15.00,21,37.66,9.22,5.88
14766,0.00,0.00,0.00,0.00,712,14.32,7,47,0.65,874,14.11,27072,50.0,0.6645,2.82,2.1238,33.33,15.00,21,37.98,9.25,5.88
14870,0.00,0.00,0.00,0.00,712,14.40,7,47,0.65,868,14.10,24064,50.0,0.6408,2.82,2.1405,33.33,15.00,21,38.22,9.24,5.88
14974,0.00,0.00,0.00,0.00,712,14.40,7,47,0.65,852,13.59,25024,50.0,0.6288,2.82,2.1445,33.33,15.00,21,38.93,9.37,6.27
15078,0.00,0.00,0.00,0.00,712,14.24,7,47,0.65,858,13.59,23488,50.0,0.6430,2.82,2.1595,33.33,15.00,21,39.65,9.60,6.27
15182,0.00,0.00,0.00,0.00,712,14.16,7,47,0.65,866,13.57,23680,50.0,0.6430,2.82,2.2300,33.33,15.00,21,40.12,9.86,5.88
15286,0.00,0.00,0.00,0.00,712,14.32,7,47,0.66,876,13.58,23616,50.0,0.6335,2.82,2.2542,33.33,15.00,21,40.36,10.05,6.27
15390,0.00,0.00,0.00,0.00,712,14.40,7,47,0.67,886,13.59,23360,50.0,0.6382,2.82,2.2680,33.33,15.00,21,40.44,10.16,5.88
15493,0.00,0.00,0.00,0.00,712,14.24,7,47,0.67,898,13.58,23488,50.0,0.6740,2.82,2.2462,33.33,15.00,21,40.36,10.27,6.27
15598,0.00,0.00,0.00,0.00,712,14.32,7,47,0.67,918,13.57,23744,50.0,0.6382,2.82,2.2523,33.33,15.00,21,40.20,10.41,6.27
15701,0.00,0.00,0.00,0.00,712,14.40,7,47,0.68,929,14.12,26880,50.0,0.6382,2.82,2.2550,33.33,15.00,21,39.89,10.50,6.27
15806,0.00,0.00,0.00,0.00,712,14.08,7,47,0.67,941,14.12,27072,50.0,0.6478,2.82,2.2462,33.33,15.00,21,39.57,10.44,6.27
15909,0.00,0.00,0.00,0.00,712,14.32,7,47,0.67,948,14.12,26944,50.0,0.6408,2.82,2.2298,33.33,15.00,21,39.17,10.44,6.27
16013,0.00,0.00,0.00,0.00,712,14.32,7,47,0.67,957,14.13,27008,50.0,0.6598,2.82,2.2120,33.33,15.00,21,38.93,10.33,6.27
16117,0.00,0.00,0.00,0.00,712,14.40,7,47,0.66,959,14.11,26624,50.0,0.6408,2.82,2.1935,33.33,15.00,21,38.62,10.34,6.27
16221,0.00,0.00,0.00,0.00,712,14.32,7,47,0.66,959,14.11,27072,50.0,0.6478,2.82,2.1710,33.33,15.00,21,38.46,10.22,6.27
16325,0.00,0.00,0.00,0.00,712,14.40,7,47,0.66,951,14.08,25408,50.0,0.6360,2.82,2.1578,33.33,15.00,21,38.38,10.22,6.27
16429,0.00,0.00,0.00,0.00,712,14.32,7,47,0.65,952,13.90,25280,50.0,0.6740,2.82,2.1490,33.33,15.00,21,38.46,10.21,6.27
16533,0.00,0.00,0.00,0.00,712,14.32,7,47,0.65,950,14.11,27072,50.0,0.6408,2.82,2.1425,33.33,15.00,21,38.46,10.24,6.27
