Time (msec),Accelerator Pedal Angle (%),Battery Voltage (V),CL/OL Fueling* (status),Combined Throttle Request (D2WD610H diagnostic)* (%),Coolant Temperature (C),Effective Idle Speed Target (D2WD610H diagnostic)* (rpm),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),External Wideband Input ADC (D2WD610H master)* (ADC counts),Final Fueling Base (4-byte)* (fuel-air equivalence ratio),Fuel Injector #1 Pulse Width (4-byte)* (ms),Idle Air Feedback Flags (D2WD610H diagnostic)* (raw flags),Ignition Total Timing (degrees),Intake Air Temperature (C),Manifold Absolute Pressure (kPa),Mass Airflow (g/s),Throttle Opening Angle (%),Transient Load Fuel Correction (D2WD610H diagnostic)* (raw additive factor)
3123,0.00,14.48,7,7.97,23,1156.3,0.77,1184,14.60,30144,1.02,2.5813,9,14.50,20,44,15.19,8.24,0.0000
3227,0.00,14.56,7,7.97,23,1156.3,0.77,1178,14.35,28416,1.02,2.5783,9,15.00,20,44,15.11,8.24,0.0000
3330,0.00,14.48,7,7.96,23,1156.3,0.77,1182,14.33,28416,1.02,2.5722,9,15.00,20,44,15.04,8.24,0.0000
3435,0.00,14.48,7,7.96,24,1156.2,0.77,1179,14.60,30208,1.02,2.5642,9,14.50,20,44,15.00,8.24,0.0000
3539,0.00,14.48,7,7.95,24,1156.2,0.76,1183,14.60,30080,1.02,2.5565,9,14.00,20,44,14.94,8.24,0.0000
3642,0.00,14.48,7,7.94,24,1155.8,0.76,1187,14.58,29952,1.02,2.5490,9,14.00,20,44,14.99,8.24,0.0000
3747,0.00,14.56,7,7.92,24,1155.5,0.76,1183,14.57,30144,1.02,2.5405,9,14.00,20,44,14.81,8.24,0.0000
3850,0.00,14.48,7,7.92,24,1155.5,0.76,1178,14.60,30144,1.02,2.5358,9,15.00,20,43,14.86,8.24,0.0000
3956,0.00,14.48,7,7.91,24,1155.2,0.76,1178,14.60,29952,1.02,2.5325,9,15.00,20,43,14.86,8.24,0.0000
4060,0.00,14.48,7,7.90,24,1155.1,0.76,1181,14.57,29952,1.02,2.5280,9,15.00,20,43,14.90,8.24,0.0000
4163,0.00,14.48,7,7.91,24,1154.9,0.76,1184,14.59,30080,1.02,2.5260,9,15.00,20,43,14.94,8.24,0.0000
4267,0.00,14.48,7,7.90,24,1154.8,0.76,1180,14.84,31360,1.02,2.5257,9,15.50,20,43,14.89,8.24,0.0000
4371,0.00,14.48,7,7.90,24,1154.8,0.75,1185,14.58,29888,1.02,2.5210,9,15.00,20,43,14.84,8.24,0.0000
4476,0.00,14.24,7,7.90,24,1154.8,0.75,1188,14.56,30016,1.02,2.5170,9,15.00,20,43,14.88,8.24,0.0000
4581,0.00,14.48,7,7.90,24,1154.7,0.75,1187,14.59,30144,1.02,2.5128,9,15.00,20,43,14.86,8.24,0.0000
4684,0.00,14.48,7,7.91,24,1154.7,0.75,1184,14.60,29952,1.02,2.5103,9,15.00,20,43,14.82,8.24,0.0000
4789,0.00,14.48,7,7.90,24,1154.3,0.75,1182,14.58,29888,1.02,2.5072,9,15.00,20,43,14.80,8.24,0.0000
4894,0.00,14.48,7,7.89,24,1154.0,0.75,1182,14.58,30016,1.02,2.5017,9,15.00,20,43,14.67,8.24,0.0000
4998,0.00,14.56,7,7.90,24,1154.0,0.75,1186,14.59,30208,1.02,2.5025,9,15.00,20,43,14.85,8.24,0.0000
5101,0.00,14.56,7,7.90,24,1153.7,0.75,1184,14.60,30016,1.02,2.5040,9,15.50,20,43,14.82,8.24,0.0000
5205,0.00,14.48,7,7.89,24,1153.6,0.75,1180,14.57,29952,1.02,2.5040,9,15.50,20,43,14.77,8.24,0.0000
5310,0.00,14.48,7,7.89,24,1153.4,0.75,1181,14.55,29952,1.02,2.5025,9,15.00,20,43,14.79,8.24,0.0000
5414,0.00,14.48,7,7.89,24,1153.3,0.75,1176,14.37,28480,1.02,2.5040,9,15.00,20,43,14.73,8.24,0.0000
5517,0.00,14.48,7,7.88,24,1153.4,0.75,1174,14.60,30016,1.02,2.5048,9,15.50,20,43,14.70,8.24,0.0000
5621,0.00,14.48,7,7.89,24,1153.3,0.75,1175,14.57,29952,1.02,2.5042,9,15.00,20,43,14.71,8.24,0.0000
5725,0.00,14.40,7,7.88,24,1152.9,0.75,1173,14.59,30080,1.02,2.5050,9,15.50,20,43,14.68,8.24,0.0000
5829,0.00,14.48,7,7.89,24,1152.5,0.75,1170,14.60,30080,1.02,2.5068,9,15.50,20,43,14.76,8.24,0.0000
5934,0.00,14.32,7,7.88,24,1152.3,0.75,1171,14.57,29952,1.02,2.5100,9,15.50,20,43,14.78,8.24,0.0000
6039,0.00,14.40,7,7.88,24,1152.1,0.75,1170,14.57,29952,1.02,2.5135,9,15.50,20,43,14.77,8.24,0.0000
6142,0.00,14.48,7,7.88,24,1152.1,0.75,1174,14.59,30208,1.02,2.5155,9,15.00,20,43,14.70,8.24,0.0000
6246,0.00,14.48,7,7.88,24,1152.0,0.75,1173,15.11,33600,1.02,2.5155,9,15.00,20,43,14.69,8.24,0.0000
6350,0.00,14.56,7,7.88,24,1151.9,0.75,1177,14.81,31616,1.02,2.5135,9,15.00,20,43,14.61,8.24,0.0000
6454,0.00,14.48,7,7.87,24,1151.8,0.75,1178,14.58,30080,1.02,2.5125,9,14.50,20,43,14.75,8.24,0.0000
6558,0.00,14.48,7,7.87,24,1151.7,0.75,1177,14.60,30144,1.02,2.5108,9,14.50,20,43,14.73,8.24,0.0000
6662,0.00,14.40,7,7.88,24,1151.7,0.75,1176,15.12,33472,1.02,2.5085,9,15.00,20,43,14.72,8.24,0.0000
6765,0.00,14.48,7,7.87,24,1151.7,0.75,1169,15.11,33472,1.02,2.5078,9,15.50,20,43,14.63,8.24,0.0000
6870,0.00,14.48,7,7.88,24,1151.3,0.75,1171,14.58,30144,1.02,2.5072,9,15.50,20,43,14.66,8.24,0.0000
6974,0.00,14.56,7,7.87,24,1151.0,0.75,1174,14.60,30144,1.02,2.5070,9,15.00,20,43,14.69,8.24,0.0000
7077,0.00,14.48,7,7.86,24,1150.7,0.75,1178,14.59,29952,1.02,2.5070,9,14.50,20,43,14.74,8.24,0.0000
7182,0.00,14.48,7,7.87,24,1150.6,0.75,1178,14.57,29952,1.02,2.5055,9,14.50,20,43,14.75,8.24,0.0000
7286,0.00,14.48,7,7.86,24,1150.6,0.75,1186,14.60,30144,1.02,2.5038,9,15.00,20,43,14.85,8.24,0.0000
7390,0.00,14.48,7,7.87,24,1150.4,0.75,1186,14.60,30016,1.02,2.4983,9,15.00,20,43,14.72,8.24,0.0000
7495,0.00,14.48,7,7.87,24,1150.3,0.75,1181,14.87,31744,1.02,2.4968,9,15.50,20,43,14.78,8.24,0.0000
7598,0.00,14.40,7,7.85,24,1150.3,0.75,1177,14.85,32064,1.02,2.4988,9,15.50,20,43,14.73,8.24,0.0000
7702,0.00,14.32,7,7.86,24,1150.2,0.75,1181,15.15,33408,1.02,2.4990,9,15.50,20,43,14.66,8.24,0.0000
7806,0.00,14.48,7,7.86,24,1150.2,0.75,1182,14.60,32192,1.02,2.4975,9,15.50,20,43,14.80,8.24,0.0000
7909,0.00,14.48,7,7.86,24,1150.2,0.75,1186,14.90,30400,1.02,2.4980,9,15.00,20,43,14.72,8.24,0.0000
8014,0.00,14.48,7,7.86,24,1149.8,0.75,1180,14.58,30080,1.02,2.4962,9,14.50,20,43,14.66,8.24,0.0000
8118,0.00,14.48,7,7.86,24,1149.5,0.75,1177,14.60,30080,1.02,2.4940,9,15.00,20,43,14.61,7.84,0.0000
8221,0.00,14.40,7,7.85,24,1149.2,0.75,1183,14.59,30016,1.02,2.4922,9,14.50,20,43,14.68,8.24,0.0000
8326,0.00,14.56,7,7.85,24,1149.2,0.75,1178,15.09,33536,1.02,2.4912,9,15.00,20,43,14.63,8.24,0.0000
8429,0.00,14.56,7,7.85,24,1149.1,0.75,1177,14.59,30080,1.02,2.4895,9,15.00,20,43,14.61,8.24,0.0000
8534,0.00,14.56,7,7.85,24,1148.9,0.75,1178,14.68,30208,1.02,2.4880,9,15.00,20,43,14.63,7.84,0.0000
8638,0.00,14.48,7,7.86,24,1148.8,0.75,1178,14.58,29952,1.02,2.4872,9,15.00,20,43,14.62,8.24,0.0000
8741,0.00,14.48,7,7.85,24,1148.8,0.75,1186,14.57,29952,1.02,2.4878,9,15.00,20,43,14.73,8.24,0.0000
8846,0.00,14.48,7,7.84,24,1148.7,0.75,1186,14.59,30144,1.02,2.4860,9,15.00,20,43,14.73,8.24,0.0000
8949,0.00,14.48,7,7.85,24,1148.7,0.74,1188,14.59,30016,1.02,2.4832,9,15.00,20,43,14.63,8.24,0.0000
9053,0.00,14.32,7,7.85,24,1148.7,0.74,1187,14.57,29952,1.02,2.4828,9,15.00,20,43,14.74,8.24,0.0000
9157,0.00,14.56,7,7.85,24,1148.7,0.74,1189,14.57,30016,1.02,2.4792,9,15.00,20,43,14.65,7.84,0.0000
9261,0.00,14.48,7,7.86,24,1148.3,0.74,1191,14.60,30208,1.02,2.4758,9,15.00,20,43,14.63,8.24,0.0000
9365,0.00,14.48,7,7.84,24,1148.0,0.74,1192,14.60,30016,1.02,2.4765,9,15.00,20,43,14.68,8.24,0.0000
9469,0.00,14.40,7,7.84,24,1148.0,0.74,1186,15.11,33408,1.02,2.4737,9,14.50,20,43,14.61,8.24,0.0000
9574,0.00,14.56,7,7.84,24,1147.7,0.74,1185,14.55,30016,1.02,2.4728,9,15.50,20,43,14.59,8.24,0.0000
9677,0.00,14.56,7,7.84,24,1147.6,0.74,1184,14.89,32064,1.02,2.4755,9,15.00,20,43,14.59,8.24,0.0000
9781,0.00,14.56,7,7.84,24,1147.4,0.74,1190,15.13,33536,1.02,2.4760,9,15.00,20,43,14.78,8.24,0.0000
9884,0.00,14.48,7,7.84,24,1147.3,0.74,1189,15.11,33408,1.02,2.4735,9,15.00,20,43,14.68,8.24,0.0000
9989,0.00,14.48,7,7.83,24,1147.3,0.74,1192,15.13,33536,1.02,2.4720,9,14.50,20,43,14.80,8.24,0.0000
10092,0.00,14.48,7,7.83,24,1147.3,0.74,1191,15.13,33600,1.02,2.4708,9,14.50,20,43,14.67,8.24,0.0000
10197,0.00,14.40,7,7.83,24,1147.2,0.74,1192,15.11,33472,1.02,2.4697,9,14.50,20,42,14.69,7.84,0.0000
10301,0.00,14.48,7,7.84,24,1147.2,0.74,1191,15.11,33472,1.02,2.4682,9,14.50,20,43,14.79,8.24,0.0000
10404,0.00,14.48,7,7.84,24,1147.2,0.74,1184,15.12,33664,1.02,2.4705,9,15.00,20,43,14.71,8.24,0.0000
10509,0.00,14.48,7,7.84,24,1146.8,0.74,1181,15.14,33600,1.02,2.4708,9,15.00,20,43,14.54,8.24,0.0000
10612,0.00,14.48,7,7.82,24,1146.8,0.74,1182,15.13,33472,1.02,2.4710,9,15.00,20,43,14.67,7.84,0.0000
10717,0.00,14.40,7,7.82,24,1146.4,0.74,1180,15.35,35200,1.02,2.4697,9,15.00,20,43,14.54,8.24,0.0000
10820,0.00,14.56,7,7.82,24,1146.2,0.74,1178,14.59,30144,1.02,2.4700,9,15.00,20,43,14.62,7.84,0.0000
10924,0.00,14.48,7,7.82,24,1146.1,0.74,1184,14.57,29888,1.02,2.4718,9,15.00,20,43,14.70,8.24,0.0000
11029,0.00,14.56,7,7.82,24,1145.9,0.74,1181,14.57,29952,1.02,2.4715,9,15.00,20,43,14.66,7.84,0.0000
11132,0.00,14.48,7,7.82,24,1145.9,0.74,1186,14.59,30080,1.02,2.4688,9,15.50,20,43,14.54,8.24,0.0000
11237,0.00,14.48,7,7.82,24,1145.8,0.74,1185,14.60,30080,1.02,2.4672,9,15.50,20,43,14.59,7.84,0.0000
11340,0.00,14.40,7,7.82,24,1145.8,0.74,1189,15.12,33536,1.02,2.4663,9,15.00,20,43,14.64,8.24,0.0000
11443,0.00,14.48,7,7.82,24,1145.7,0.74,1192,15.10,33408,1.02,2.4655,9,15.00,20,43,14.67,7.84,0.0000
11548,0.00,14.48,7,7.83,24,1145.7,0.74,1192,15.12,33600,1.02,2.4650,9,15.00,20,43,14.68,8.24,0.0000
11651,0.00,14.56,7,7.82,24,1145.7,0.74,1192,15.11,33536,1.02,2.4605,9,15.00,20,42,14.68,7.84,0.0000
11756,0.00,14.48,7,7.83,24,1145.7,0.74,1186,14.34,28352,1.02,2.4595,9,15.00,20,42,14.48,8.24,0.0000
11860,0.00,14.48,7,7.81,24,1145.3,0.74,1189,14.44,32320,1.02,2.4565,9,14.50,20,42,14.52,7.84,0.0000
11963,0.00,14.40,7,7.82,24,1144.9,0.74,1187,14.83,30464,1.02,2.4523,9,14.50,20,42,14.50,8.24,0.0000
12068,0.00,14.56,7,7.82,24,1144.7,0.74,1188,15.06,33536,1.02,2.4515,9,14.50,20,42,14.50,7.84,0.0000
12171,0.00,14.56,7,7.81,24,1144.5,0.74,1186,15.11,33408,1.02,2.4520,9,14.50,20,42,14.61,8.24,0.0000
12276,0.00,14.48,7,7.81,24,1144.5,0.74,1190,14.61,30080,1.02,2.4520,9,15.50,20,42,14.48,7.84,0.0000
12380,0.00,14.40,7,7.81,24,1144.4,0.74,1184,15.13,33600,1.02,2.4527,9,15.50,20,42,14.58,8.24,0.0000
12483,0.00,14.48,7,7.81,24,1144.3,0.74,1182,14.59,29952,1.02,2.4537,9,15.50,20,42,14.55,7.84,0.0000
12588,0.00,14.48,7,7.80,24,1144.3,0.74,1186,15.10,33472,1.02,2.4555,9,15.50,20,42,14.60,8.24,0.0000
12691,0.00,14.32,7,7.81,24,1144.2,0.74,1187,15.11,33600,1.02,2.4560,9,15.50,20,42,14.62,7.84,0.0000
12795,0.00,14.56,7,7.81,24,1144.2,0.74,1184,15.36,35200,1.02,2.4565,9,15.50,20,42,14.58,8.24,0.0000
12899,0.00,14.48,7,7.80,24,1144.2,0.74,1188,15.35,35072,1.02,2.4552,9,15.50,20,42,14.51,7.84,0.0000
13003,0.00,14.48,7,7.80,24,1143.8,0.74,1193,15.11,33344,1.02,2.4552,9,15.00,20,42,14.58,8.24,0.0000
13107,0.00,14.48,7,7.80,24,1143.5,0.74,1189,14.59,30144,1.02,2.4523,9,15.00,20,42,14.52,7.84,0.0000
13211,0.00,14.56,7,7.79,25,1143.2,0.74,1188,15.13,33664,1.02,2.4533,9,15.50,20,42,14.51,7.84,0.0000
13315,0.00,14.56,7,7.79,25,1143.2,0.74,1183,15.11,33408,1.02,2.4552,9,15.50,20,42,14.56,7.84,0.0000
13419,0.00,14.56,7,7.80,25,1143.1,0.74,1182,15.10,33536,1.02,2.4583,9,15.00,20,43,14.55,7.84,0.0000
13523,0.00,14.48,7,7.79,25,1142.9,0.74,1184,15.13,33600,1.02,2.4598,9,15.50,20,43,14.58,7.84,0.0000
13626,0.00,14.48,7,7.80,25,1142.8,0.74,1182,15.14,33536,1.02,2.4607,9,15.00,20,43,14.56,7.84,0.0000
13731,0.00,14.48,7,7.79,25,1142.8,0.74,1182,15.11,33408,1.02,2.4628,9,15.00,20,43,14.56,7.84,0.0000
13834,0.00,14.48,7,7.79,25,1142.7,0.74,1186,15.08,33344,1.02,2.4595,9,14.50,20,42,14.61,7.84,0.0000
13939,0.00,14.48,7,7.79,25,1142.7,0.74,1188,14.88,32064,1.02,2.4563,9,14.50,20,42,14.50,7.84,0.0000
14042,0.00,14.48,7,7.79,25,1142.7,0.74,1184,15.12,33536,1.02,2.4543,9,15.00,20,42,14.57,7.84,0.0000
14147,0.00,14.56,7,7.79,25,1142.6,0.74,1184,15.10,33472,1.02,2.4533,9,15.00,20,42,14.46,7.84,0.0000
14250,0.00,14.48,7,7.79,25,1142.6,0.74,1182,15.13,33600,1.02,2.4520,9,15.00,20,42,14.47,7.84,0.0000
14354,0.00,14.48,7,7.78,25,1142.2,0.74,1182,14.60,30080,1.02,2.4512,9,15.00,20,42,14.55,7.84,0.0000
14458,0.00,14.40,7,7.78,25,1142.2,0.74,1181,14.58,29888,1.02,2.4518,9,15.00,20,42,14.54,7.84,0.0000
14562,0.00,14.48,7,7.78,25,1141.9,0.73,1185,15.10,33472,1.02,2.4497,9,15.00,20,42,14.47,7.84,0.0000
14667,0.00,14.56,7,7.78,25,1141.7,0.73,1183,15.12,33664,1.02,2.4475,9,14.50,20,42,14.45,7.84,0.0000
14771,0.00,14.48,7,7.78,25,1141.5,0.73,1181,14.60,30016,1.02,2.4457,9,15.00,20,42,14.42,7.84,0.0000
14876,0.00,14.48,7,7.78,25,1141.4,0.73,1190,15.12,33472,1.02,2.4435,9,15.00,20,42,14.41,7.84,0.0000
14981,0.00,14.48,7,7.77,25,1141.4,0.73,1184,14.57,30080,1.02,2.4440,9,15.50,20,42,14.47,7.84,0.0000
15084,0.00,14.40,7,7.77,25,1141.3,0.73,1180,15.13,33600,1.02,2.4447,9,15.50,20,42,14.54,7.84,0.0000
15189,0.00,14.40,7,7.78,25,1141.3,0.73,1182,15.11,33472,1.02,2.4470,9,15.50,20,42,14.43,7.84,0.0000
15292,0.00,14.56,7,7.77,25,1141.2,0.73,1182,15.09,33472,1.02,2.4495,9,15.50,20,42,14.56,7.84,0.0000
15397,0.00,14.48,7,7.78,25,1141.2,0.73,1186,15.11,33600,1.02,2.4483,9,15.50,20,42,14.48,7.84,0.0000
15501,0.00,14.48,7,7.77,25,1140.8,0.73,1177,15.14,33600,1.02,2.4485,9,15.00,20,42,14.37,7.84,0.0000
15605,0.00,14.48,7,7.76,25,1140.8,0.73,1180,15.12,33472,1.02,2.4487,9,15.00,20,42,14.41,7.84,0.0000
15710,0.00,14.40,7,7.77,25,1140.9,0.73,1181,15.11,33472,1.02,2.4465,9,15.00,20,42,14.42,7.84,0.0000
15814,0.00,14.48,7,7.77,25,1140.5,0.73,1178,15.12,33728,1.02,2.4450,9,15.00,20,42,14.37,7.84,0.0000
15918,0.00,14.48,7,7.76,25,1140.3,0.73,1173,15.11,33408,1.02,2.4457,9,15.00,20,42,14.32,7.84,0.0000
16023,0.00,14.48,7,7.76,25,1140.1,0.73,1179,14.86,31808,1.02,2.4468,9,15.00,20,42,14.40,7.84,0.0000
16126,0.00,14.48,7,7.76,25,1140.1,0.73,1183,15.09,33472,1.02,2.4485,9,15.50,20,42,14.56,7.84,0.0000
16231,0.00,14.40,7,7.76,25,1140.0,0.73,1186,15.16,33728,1.02,2.4465,9,15.00,20,42,14.48,7.84,0.0000
16334,0.00,14.40,7,7.76,25,1139.9,0.73,1188,15.12,33472,1.02,2.4460,9,15.00,20,42,14.51,7.84,0.0000
16437,0.00,14.48,7,7.76,25,1139.8,0.73,1190,15.10,33472,1.02,2.4403,9,15.00,20,42,14.41,7.84,0.0000
16542,0.00,14.56,7,7.71,25,1139.7,0.73,1189,15.12,33600,1.02,2.4352,9,15.00,20,42,14.40,7.84,0.0000
16646,0.00,14.48,7,7.75,25,1139.7,0.73,1189,15.12,33600,1.02,2.4308,9,15.00,20,42,14.40,7.84,0.0000
16750,0.00,14.48,7,7.69,25,1139.7,0.73,1186,15.12,33344,1.02,2.4278,9,15.00,20,42,14.35,7.84,0.0000
16857,0.00,14.48,7,7.66,25,1139.3,0.73,1185,15.11,33536,1.02,2.4255,9,15.00,20,42,14.35,7.84,0.0000
16960,0.00,14.48,7,7.60,25,1139.0,0.73,1184,15.13,33664,1.02,2.4240,9,15.00,20,42,14.34,7.84,0.0000
17065,0.00,14.48,7,7.65,25,1138.7,0.72,1182,15.37,35136,1.02,2.4163,9,15.00,20,42,14.19,7.84,0.0000
17168,0.00,14.56,7,7.63,25,1138.6,0.72,1183,14.56,29952,1.02,2.4093,9,15.00,20,42,14.20,7.84,0.0000
17272,0.00,14.48,7,7.67,25,1138.6,0.72,1182,14.57,30016,1.02,2.4028,9,15.00,20,41,14.09,7.84,0.0000
17377,0.00,14.48,7,7.57,25,1138.4,0.72,1172,15.14,33536,1.02,2.3992,9,15.50,20,41,13.95,7.84,0.0000
17480,0.00,14.48,7,7.55,25,1138.3,0.72,1164,15.12,33472,1.02,2.3970,9,15.50,20,41,13.96,7.84,0.0000
17585,0.00,14.48,7,7.57,25,1138.3,0.72,1159,14.57,29952,1.02,2.3973,9,15.50,20,42,13.90,7.84,0.0000
17689,0.00,14.48,7,7.55,25,1138.2,0.72,1159,14.59,30080,1.02,2.3982,9,15.50,20,42,13.91,7.84,0.0000
17793,0.00,14.48,7,7.52,25,1138.2,0.72,1155,14.59,30080,1.02,2.4015,9,15.50,20,42,13.97,7.45,0.0000
17897,0.00,14.48,7,7.50,25,1138.2,0.72,1151,14.57,29888,1.02,2.4003,9,15.50,20,42,13.80,7.45,0.0000
18001,0.00,14.40,7,7.61,25,1138.1,0.72,1143,14.57,30016,1.02,2.3948,9,16.00,20,41,13.59,7.45,0.0000
18105,0.00,14.48,7,7.58,25,1137.7,0.72,1142,14.41,28544,1.02,2.3910,9,16.00,20,41,13.57,7.45,0.0000
18208,0.00,14.48,7,7.52,25,1137.4,0.72,1136,14.36,28352,1.02,2.3912,9,16.00,20,41,13.50,7.45,0.0000
18313,0.00,14.48,7,7.53,25,1137.2,0.72,1136,15.11,33408,1.02,2.3925,9,16.00,20,42,13.62,7.84,0.0000
18416,0.00,14.48,7,7.55,25,1137.2,0.72,1141,14.59,30080,1.02,2.3967,9,16.00,20,42,13.79,7.45,0.0000
18520,0.00,14.56,7,7.57,25,1137.0,0.72,1139,14.60,30080,1.02,2.4017,9,15.50,20,42,13.77,7.84,0.0000
18625,0.00,14.48,7,7.53,25,1136.9,0.72,1144,15.11,33472,1.02,2.4047,9,15.50,20,42,13.83,7.84,0.0000
18728,0.00,14.56,7,7.53,25,1136.8,0.72,1142,14.57,30016,1.02,2.4085,9,15.50,20,42,13.82,7.84,0.0000
18833,0.00,14.48,7,7.57,25,1136.8,0.72,1143,14.59,30144,1.02,2.4097,9,15.50,20,42,13.70,7.84,0.0000
18936,0.00,14.40,7,7.53,25,1136.8,0.72,1144,14.57,30080,1.02,2.4120,9,15.00,20,42,13.84,7.84,0.0000
19041,0.00,14.56,7,7.57,25,1136.7,0.72,1144,14.57,29888,1.02,2.4125,9,15.00,20,42,13.83,7.45,0.0000
19145,0.00,14.56,7,7.55,25,1136.7,0.72,1146,15.12,33664,1.02,2.4125,9,15.00,20,42,13.85,7.84,0.0000
19250,0.00,14.48,7,7.52,25,1136.6,0.72,1144,15.38,35264,1.02,2.4140,9,15.00,20,42,13.84,7.45,0.0000
19355,0.00,14.48,7,7.49,25,1136.2,0.72,1146,15.13,33536,1.02,2.4125,9,15.00,20,42,13.85,7.84,0.0000
19459,0.00,14.40,7,7.52,25,1136.2,0.72,1152,15.10,33472,1.02,2.4140,9,15.00,20,42,13.94,7.45,0.0000
