Time (msec),Accelerator Pedal Angle (%),Battery Voltage (V),CL/OL Fueling* (status),Combined Throttle Request (D2WD610H diagnostic)* (%),Coolant Temperature (C),Effective Idle Speed Target (D2WD610H diagnostic)* (rpm),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),External Wideband Input ADC (D2WD610H master)* (ADC counts),Final Fueling Base (4-byte)* (fuel-air equivalence ratio),Fuel Injector #1 Pulse Width (4-byte)* (ms),Idle Air Feedback Flags (D2WD610H diagnostic)* (raw flags),Ignition Total Timing (degrees),Intake Air Temperature (C),Manifold Absolute Pressure (kPa),Mass Airflow (g/s),Throttle Opening Angle (%),Transient Load Fuel Correction (D2WD610H diagnostic)* (raw additive factor)
3432,0.00,10.96,7,5.01,50,1000.0,1.26,607,0.00,128,1.39,3.5845,0,15.00,31,85,10.35,5.10,0.0000
3534,0.00,12.24,7,5.10,50,1000.0,1.21,682,0.00,192,1.38,5.5208,0,15.00,31,75,11.34,5.10,0.0000
3639,0.00,12.32,7,5.20,50,1000.0,1.16,574,0.00,3776,1.36,5.2432,0,15.00,31,71,9.10,5.10,0.0000
3743,0.00,12.48,7,5.32,50,1000.0,1.14,486,0.00,3776,1.34,5.0695,0,15.00,31,70,7.55,5.49,0.0000
3847,0.00,12.56,7,5.41,50,1000.0,1.10,586,0.00,3712,1.32,4.8468,0,15.00,31,69,9.14,5.49,0.0000
3951,0.00,12.80,7,5.50,50,1000.0,1.07,584,0.00,3648,1.31,4.6110,0,15.00,31,67,9.02,5.49,0.0000
4055,0.00,12.88,7,5.59,50,1000.0,1.04,619,0.00,3776,1.30,4.4627,0,15.00,31,65,9.52,5.49,0.0000
4159,0.00,12.88,7,5.71,50,1000.0,1.02,686,0.00,3776,1.29,4.3353,0,15.00,31,63,10.24,5.88,0.0000
4264,0.00,13.20,7,5.73,50,1000.0,1.00,760,0.00,3840,1.26,4.1867,0,15.00,31,61,11.47,5.88,0.0000
4369,0.00,13.44,7,5.73,50,1000.0,0.98,821,0.00,3904,1.25,4.0088,0,15.00,31,58,12.04,5.88,0.0000
4473,0.00,13.60,7,5.73,50,1000.0,0.95,872,0.00,4096,1.22,3.8225,0,15.00,31,55,12.67,5.88,0.0000
4577,0.00,13.68,7,5.79,50,1000.0,0.92,834,0.00,3968,1.21,3.6670,0,15.00,31,52,12.59,5.88,0.0000
4681,0.00,13.76,7,5.79,50,1000.0,0.89,917,0.00,4032,1.18,3.5070,0,15.00,31,49,12.61,5.88,0.0000
4785,0.00,13.84,7,5.79,50,1000.0,0.87,924,0.00,3904,1.16,3.3542,0,15.00,31,47,12.18,5.88,0.0000
4889,0.00,13.76,7,5.79,50,1000.0,0.84,925,0.00,3904,1.14,3.1478,0,15.00,31,46,11.69,5.88,0.0000
4993,0.00,13.92,7,5.79,50,1000.0,0.81,901,0.00,3904,1.13,3.0180,0,15.00,31,45,11.18,5.88,0.0000
5096,0.00,13.84,7,5.79,50,1000.0,0.79,885,0.00,3776,1.13,2.9453,0,15.00,31,44,10.77,5.88,0.0000
5200,0.00,13.76,7,5.79,50,1000.0,0.77,874,0.00,3840,1.12,2.8407,0,15.00,30,43,10.40,5.88,0.0000
5305,0.00,13.84,7,5.79,50,1000.0,0.76,850,0.00,3776,1.12,2.7855,0,15.00,30,43,10.11,5.88,0.0000
5409,0.00,13.92,7,5.79,50,1000.0,0.75,835,0.00,3904,1.11,2.7143,0,15.00,30,43,9.94,5.88,0.0000
5513,0.00,13.84,7,6.25,50,1000.0,0.74,828,0.00,3904,1.10,2.6858,13,15.00,30,43,9.95,6.67,0.0000
5617,0.00,13.92,7,6.74,50,1000.0,0.74,823,0.00,3840,1.10,2.6720,13,15.00,30,44,10.39,6.67,0.0000
5721,0.00,13.68,7,6.73,50,1000.0,0.75,828,0.00,3776,1.10,2.7060,13,15.00,30,46,10.82,6.67,0.0000
5824,0.00,14.00,7,6.83,50,1000.0,0.76,840,0.00,3712,1.10,2.7262,13,15.00,30,47,11.17,6.67,0.0000
5928,0.00,14.24,7,6.72,50,1000.0,0.77,863,0.00,2240,1.09,2.7600,13,15.00,30,47,11.54,6.67,0.0000
6032,0.00,14.16,7,6.66,50,1000.0,0.78,882,0.00,2240,1.09,2.7793,13,15.00,30,48,11.86,6.67,0.0000
6137,0.00,14.24,7,6.64,50,1000.0,0.79,918,0.00,3776,1.09,2.7905,13,15.00,30,48,12.21,6.67,0.0000
6241,0.00,14.32,7,6.52,50,1000.0,0.79,944,0.00,3840,1.09,2.8018,13,15.00,30,47,12.48,6.67,0.0000
6344,0.00,14.24,7,6.47,50,1000.0,0.79,974,0.00,3776,1.08,2.7847,13,15.00,30,46,12.64,6.67,0.0000
6448,0.00,14.24,7,6.48,50,1000.0,0.78,1006,0.00,3840,1.08,2.7470,13,15.00,30,45,12.55,6.67,0.0000
6552,0.00,14.24,7,6.57,50,1000.0,0.76,1026,0.00,3776,1.08,2.7015,9,15.00,30,44,12.34,6.67,0.0000
6655,0.00,14.24,7,6.55,50,1000.0,0.75,1041,0.00,3712,1.07,2.6358,9,15.00,30,43,12.13,6.67,0.0000
6760,0.00,14.24,7,6.61,50,1000.0,0.73,1041,0.00,3776,1.07,2.5598,9,15.00,30,42,11.87,6.67,0.0000
6863,0.00,14.32,7,6.54,50,1000.0,0.72,1047,0.00,3776,1.07,2.5078,9,15.00,29,41,11.71,6.67,0.0000
6967,0.00,14.32,7,6.55,50,1000.0,0.70,1049,0.00,3776,1.06,2.4440,9,15.00,29,40,11.57,6.67,0.0000
7071,0.00,14.08,7,6.54,50,1000.0,0.69,1044,0.00,3648,1.06,2.3985,9,15.00,29,40,11.46,6.67,0.0000
7175,0.00,14.24,7,6.50,50,1000.0,0.68,1041,0.00,3712,1.06,2.3567,9,15.00,29,40,11.34,6.67,0.0000
7279,0.00,14.32,7,6.51,50,1000.0,0.67,1036,0.00,3648,1.06,2.3235,9,15.00,29,40,11.16,6.67,0.0000
7384,0.00,14.24,7,6.48,50,1000.0,0.66,1032,0.00,3648,1.06,2.2945,9,15.00,29,39,11.16,6.67,0.0000
7488,0.00,14.24,7,6.41,50,994.0,0.66,1031,0.00,3648,1.05,2.2742,9,15.00,29,39,11.13,6.67,0.0000
7591,0.00,14.32,7,6.29,50,954.9,0.65,1030,0.00,3648,1.05,2.2557,9,15.00,29,39,11.10,6.67,0.0000
7695,0.00,14.24,7,6.34,50,945.1,0.65,1030,0.00,3584,1.05,2.2353,9,15.00,29,39,10.85,6.27,0.0000
7800,0.00,14.24,7,6.29,50,945.1,0.64,1022,0.00,3584,1.05,2.2100,9,15.00,29,38,10.67,6.27,0.0000
7903,0.00,14.24,7,6.31,50,945.1,0.64,1024,0.00,3648,1.05,2.1875,9,15.00,29,38,10.62,6.27,0.0000
8006,0.00,14.24,7,6.26,50,945.1,0.63,1015,0.00,3392,1.05,2.1670,9,15.00,29,38,10.49,6.27,0.0000
8111,0.00,14.24,7,6.22,50,945.1,0.63,1003,0.00,1984,1.05,2.1503,9,15.00,29,38,10.32,6.27,0.0000
8215,0.00,14.24,7,6.17,50,945.1,0.63,1001,0.00,5184,1.05,2.1418,9,15.00,29,38,10.39,6.27,0.0000
8320,0.00,14.24,7,6.13,50,945.4,0.63,993,0.00,3520,1.04,2.1347,9,15.00,29,38,10.30,6.27,0.0000
8425,0.00,14.32,7,6.06,50,945.3,0.62,992,0.00,3584,1.04,2.1315,9,15.00,29,38,10.30,6.27,0.0000
8529,0.00,14.08,7,6.08,50,945.3,0.62,991,0.00,3584,1.04,2.1265,9,15.00,29,38,10.24,5.88,0.0000
8632,0.00,14.32,7,6.06,50,945.6,0.62,984,0.00,3648,1.04,2.1212,9,15.00,29,38,10.15,5.88,0.0000
8736,0.00,14.32,7,5.99,50,945.8,0.62,986,0.00,3520,1.04,2.1075,9,15.00,29,38,10.00,5.88,0.0000
8841,0.00,14.24,7,6.00,50,945.9,0.62,977,0.00,3648,1.04,2.0983,9,15.00,28,38,9.95,5.88,0.0000
8944,0.00,14.32,7,6.00,50,946.1,0.62,974,0.00,3712,1.04,2.0905,9,15.00,28,37,9.91,5.88,0.0000
9049,0.00,14.24,7,6.00,50,946.1,0.61,970,0.00,3520,1.04,2.0842,9,15.00,28,38,9.88,5.88,0.0000
9152,0.00,14.32,7,6.02,50,946.1,0.61,969,15.32,34816,1.04,2.0808,9,15.00,28,37,9.96,5.88,0.0000
9256,0.00,14.24,7,5.98,50,946.2,0.61,961,15.20,33280,1.04,2.0800,9,15.00,28,38,9.89,5.88,0.0000
9361,0.00,14.24,7,5.93,50,946.2,0.61,962,15.06,33344,1.04,2.0817,9,15.00,28,38,9.90,5.88,0.0000
9464,0.00,14.16,7,5.90,50,946.3,0.62,958,14.99,33408,1.04,2.0825,9,15.00,28,38,9.87,5.88,0.0000
9568,0.00,14.24,7,5.89,50,946.3,0.62,958,15.66,36288,1.04,2.0842,9,15.00,28,38,9.86,5.88,0.0000
9672,0.00,14.24,7,5.91,50,946.6,0.62,955,15.06,33152,1.03,2.0817,9,15.00,28,38,9.73,5.88,0.0000
9776,0.00,14.24,7,5.92,50,946.5,0.61,953,15.52,36352,1.03,2.0787,9,15.00,28,37,9.71,5.88,0.0000
9880,0.00,14.24,7,5.92,50,946.8,0.61,949,15.55,36416,1.03,2.0743,9,15.00,28,38,9.67,5.88,0.0000
9984,0.00,14.32,7,5.90,50,947.0,0.61,953,15.56,36224,1.03,2.0720,9,15.00,28,38,9.68,5.88,0.0000
10088,0.00,14.32,7,5.91,50,947.2,0.61,948,15.54,36096,1.03,2.0718,9,15.00,28,38,9.68,5.88,0.0000
10191,0.00,14.32,7,5.89,50,947.2,0.61,950,15.28,34688,1.03,2.0710,9,15.00,28,38,9.71,5.88,0.0000
10296,0.00,14.32,7,5.89,50,947.3,0.61,950,15.28,36096,1.03,2.0715,9,15.00,28,38,9.79,5.88,0.0000
10399,0.00,14.08,7,5.85,50,947.4,0.61,948,15.45,36352,1.03,2.0707,9,15.00,28,38,9.73,5.88,0.0000
10504,0.00,14.32,7,5.85,50,947.4,0.61,946,15.55,36224,1.04,2.0697,9,15.00,28,38,9.69,5.88,0.0000
10607,0.00,14.24,7,5.82,50,947.5,0.62,948,15.54,36224,1.03,2.0715,9,15.00,28,38,9.77,5.88,0.0000
10712,0.00,14.32,7,5.81,50,947.5,0.61,950,15.53,36352,1.03,2.0703,9,15.00,28,38,9.70,5.88,0.0000
10815,0.00,14.24,7,5.79,50,947.5,0.61,954,15.55,36352,1.03,2.0680,9,15.00,28,38,9.74,5.88,0.0000
10920,0.00,14.32,7,5.80,50,947.9,0.62,957,15.66,36224,1.03,2.0655,9,15.00,28,38,9.77,5.88,0.0000
11023,0.00,14.24,7,5.78,50,948.1,0.61,954,15.53,36160,1.03,2.0575,9,15.00,28,37,9.63,5.88,0.0000
11127,0.00,14.24,7,5.80,50,948.0,0.61,956,15.52,36288,1.03,2.0485,9,15.00,28,37,9.56,5.88,0.0000
11231,0.00,14.24,7,5.79,50,948.0,0.61,952,15.55,36352,1.03,2.0393,9,15.00,28,37,9.52,5.88,0.0000
11335,0.00,14.24,7,5.79,50,948.2,0.60,950,15.66,36352,1.03,2.0325,9,15.00,28,37,9.50,5.88,0.0000
11439,0.00,14.24,7,5.78,50,948.4,0.60,949,15.84,36160,1.03,2.0278,9,15.00,28,37,9.49,5.88,0.0000
11542,0.00,14.24,7,5.77,50,948.5,0.60,947,15.52,36352,1.03,2.0225,9,15.00,27,37,9.38,5.88,0.0000
11647,0.00,14.24,7,5.76,50,948.6,0.60,937,15.55,36480,1.03,2.0210,9,15.00,27,37,9.47,5.88,0.0000
11751,0.00,14.24,7,5.76,50,948.7,0.60,933,15.57,36416,1.03,2.0190,9,15.00,27,37,9.32,5.88,0.0000
11855,0.00,14.32,7,5.76,50,948.7,0.60,930,15.55,36288,1.03,2.0210,9,15.00,27,37,9.42,5.88,0.0000
11958,0.00,14.24,7,5.75,50,948.7,0.60,928,15.54,36224,1.03,2.0220,9,15.00,27,37,9.39,5.88,0.0000
12063,0.00,14.24,7,5.74,50,948.8,0.60,930,15.53,36352,1.03,2.0260,9,15.00,27,37,9.41,5.88,0.0000
12167,0.00,14.24,7,5.74,50,948.8,0.61,929,15.55,36416,1.03,2.0297,9,15.00,27,37,9.49,5.88,0.0000
12270,0.00,14.32,7,5.73,50,948.8,0.61,934,15.54,36160,1.03,2.0328,9,15.00,27,37,9.54,5.88,0.0000
12375,0.00,14.32,7,5.72,50,948.8,0.61,932,15.30,34688,1.03,2.0377,9,15.00,27,37,9.53,5.88,0.0000
12479,0.00,14.32,7,5.72,50,949.1,0.61,934,15.54,36352,1.02,2.0385,9,15.00,27,37,9.46,5.88,0.0000
12583,0.00,14.32,7,5.71,50,949.4,0.61,935,15.55,36480,1.02,2.0398,9,15.00,27,37,9.49,5.88,0.0000
12687,0.00,14.24,7,5.70,50,949.5,0.61,934,15.58,36352,1.02,2.0370,9,15.00,27,37,9.45,5.88,0.0000
12791,0.00,14.32,7,5.69,50,949.7,0.61,940,15.65,36224,1.02,2.0353,9,15.00,27,37,9.51,5.88,0.0000
12895,0.00,14.24,7,5.69,50,949.7,0.61,937,15.53,36288,1.02,2.0293,9,15.00,27,37,9.38,5.88,0.0000
12999,0.00,14.24,7,5.68,50,949.7,0.60,934,15.53,36480,1.02,2.0227,9,15.00,27,37,9.35,5.88,0.0000
13104,0.00,14.24,7,5.67,50,949.8,0.60,932,15.10,33344,1.02,2.0185,9,15.00,27,37,9.34,5.88,0.0000
13209,0.00,14.32,7,5.66,50,949.9,0.60,930,15.20,33152,1.02,2.0133,9,15.00,27,37,9.29,5.88,0.0000
13313,0.00,14.32,7,5.66,50,950.5,0.60,925,15.52,36288,1.02,2.0097,9,15.00,27,37,9.22,5.88,0.0000
13418,0.00,14.32,7,5.66,50,951.1,0.60,926,15.54,36416,1.02,2.0065,9,15.00,27,37,9.16,5.88,0.0000
13522,0.00,14.24,7,5.64,50,951.1,0.60,922,15.81,38080,1.02,2.0068,9,15.00,27,37,9.24,5.88,0.0000
13625,0.00,14.24,7,5.63,50,951.6,0.60,922,15.55,36288,1.02,2.0065,9,15.00,27,37,9.24,5.88,0.0000
13729,0.00,14.24,7,5.62,50,952.0,0.60,922,15.07,33152,1.02,2.0055,9,15.00,27,37,9.25,5.49,0.0000
13834,0.00,14.32,7,5.62,50,952.2,0.60,920,15.06,33408,1.02,2.0055,9,15.00,27,37,9.26,5.88,0.0000
13938,0.00,14.24,7,5.61,50,952.4,0.60,924,14.99,33408,1.02,2.0053,9,15.00,27,37,9.24,5.49,0.0000
14042,0.00,14.24,7,5.61,50,952.4,0.60,921,15.10,33280,1.02,2.0053,9,15.00,27,37,9.24,5.49,0.0000
14145,0.00,14.24,7,5.60,50,953.3,0.60,923,15.08,33216,1.02,2.0060,9,15.00,27,37,9.25,5.49,0.0000
14250,0.00,14.32,7,5.60,50,953.9,0.60,922,15.07,33216,1.02,2.0038,9,15.00,27,37,9.24,5.49,0.0000
14353,0.00,14.32,7,5.60,50,954.4,0.60,917,15.07,33344,1.02,2.0002,9,15.00,27,37,9.16,5.49,0.0000
14457,0.00,14.24,7,5.59,50,954.8,0.60,919,14.76,31744,1.02,1.9990,9,15.00,27,37,9.22,5.49,0.0000
14561,0.00,14.32,7,5.58,50,954.8,0.60,916,14.77,33216,1.02,1.9948,9,15.00,27,37,9.09,5.49,0.0000
14665,0.00,14.32,7,5.58,50,955.1,0.60,909,15.09,33408,1.02,1.9935,9,15.00,27,37,9.12,5.49,0.0000
14769,0.00,14.16,7,5.58,50,956.0,0.60,908,15.09,33408,1.02,1.9932,9,15.00,27,37,9.08,5.49,0.0000
14873,0.00,14.24,7,5.73,50,956.7,0.60,905,14.98,33344,1.02,1.9950,9,15.00,27,37,9.08,5.49,0.0000
14977,0.00,14.24,7,5.78,50,957.3,0.60,902,14.98,33344,1.02,1.9980,9,15.00,27,37,9.14,5.88,0.0000
15081,0.00,14.16,7,5.85,50,957.7,0.60,903,15.08,33280,1.02,2.0038,9,15.00,27,37,9.17,5.88,0.0000
15184,0.00,14.40,7,5.93,50,957.7,0.61,910,15.07,33408,1.04,2.0148,9,15.00,27,38,9.39,5.88,0.0000
15289,0.00,14.24,7,5.87,50,957.9,0.61,913,14.98,33472,1.05,2.0940,9,15.00,27,38,9.63,5.88,0.0278
15392,0.00,14.24,7,5.89,50,958.9,0.62,924,15.10,33408,1.05,2.1198,9,15.00,27,38,9.86,5.88,0.0299
15497,0.00,14.32,7,5.96,50,959.6,0.62,934,14.62,29760,1.03,2.0930,9,15.00,27,39,9.92,5.88,0.0291
15600,0.00,14.32,7,5.95,50,960.2,0.63,949,14.55,29824,1.03,2.1085,9,15.00,27,39,10.10,5.88,0.0096
15704,0.00,14.32,7,5.91,50,960.2,0.63,964,14.99,33472,1.03,2.1135,9,15.00,27,39,10.17,5.88,0.0097
15809,0.00,14.32,7,5.94,50,960.6,0.63,977,14.57,29824,1.03,2.1125,9,15.00,27,38,10.26,5.88,0.0092
15912,0.00,14.24,7,5.99,50,960.8,0.63,986,14.57,29760,1.02,2.1027,9,15.00,27,38,10.21,5.88,0.0078
16017,0.00,14.24,7,5.98,50,961.8,0.62,1000,14.53,30016,1.02,2.0903,9,15.00,27,38,10.25,5.88,0.0063
16120,0.00,14.24,7,5.90,49,962.5,0.62,1004,15.08,31424,1.02,2.0722,9,15.00,26,37,10.18,5.88,0.0043
16225,0.00,14.32,7,5.98,49,962.5,0.61,1008,14.56,29952,1.00,2.0478,9,15.00,26,37,10.12,5.88,0.0000
16328,0.00,14.32,7,5.99,49,963.1,0.61,1012,14.56,33088,1.02,1.9992,9,15.00,26,36,10.07,5.88,0.0000
16432,0.00,14.24,7,5.93,49,963.5,0.60,1017,15.09,33280,1.02,2.0082,9,15.00,26,36,10.00,5.88,0.0000
16536,0.00,14.32,7,5.99,49,963.7,0.60,1017,15.06,32128,1.01,1.9932,9,15.00,26,36,10.00,5.88,0.0000
16640,0.00,14.32,7,5.96,49,964.7,0.59,1019,14.85,31872,1.01,1.9735,9,15.00,26,36,9.89,5.88,-0.0021
16744,0.00,14.24,7,6.00,49,965.4,0.59,1012,15.11,33408,1.01,1.9587,9,15.00,26,36,9.75,5.88,-0.0020
16847,0.00,14.24,7,5.99,49,965.4,0.59,1010,15.20,33216,1.01,1.9480,9,15.00,26,36,9.72,5.88,-0.0020
16952,0.00,14.16,7,5.97,49,966.0,0.59,1004,15.08,33344,1.01,1.9447,9,15.00,26,36,9.78,5.88,-0.0019
17055,0.00,14.32,7,5.97,49,966.4,0.59,1000,15.09,33536,1.01,1.9398,9,15.00,26,36,9.65,5.88,0.0000
17160,0.00,14.32,7,5.95,49,966.6,0.58,998,15.11,33408,1.01,1.9363,9,15.00,26,36,9.75,5.88,0.0000
17263,0.00,14.24,7,5.87,49,967.6,0.58,1000,14.55,29696,1.01,1.9343,9,15.00,26,36,9.74,5.88,0.0000
17367,0.00,14.24,7,5.90,49,967.6,0.58,1002,15.07,33280,1.01,1.9338,9,15.00,26,36,9.75,5.88,0.0000
17471,0.00,14.16,7,5.92,49,968.3,0.58,996,14.57,29952,1.01,1.9330,9,15.00,26,36,9.70,5.88,0.0000
17576,0.00,14.24,7,5.87,49,968.9,0.58,998,14.81,31552,1.01,1.9325,9,15.00,26,36,9.76,5.88,0.0000
17679,0.00,14.32,7,5.92,49,969.3,0.58,1003,14.56,29760,1.01,1.9287,9,15.00,26,36,9.62,5.88,0.0000
17783,0.00,14.24,7,5.90,49,969.5,0.58,999,14.54,29824,1.01,1.9260,9,15.00,26,36,9.73,5.88,0.0000
17888,0.00,14.32,7,5.88,49,969.5,0.58,998,14.53,29952,1.01,1.9218,9,15.00,26,36,9.62,5.88,0.0000
17991,0.00,14.24,7,5.92,49,970.5,0.58,997,14.57,29952,1.01,1.9185,9,15.00,26,36,9.61,5.88,0.0000
18095,0.00,14.32,7,5.92,49,971.2,0.58,992,14.56,29888,1.01,1.9170,9,15.00,26,36,9.55,5.88,0.0000
18199,0.00,14.24,7,5.85,49,971.8,0.58,990,14.55,29760,1.01,1.9170,9,15.00,26,36,9.61,5.88,0.0000
18303,0.00,14.24,7,5.87,49,972.2,0.58,986,14.55,30016,1.01,1.9195,9,15.00,26,36,9.64,5.88,0.0000
18407,0.00,14.24,7,5.88,49,972.4,0.58,989,14.57,29952,1.01,1.9207,9,15.00,26,36,9.53,5.88,0.0000
18511,0.00,14.24,7,5.89,49,972.4,0.58,986,14.58,29888,1.01,1.9225,9,15.00,26,36,9.61,5.88,0.0000
18615,0.00,14.24,7,5.87,49,972.7,0.58,988,14.53,29632,1.01,1.9240,9,15.00,26,36,9.62,5.88,0.0000
18718,0.00,14.24,7,5.89,49,972.9,0.58,990,14.30,28288,1.01,1.9247,9,15.00,26,36,9.64,5.88,0.0000
18823,0.00,14.32,7,5.91,49,973.7,0.58,990,14.41,30144,1.01,1.9265,9,15.00,26,36,9.63,5.88,0.0000
18926,0.00,14.24,7,5.90,49,974.3,0.58,990,14.53,29888,1.01,1.9278,9,15.00,26,36,9.62,5.88,0.0000
19031,0.00,14.24,7,5.89,49,974.3,0.58,985,14.57,29824,1.01,1.9280,9,15.00,26,36,9.64,5.88,0.0000
19135,0.00,14.24,7,5.88,49,974.8,0.59,990,14.54,29824,1.01,1.9285,9,15.00,26,36,9.64,5.88,0.0000
19239,0.00,14.24,7,5.88,49,975.2,0.59,982,14.56,30016,1.01,1.9298,9,15.00,26,36,9.67,5.88,0.0000
19344,0.00,14.32,7,5.85,49,975.4,0.59,984,14.58,29952,1.01,1.9320,9,15.00,26,36,9.69,5.88,0.0000
19447,0.00,14.16,7,5.86,49,975.6,0.59,988,14.57,29824,1.01,1.9353,9,15.00,26,36,9.72,5.88,0.0000
19551,0.00,14.32,7,5.87,49,975.6,0.59,991,14.54,29824,1.01,1.9373,9,15.00,26,36,9.74,5.88,0.0000
19655,0.00,14.24,7,5.89,49,975.8,0.59,991,14.56,31104,1.01,1.9385,9,15.00,26,36,9.73,5.88,0.0000
19760,0.00,14.24,7,5.85,49,975.9,0.59,988,14.57,30016,1.01,1.9375,9,15.00,26,36,9.68,5.88,0.0000
19863,0.00,14.24,7,5.87,49,976.7,0.59,990,14.63,29824,1.01,1.9367,9,15.00,26,36,9.75,5.88,0.0000
