Time (msec),Accelerator Pedal Angle (%),Committed AVLS VE State (D2WD610H master)* (AVLS mode (1 low; 3 high)),Coolant Temperature (C),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),Feedback Knock Correction (4-byte)* (degrees),Fine Learning Knock Correction (4-byte)* (degrees),Fuel Injector #1 Pulse Width (ms),IAM (4-byte)* (multiplier),Ignition Total Timing (degrees),SD Native MAP Input (D2WD610H diagnostic)* (kPa absolute),Throttle Opening Angle (%),Vehicle Speed (km/h),CL/OL Fueling* (status),Engine Load (4-Byte)* (g/rev),Final Fueling Base (4-byte)* (fuel-air equivalence ratio),Intake Air Temperature (C),Transient Load Fuel Correction (D2WD610H diagnostic)* (raw additive factor)
3435,0.00,1,80,868,15.58,0.00,0.00,2.05,1.0000,15.00,29.720,4.31,0,7,0.45,1.00,39,0.0000
3539,0.00,1,80,869,15.60,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.45,1.00,39,0.0000
3644,0.00,1,80,870,15.58,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.45,1.00,39,0.0000
3747,0.00,1,80,867,15.60,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.45,1.00,39,0.0000
3851,0.00,1,80,868,15.59,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.45,1.00,39,0.0000
3954,0.00,1,80,870,15.59,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.45,1.00,39,0.0000
4059,0.00,1,80,872,15.59,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.45,1.00,39,0.0000
4163,0.00,1,80,866,15.44,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.45,1.00,39,0.0000
4267,0.00,1,80,869,15.60,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.45,1.00,39,0.0000
4371,0.00,1,80,867,15.58,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.45,1.00,39,0.0000
4474,0.00,1,80,871,15.60,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.45,1.00,39,0.0000
4579,0.00,1,80,868,15.59,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.45,1.00,39,0.0000
4682,0.00,1,80,870,15.56,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.45,1.00,39,0.0000
4787,0.00,1,80,871,15.61,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.45,1.00,39,0.0000
4890,0.00,1,80,871,15.58,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.45,1.00,39,0.0000
4995,0.00,1,80,871,15.58,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.45,1.00,39,0.0000
5098,0.00,1,80,871,15.60,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.45,1.00,39,0.0000
5202,0.00,1,80,870,15.57,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.44,1.00,39,0.0000
5307,0.00,1,80,870,15.85,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.45,1.00,39,0.0000
5410,0.00,1,80,866,15.66,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.44,1.00,39,0.0000
5515,0.00,1,80,869,15.60,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.44,1.00,39,0.0000
5620,0.00,1,80,867,15.60,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.44,1.00,39,0.0000
5723,0.00,1,80,869,15.58,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.44,1.00,39,0.0000
5828,0.00,1,80,867,15.60,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.44,1.00,39,0.0000
5932,0.00,1,80,868,15.57,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.44,1.00,39,0.0000
6036,0.00,1,80,865,15.61,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.44,1.00,39,0.0000
6141,0.00,1,80,868,15.56,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.45,1.00,39,0.0000
6245,0.00,1,80,865,15.32,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.45,1.00,39,0.0000
6348,0.00,1,80,870,15.46,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.45,1.00,39,0.0000
6453,0.00,1,80,868,15.58,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.45,1.00,39,0.0000
6556,0.00,1,80,868,15.60,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.45,1.00,39,0.0000
6661,0.00,1,80,867,15.58,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.45,1.00,39,0.0000
6764,0.00,1,80,868,15.58,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.45,1.00,39,0.0000
6868,0.00,1,80,868,15.62,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.45,1.00,39,0.0000
6973,0.00,1,80,872,15.57,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.45,1.00,39,0.0000
7076,0.00,1,80,867,15.59,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.45,1.00,39,0.0000
7180,0.00,1,80,870,15.59,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.45,1.00,39,0.0000
7285,0.00,1,80,868,15.60,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.45,1.00,39,0.0000
7388,0.00,1,80,870,15.59,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.45,1.00,39,0.0000
7492,0.00,1,80,864,15.56,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.45,1.00,39,0.0000
7595,0.00,1,80,869,15.61,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.45,1.00,39,0.0000
7700,0.00,1,80,867,15.59,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.45,1.00,39,0.0000
7804,0.00,1,80,868,15.58,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.45,1.00,39,0.0000
7907,0.00,1,80,866,15.60,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.45,1.00,39,0.0000
8012,0.00,1,80,867,15.58,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.45,1.00,39,0.0000
8116,0.00,1,80,866,15.62,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.45,1.00,39,0.0000
8219,0.00,1,80,869,15.57,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.45,1.00,39,0.0000
8324,0.00,1,80,867,15.50,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.45,1.00,39,0.0000
8427,0.00,1,80,871,15.36,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.45,1.00,39,0.0000
8531,0.00,1,80,869,15.57,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.45,1.00,39,0.0000
8635,0.00,1,80,871,15.60,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.45,1.00,39,0.0000
8739,0.00,1,80,872,15.58,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.45,1.00,39,0.0000
8844,0.00,1,80,873,15.60,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.45,1.00,39,0.0000
8947,0.00,1,80,871,15.59,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.45,1.00,39,0.0000
9051,0.00,1,80,872,15.58,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.44,1.00,39,0.0000
9155,0.00,1,80,870,15.60,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.44,1.00,39,0.0000
9259,0.00,1,80,872,15.59,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.44,1.00,39,0.0000
9363,0.00,1,80,870,15.59,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.44,1.00,39,0.0000
9466,0.00,1,80,873,15.58,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.44,1.00,39,0.0000
9571,0.00,1,80,872,15.81,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.44,1.00,39,0.0000
9674,0.00,1,80,872,15.60,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.44,1.00,39,0.0000
9778,0.00,1,80,871,15.57,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.44,1.00,39,0.0000
9883,0.00,1,80,872,15.59,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.44,1.00,39,0.0000
9987,0.00,1,80,872,15.58,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.44,1.00,39,0.0000
10090,0.00,1,80,875,15.58,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.44,1.00,39,0.0000
10195,0.00,1,80,871,15.60,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.44,1.00,39,0.0000
10300,0.00,1,80,872,15.57,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.44,1.00,39,0.0000
10404,0.00,1,80,873,15.59,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.44,1.00,39,0.0000
10507,0.00,1,80,872,15.44,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.44,1.00,39,0.0000
10611,0.00,1,80,874,15.57,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.44,1.00,39,0.0000
10715,0.00,1,80,874,15.60,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.44,1.00,39,0.0000
10820,0.00,1,80,876,15.60,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.44,1.00,39,0.0000
10923,0.00,1,80,871,15.60,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.44,1.00,39,0.0000
11028,0.00,1,80,870,15.57,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.44,1.00,39,0.0000
11132,0.00,1,80,870,15.59,0.00,0.00,2.05,1.0000,15.00,29.403,4.31,0,7,0.44,1.00,39,0.0000
11235,0.39,1,80,871,15.61,0.00,0.00,2.05,1.0000,15.00,29.085,4.31,0,7,0.44,1.00,39,0.0000
11340,0.78,1,80,870,15.56,0.00,0.00,2.05,1.0000,15.00,30.673,5.49,0,7,0.44,1.00,39,0.0000
11443,1.18,1,80,884,15.61,0.00,0.00,2.30,1.0000,17.00,32.897,5.88,0,7,0.45,1.03,39,0.0295
11548,1.18,1,80,903,15.59,0.00,0.00,2.30,1.0000,17.00,34.803,5.88,0,7,0.46,1.06,39,0.0533
11652,1.18,1,80,943,15.64,0.00,0.00,2.30,1.0000,17.50,36.392,5.88,0,7,0.48,1.06,39,0.0628
11755,1.57,1,80,984,15.59,0.00,0.00,2.56,1.0000,18.00,37.027,6.27,0,7,0.50,1.07,39,0.0663
11860,1.57,1,80,1026,15.57,0.00,0.00,2.56,1.0000,18.00,37.027,6.27,0,7,0.53,1.06,39,0.0592
11963,1.57,1,80,1078,15.61,0.00,0.00,2.56,1.0000,18.50,36.709,6.27,0,7,0.55,1.04,39,0.0466
12067,1.57,1,80,1128,15.58,0.00,0.00,2.56,1.0000,19.00,35.439,6.27,0,7,0.56,1.03,39,0.0275
12171,1.57,1,80,1172,16.12,0.00,0.00,2.56,1.0000,20.00,34.486,6.27,0,7,0.56,1.01,39,0.0086
12275,1.57,1,80,1205,16.60,0.00,0.00,2.56,1.0000,20.50,33.533,6.27,0,7,0.56,1.01,39,0.0073
12380,1.57,1,80,1230,16.58,0.00,0.00,2.56,1.0000,21.00,32.580,6.27,0,7,0.55,0.99,39,-0.0077
12483,1.57,1,80,1254,16.60,0.00,0.00,2.30,1.0000,22.00,31.309,6.27,0,7,0.54,0.99,39,-0.0153
12587,1.57,1,80,1270,16.45,0.00,0.00,2.30,1.0000,23.00,30.991,6.67,0,7,0.52,0.98,39,-0.0175
12691,1.96,1,80,1293,16.04,0.00,0.00,2.30,1.0000,23.50,30.991,6.67,0,7,0.52,0.99,39,-0.0111
12795,1.96,1,80,1304,15.72,0.00,0.00,2.30,1.0000,24.00,30.673,6.67,0,7,0.51,1.00,39,0.0007
12899,1.96,1,80,1318,15.12,0.00,0.00,2.30,1.0000,24.50,30.356,6.67,0,7,0.50,1.00,39,0.0000
13003,1.96,1,80,1336,15.14,0.00,0.00,2.30,1.0000,24.50,30.038,6.67,0,7,0.50,1.00,39,0.0000
13106,1.96,1,80,1407,14.57,0.00,0.00,2.30,1.0000,25.00,30.356,7.06,0,7,0.49,1.00,39,0.0000
13211,2.35,1,80,1357,14.53,0.00,0.00,2.30,1.0000,25.00,30.673,7.06,0,7,0.49,1.00,39,0.0000
13315,2.35,1,80,1380,14.64,0.00,0.00,2.30,1.0000,25.50,30.356,7.06,0,7,0.49,1.00,39,0.0000
13418,2.35,1,80,1388,14.57,0.00,0.00,2.30,1.0000,25.50,30.038,7.06,0,7,0.49,1.00,39,0.0000
13522,2.35,1,80,1402,14.60,0.00,0.00,2.30,1.0000,25.50,30.038,7.06,0,7,0.49,1.00,39,0.0000
13627,2.35,1,80,1422,14.77,0.00,0.00,2.30,1.0000,26.00,29.720,7.06,0,7,0.49,1.00,39,0.0000
13730,2.35,1,80,1426,15.36,0.00,0.00,2.30,1.0000,26.00,29.720,7.45,0,7,0.49,1.00,39,0.0000
13834,2.35,1,80,1446,15.11,0.00,0.00,2.30,1.0000,26.50,30.356,7.45,0,7,0.49,1.00,39,0.0000
13939,2.35,1,80,1453,15.02,0.00,0.00,2.30,1.0000,26.50,30.038,7.45,0,7,0.49,1.00,39,0.0000
14042,2.75,1,80,1532,15.58,0.00,0.00,2.30,1.0000,26.50,30.038,7.45,0,7,0.49,1.00,39,0.0000
14146,2.75,1,80,1478,15.57,0.00,0.00,2.30,1.0000,27.00,29.403,7.45,0,7,0.49,1.00,39,0.0000
14249,2.75,1,80,1488,15.14,0.00,0.00,2.30,1.0000,27.00,29.720,7.84,0,7,0.49,1.00,39,0.0000
14354,2.75,1,80,1510,15.11,0.00,0.00,2.30,1.0000,27.00,30.038,7.84,0,7,0.49,1.00,39,0.0000
14458,2.75,1,80,1516,15.11,0.00,0.00,2.30,1.0000,27.50,29.720,7.84,0,7,0.49,1.00,39,0.0000
14561,2.75,1,80,1593,15.15,0.00,0.00,2.30,1.0000,27.50,29.720,7.84,0,7,0.49,1.00,39,0.0000
14666,3.53,1,80,1546,15.22,0.00,0.00,2.30,1.0000,27.50,29.403,7.84,0,7,0.49,1.00,39,0.0000
14771,4.31,1,80,1549,14.89,0.00,0.00,2.30,1.0000,28.00,30.356,8.24,0,7,0.49,1.00,39,0.0000
14874,4.31,1,80,1567,15.11,0.00,0.00,2.30,1.0000,28.00,32.580,9.41,0,7,0.49,1.03,39,0.0199
14979,4.31,1,80,1544,15.59,0.00,0.00,2.56,1.0000,27.50,33.850,9.41,0,7,0.51,1.05,39,0.0494
15083,4.31,1,80,1656,15.13,0.00,0.00,2.56,1.0000,27.00,34.486,9.41,0,7,0.54,1.04,39,0.0459
15186,4.31,1,80,1682,15.11,0.00,0.00,2.56,1.0000,26.50,34.168,9.41,0,7,0.56,1.03,39,0.0274
15290,4.31,1,80,1716,15.61,0.00,0.00,2.56,1.0000,26.50,33.850,9.41,0,7,0.57,1.01,39,0.0043
15395,4.31,1,80,1750,16.11,0.00,0.00,2.56,1.0000,26.50,32.897,9.41,0,7,0.58,1.01,39,0.0038
15498,4.31,1,80,1776,16.12,0.00,0.00,2.56,1.0000,27.00,31.944,9.41,0,7,0.57,1.01,39,0.0029
15603,4.31,1,80,1813,16.14,0.00,0.00,2.56,1.0000,27.00,31.627,9.41,0,7,0.56,0.99,39,-0.0105
15708,4.31,1,80,1834,15.57,0.00,0.00,2.56,1.0000,27.50,30.991,9.41,0,7,0.55,0.99,39,-0.0118
15811,4.31,1,80,1842,15.61,0.00,0.00,2.30,1.0000,28.50,30.673,9.41,0,7,0.54,0.98,39,0.0000
15916,4.31,1,80,1792,16.23,0.00,0.00,2.30,1.0000,29.00,30.356,9.41,0,7,0.53,1.00,39,0.0000
16020,4.31,1,80,1866,14.98,0.00,0.00,2.30,1.0000,29.50,29.720,9.41,0,7,0.52,1.00,39,-0.0008
16124,4.31,1,80,1890,14.58,0.00,0.00,2.30,1.0000,29.50,30.038,9.41,0,7,0.51,1.00,39,-0.0008
16229,4.31,1,80,1888,14.57,0.00,0.00,2.30,1.0000,30.00,29.720,9.41,0,7,0.50,1.00,39,-0.0007
16332,4.31,1,80,1896,14.60,0.00,0.00,2.30,1.0000,30.50,29.403,9.41,0,7,0.50,1.00,39,-0.0007
16437,4.71,1,80,1913,14.57,0.00,0.00,2.30,1.0000,30.50,29.085,9.41,0,7,0.49,1.00,39,0.0000
16541,4.71,1,81,1972,14.60,0.00,0.00,2.30,1.0000,31.00,29.085,9.41,0,7,0.49,1.00,39,0.0000
16644,4.71,1,81,1916,14.99,0.00,0.00,2.30,1.0000,31.00,29.403,9.80,0,7,0.48,1.00,39,0.0000
16749,4.71,1,81,1940,15.20,0.00,0.00,2.30,1.0000,31.00,30.038,9.80,0,7,0.49,1.00,39,0.0000
16853,5.10,1,81,1944,14.89,0.00,0.00,2.30,1.0000,30.50,30.356,9.80,0,7,0.49,1.00,39,0.0005
16956,5.10,1,81,1958,14.95,0.00,0.00,2.30,1.0000,30.50,30.991,9.80,0,7,0.50,1.00,39,0.0007
17061,5.10,1,81,1984,15.60,0.00,0.00,2.30,1.0000,30.50,30.991,10.20,0,7,0.51,1.00,39,0.0008
17164,5.10,1,81,1991,15.58,0.00,0.00,2.30,1.0000,30.50,30.673,10.20,0,7,0.51,1.00,39,0.0009
17269,5.49,1,81,2018,15.57,0.00,0.00,2.30,1.0000,30.50,31.627,10.20,0,7,0.52,1.00,39,0.0011
17374,5.49,1,81,2021,15.60,0.00,0.00,2.30,1.0000,30.00,31.309,10.20,0,7,0.52,1.00,39,0.0012
17477,5.49,1,81,1986,15.57,0.00,0.00,2.30,1.0000,30.50,31.627,10.59,0,7,0.52,1.00,39,0.0011
17581,5.49,1,81,2056,15.59,0.00,0.00,2.30,1.0000,30.50,31.944,10.59,0,7,0.53,1.00,39,0.0011
17686,5.49,1,81,2074,15.58,0.00,0.00,2.30,1.0000,30.50,31.944,10.59,0,7,0.53,1.00,39,0.0011
17789,5.49,1,81,2089,15.58,0.00,0.00,2.56,1.0000,31.00,32.262,10.59,0,7,0.54,1.00,39,0.0011
17893,5.49,1,81,2170,15.61,0.00,0.00,2.30,1.0000,31.00,31.944,10.59,0,7,0.54,1.00,39,0.0009
17996,5.49,1,81,2132,15.58,0.00,0.00,2.30,1.0000,31.50,31.944,10.59,0,7,0.53,1.00,39,0.0006
18101,5.88,1,81,2131,15.61,0.00,0.00,2.30,1.0000,31.50,31.627,10.59,0,7,0.53,1.00,39,0.0004
18205,5.88,1,81,2142,15.63,0.00,0.00,2.30,1.0000,31.50,31.944,10.98,0,7,0.53,1.00,39,0.0000
18309,5.88,1,81,2157,15.11,0.00,0.00,2.30,1.0000,32.00,32.580,10.98,0,7,0.53,1.00,39,0.0003
18413,5.88,1,81,2128,15.13,0.00,0.00,2.56,1.0000,32.00,33.215,10.98,0,7,0.54,1.00,39,0.0007
18516,5.88,1,81,2193,14.67,0.00,0.00,2.56,1.0000,31.50,33.215,10.98,0,7,0.55,1.00,39,0.0009
18621,6.27,1,81,2210,15.45,0.00,0.00,2.56,1.0000,32.00,32.580,10.98,0,7,0.55,1.00,39,0.0009
18725,6.27,1,81,2225,15.58,0.00,0.00,2.56,1.0000,32.00,32.897,10.98,0,7,0.55,1.00,39,0.0007
18828,6.27,1,81,2240,16.11,0.00,0.00,2.56,1.0000,32.50,32.897,11.37,0,7,0.55,1.00,39,0.0005
18932,6.27,1,81,2254,15.11,0.00,0.00,2.56,1.0000,32.50,32.897,11.37,0,7,0.55,1.00,39,0.0005
19037,6.27,1,81,2270,15.23,0.00,0.00,2.56,1.0000,33.00,33.533,11.37,0,7,0.55,1.00,39,0.0006
19140,6.27,1,81,2284,15.14,0.00,0.00,2.56,1.0000,33.00,33.533,11.37,0,7,0.56,1.00,39,0.0006
19244,6.27,1,81,2311,15.12,0.00,0.00,2.56,1.0000,33.50,33.215,11.37,0,7,0.56,1.00,39,0.0004
19349,6.67,1,81,2320,15.13,0.00,0.00,2.56,1.0000,33.50,33.215,11.37,0,7,0.56,1.00,39,0.0003
19452,7.06,1,81,2316,15.61,0.00,0.00,2.56,1.0000,33.50,33.215,11.37,0,7,0.55,1.00,39,0.0000
19556,7.06,1,81,2326,14.99,0.00,0.00,2.56,1.0000,34.00,34.168,11.76,0,7,0.55,1.00,39,0.0000
19660,7.06,1,81,2340,14.60,0.00,0.00,2.56,1.0000,34.00,34.486,12.16,0,7,0.56,1.00,39,0.0004
19764,7.06,1,81,2421,14.57,0.00,0.00,2.56,1.0000,34.00,34.168,12.16,0,7,0.57,1.00,39,0.0007
19869,7.06,1,81,2372,15.12,0.00,0.00,2.56,1.0000,34.50,34.168,12.16,0,7,0.58,1.00,39,0.0008
19973,7.06,1,81,2383,15.13,0.00,0.00,2.56,1.0000,34.50,34.168,11.76,0,7,0.58,1.00,39,0.0006
20077,7.06,1,81,2394,15.56,0.00,0.00,2.56,1.0000,34.50,33.533,11.76,0,7,0.57,1.00,39,0.0004
20181,7.06,1,81,2420,15.14,0.00,0.00,2.56,1.0000,34.50,33.533,11.76,0,7,0.57,1.00,39,0.0000
20285,7.06,1,81,2428,15.09,0.00,0.00,2.56,1.0000,35.00,33.533,12.16,0,7,0.57,1.00,39,0.0000
20388,7.06,1,81,2480,15.12,0.00,0.00,2.56,1.0000,35.00,33.215,12.16,0,7,0.56,1.00,39,0.0000
20492,7.45,1,81,2426,14.67,0.00,0.00,2.56,1.0000,35.00,33.850,12.16,0,7,0.56,1.00,39,0.0000
20597,7.84,1,81,2435,14.57,0.00,0.00,2.56,1.0000,35.00,34.803,12.94,0,7,0.56,1.00,39,0.0000
20700,7.84,1,81,2473,15.13,0.00,0.00,2.56,1.0000,35.00,36.074,12.94,0,7,0.58,1.03,39,0.0261
20804,7.84,1,81,2478,15.10,0.00,0.00,2.56,1.0000,35.00,36.709,12.94,0,7,0.60,1.00,39,0.0216
20909,8.24,1,81,2501,15.61,0.00,0.00,2.82,1.0000,35.00,36.709,12.94,0,7,0.61,1.00,39,0.0013
