Time (msec),Accelerator Pedal Angle (%),Committed AVLS VE State (D2WD610H master)* (AVLS mode (1 low; 3 high)),Coolant Temperature (C),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),Feedback Knock Correction (4-byte)* (degrees),Fine Learning Knock Correction (4-byte)* (degrees),Fuel Injector #1 Pulse Width (ms),IAM (4-byte)* (multiplier),Ignition Total Timing (degrees),SD Native MAP Input (D2WD610H diagnostic)* (kPa absolute),Throttle Opening Angle (%),Vehicle Speed (km/h),CL/OL Fueling* (status),Engine Load (4-Byte)* (g/rev),Final Fueling Base (4-byte)* (fuel-air equivalence ratio),Intake Air Temperature (C),Transient Load Fuel Correction (D2WD610H diagnostic)* (raw additive factor)
8111,0.00,1,68,953,14.08,0.00,0.00,2.56,0.0000,15.00,33.533,5.10,0,7,0.54,1.04,46,0.0000
8216,0.00,1,68,949,14.07,0.00,0.00,2.56,0.0000,15.00,32.897,5.10,0,7,0.54,1.04,46,0.0000
8320,0.00,1,68,938,14.06,0.00,0.00,2.56,0.0000,15.00,32.897,5.10,0,7,0.54,1.04,46,0.0000
8423,0.00,1,68,934,14.08,0.00,0.00,2.56,0.0000,15.00,32.897,5.10,0,7,0.53,1.04,46,0.0000
8528,0.00,1,68,922,14.53,0.00,0.00,2.56,0.0000,15.00,33.215,5.10,0,7,0.53,1.04,46,0.0000
8632,0.00,1,68,914,14.52,0.00,0.00,2.56,0.0000,15.00,33.533,5.10,0,7,0.53,1.04,46,0.0000
8735,0.00,1,68,911,14.56,0.00,0.00,2.56,0.0000,15.00,33.533,5.10,0,7,0.53,1.04,46,0.0000
8840,0.00,1,68,904,14.50,0.00,0.00,2.56,0.0000,15.00,33.533,5.10,0,7,0.53,1.04,46,0.0000
8943,0.00,1,68,903,14.29,0.00,0.00,2.56,0.0000,15.00,33.850,5.10,0,7,0.53,1.03,46,0.0000
9047,0.00,1,68,895,15.08,0.00,0.00,2.56,0.0000,15.00,33.533,5.10,0,7,0.53,1.03,46,0.0000
9152,0.00,1,68,896,15.07,0.00,0.00,2.56,0.0000,15.00,33.850,5.10,0,7,0.54,1.03,46,0.0000
9255,0.00,1,68,894,15.06,0.00,0.00,2.56,0.0000,15.00,33.850,5.10,0,7,0.54,1.03,46,0.0000
9359,0.00,1,68,891,15.08,0.00,0.00,2.56,0.0000,15.00,33.533,5.10,0,7,0.54,1.03,46,0.0000
9463,0.00,1,68,891,15.07,0.00,0.00,2.56,0.0000,15.00,33.533,5.10,0,7,0.54,1.03,46,0.0000
9567,0.00,1,68,890,15.05,0.00,0.00,2.56,0.0000,15.00,33.533,5.10,0,7,0.54,1.03,46,0.0000
9671,0.00,1,68,890,15.09,0.00,0.00,2.56,0.0000,15.00,33.533,5.10,0,7,0.54,1.03,45,0.0000
9774,0.00,1,68,880,15.06,0.00,0.00,2.56,0.0000,15.00,33.533,5.10,0,7,0.54,1.03,45,0.0000
9879,0.00,1,68,881,15.08,0.00,0.00,2.56,0.0000,15.00,33.215,4.71,0,7,0.53,1.03,45,0.0000
9983,0.00,1,68,876,15.51,0.00,0.00,2.56,0.0000,15.00,33.215,4.71,0,7,0.53,1.03,45,0.0000
10086,0.00,1,68,875,15.06,0.00,0.00,2.56,0.0000,15.00,33.215,4.71,0,7,0.53,1.03,45,0.0000
10190,0.00,1,68,872,15.05,0.00,0.00,2.56,0.0000,15.00,33.215,4.71,0,7,0.53,1.03,45,0.0000
10294,0.00,1,68,871,15.09,0.00,0.00,2.56,0.0000,15.00,33.215,4.71,0,7,0.53,1.03,45,0.0000
10398,0.00,1,68,864,15.20,0.00,0.00,2.56,0.0000,15.00,33.215,4.71,0,7,0.53,1.03,45,0.0000
10502,0.00,1,68,863,15.52,0.00,0.00,2.56,0.0000,15.00,33.533,4.71,0,7,0.53,1.03,45,0.0000
10607,0.00,1,68,862,15.09,0.00,0.00,2.56,0.0000,15.00,33.533,4.71,0,7,0.53,1.03,45,0.0000
10711,0.00,1,68,866,15.08,0.00,0.00,2.56,0.0000,15.00,33.533,4.71,0,7,0.53,1.03,45,0.0000
10815,0.00,1,68,862,15.08,0.00,0.00,2.56,0.0000,15.00,33.215,4.71,0,7,0.53,1.03,45,0.0000
10919,0.00,1,68,864,15.06,0.00,0.00,2.56,0.0000,15.00,33.850,4.71,0,7,0.53,1.03,45,0.0000
11023,0.00,1,68,862,14.83,0.00,0.00,2.56,0.0000,15.00,33.533,4.71,0,7,0.54,1.03,45,0.0000
11127,0.00,1,68,864,14.92,0.00,0.00,2.56,0.0000,15.00,33.215,4.71,0,7,0.53,1.03,45,0.0000
11231,0.00,1,68,860,15.12,0.00,0.00,2.56,0.0000,15.00,32.897,4.71,0,7,0.53,1.03,45,0.0000
11334,0.00,1,68,859,14.54,0.00,0.00,2.56,0.0000,15.00,33.215,4.71,0,7,0.53,1.03,45,0.0000
11439,0.00,1,68,857,14.47,0.00,0.00,2.56,0.0000,15.00,32.897,4.71,0,7,0.53,1.03,45,0.0000
11543,0.00,1,68,858,15.09,0.00,0.00,2.56,0.0000,15.00,32.897,4.71,0,7,0.53,1.03,45,0.0000
11647,0.00,1,68,854,15.09,0.00,0.00,2.56,0.0000,15.00,32.897,4.71,0,7,0.53,1.03,45,0.0000
11751,0.00,1,68,853,15.07,0.00,0.00,2.30,0.0000,15.00,32.897,4.71,0,7,0.53,1.03,45,0.0000
11854,0.00,1,68,848,15.08,0.00,0.00,2.56,0.0000,15.00,33.533,4.71,0,7,0.53,1.03,44,0.0000
11958,0.00,1,68,846,15.08,0.00,0.00,2.56,0.0000,15.00,33.215,4.71,0,7,0.53,1.03,44,0.0000
12063,0.00,1,68,847,15.31,0.00,0.00,2.56,0.0000,15.00,33.533,4.71,0,7,0.53,1.03,44,0.0000
12166,0.00,1,68,848,14.67,0.00,0.00,2.30,0.0000,15.00,33.215,4.71,0,7,0.53,1.03,44,0.0000
12271,0.00,1,68,844,14.53,0.00,0.00,2.56,0.0000,15.00,32.897,4.71,0,7,0.53,1.03,44,0.0000
12374,0.00,1,68,844,14.47,0.00,0.00,2.56,0.0000,15.00,33.215,4.71,0,7,0.53,1.03,44,0.0000
12478,0.00,1,68,844,14.56,0.00,0.00,2.56,0.0000,15.00,32.897,4.71,0,7,0.53,1.02,44,0.0000
12583,0.00,1,67,842,14.55,0.00,0.00,2.30,0.0000,15.00,33.215,4.71,0,7,0.53,1.02,44,0.0000
12686,0.00,1,67,841,14.55,0.00,0.00,2.30,0.0000,15.00,32.897,4.71,0,7,0.53,1.02,44,0.0000
12790,0.00,1,67,837,14.56,0.00,0.00,2.30,0.0000,15.00,32.897,4.71,0,7,0.53,1.02,44,0.0000
12895,0.00,1,67,839,14.53,0.00,0.00,2.30,0.0000,15.00,33.215,4.71,0,7,0.53,1.02,44,0.0000
12998,0.00,1,67,837,14.48,0.00,0.00,2.56,0.0000,15.00,32.897,4.71,0,7,0.53,1.02,44,0.0000
13102,0.00,1,67,837,14.56,0.00,0.00,2.56,0.0000,15.00,32.897,4.31,0,7,0.53,1.02,44,0.0000
13206,0.00,1,67,834,14.32,0.00,0.00,2.30,0.0000,15.00,32.897,4.31,0,7,0.53,1.02,44,0.0000
13310,0.00,1,67,834,14.55,0.00,0.00,2.30,0.0000,15.00,32.580,4.31,0,7,0.52,1.02,44,0.0000
13413,0.00,1,67,832,14.56,0.00,0.00,2.30,0.0000,15.00,32.262,4.31,0,7,0.52,1.02,44,0.0000
13518,0.00,1,67,828,14.54,0.00,0.00,2.56,0.0000,15.00,32.897,4.31,0,7,0.52,1.02,44,0.0000
13623,0.00,1,67,825,14.48,0.00,0.00,2.30,0.0000,15.00,32.580,4.31,0,7,0.52,1.02,44,0.0000
13728,0.00,1,67,821,14.56,0.00,0.00,2.30,0.0000,15.00,32.580,4.31,0,7,0.52,1.02,44,0.0000
13831,0.00,1,67,821,14.56,0.00,0.00,2.30,0.0000,15.00,32.580,4.31,0,7,0.52,1.02,44,0.0000
13935,0.00,1,67,816,14.55,0.00,0.00,2.30,0.0000,15.00,32.897,4.31,0,7,0.52,1.02,44,0.0000
14038,0.00,1,67,816,14.57,0.00,0.00,2.30,0.0000,15.00,32.897,4.31,0,7,0.52,1.02,44,0.0000
14143,0.00,1,67,812,14.79,0.00,0.00,2.30,0.0000,15.00,32.897,4.31,0,7,0.52,1.02,44,0.0000
14247,0.00,1,67,812,14.53,0.00,0.00,2.30,0.0000,15.00,33.215,4.31,0,7,0.52,1.02,44,0.0000
14350,0.00,1,67,812,14.56,0.00,0.00,2.56,0.0000,15.00,33.215,4.31,0,7,0.52,1.02,44,0.0000
14454,0.00,1,67,812,14.54,0.00,0.00,2.30,0.0000,15.00,33.215,4.31,0,7,0.53,1.02,44,0.0000
14559,0.00,1,67,813,14.54,0.00,0.00,2.56,0.0000,15.00,32.897,4.31,0,7,0.53,1.02,44,0.0000
14663,0.00,1,67,812,14.56,0.00,0.00,2.30,0.0000,15.00,33.215,4.31,0,7,0.53,1.02,44,0.0000
14766,0.00,1,67,814,14.56,0.00,0.00,2.56,0.0000,15.00,33.533,4.31,0,7,0.53,1.02,44,0.0000
14871,0.00,1,67,816,14.55,0.00,0.00,2.30,0.0000,15.00,33.215,4.31,0,7,0.53,1.02,43,0.0000
14975,0.00,1,67,814,14.57,0.00,0.00,2.30,0.0000,15.00,33.215,4.31,0,7,0.53,1.02,43,0.0000
15079,0.00,1,67,818,14.53,0.00,0.00,2.30,1.0000,15.00,33.215,4.31,0,7,0.53,1.02,43,0.0000
15183,0.00,1,67,819,14.51,0.00,0.00,2.30,1.0000,15.00,33.533,4.31,0,7,0.53,1.02,43,0.0000
15288,0.00,1,67,819,14.33,0.00,0.00,2.56,1.0000,15.00,33.215,4.31,0,7,0.53,1.02,43,0.0000
15391,0.00,1,67,820,14.56,0.00,0.00,2.56,1.0000,15.00,32.897,4.31,0,7,0.53,1.02,43,0.0000
15495,0.00,1,67,822,14.54,0.00,0.00,2.30,1.0000,15.00,33.215,4.31,0,7,0.53,1.02,43,0.0000
15599,0.00,1,67,825,14.58,0.00,0.00,2.30,1.0000,15.00,32.897,4.31,0,7,0.53,1.02,43,0.0000
15703,0.00,1,67,824,14.56,0.00,0.00,2.30,1.0000,15.00,32.897,4.31,0,7,0.53,1.02,43,0.0000
15807,0.00,1,67,826,14.54,0.00,0.00,2.30,1.0000,15.00,32.897,4.31,0,7,0.53,1.02,43,0.0000
15910,0.00,1,66,824,14.55,0.00,0.00,2.30,1.0000,15.00,33.215,4.31,0,7,0.53,1.02,43,0.0000
16015,0.00,1,66,824,14.54,0.00,0.00,2.56,1.0000,15.00,32.897,4.31,0,7,0.53,1.02,43,0.0000
16120,0.00,1,66,826,14.54,0.00,0.00,2.30,1.0000,15.00,32.580,4.31,0,7,0.53,1.02,43,0.0000
16224,0.00,1,66,826,14.53,0.00,0.00,2.30,1.0000,15.00,32.897,4.31,0,7,0.53,1.02,43,0.0000
16327,0.00,1,66,827,14.56,0.00,0.00,2.30,1.0000,15.00,32.897,4.31,0,7,0.52,1.02,43,0.0000
16431,0.00,1,66,825,14.56,0.00,0.00,2.30,1.0000,15.00,32.580,4.31,0,7,0.52,1.02,43,0.0000
16536,0.00,1,66,825,14.56,0.00,0.00,2.30,1.0000,15.00,32.580,4.31,0,7,0.52,1.02,43,0.0000
16640,0.00,1,66,824,14.12,0.00,0.00,2.30,1.0000,15.00,32.897,4.31,0,7,0.52,1.02,43,0.0000
16743,0.00,1,66,825,14.55,0.00,0.00,2.56,1.0000,15.00,32.897,4.31,0,7,0.52,1.02,43,0.0000
16847,0.00,1,66,824,14.58,0.00,0.00,2.30,1.0000,15.00,32.580,4.31,0,7,0.52,1.02,43,0.0000
16952,0.00,1,66,826,14.55,0.00,0.00,2.30,1.0000,15.00,32.897,4.31,0,7,0.52,1.02,43,0.0000
17055,0.00,1,66,828,14.56,0.00,0.00,2.30,1.0000,15.00,32.897,4.31,0,7,0.52,1.02,43,0.0000
17159,0.00,1,66,828,14.11,0.00,0.00,2.30,1.0000,15.00,32.580,4.31,0,7,0.52,1.02,43,0.0000
17263,0.00,1,66,830,14.54,0.00,0.00,2.30,1.0000,15.00,32.580,4.31,0,7,0.52,1.02,43,0.0000
17367,0.00,1,66,830,13.86,0.00,0.00,2.56,1.0000,15.00,32.897,4.31,0,7,0.52,1.02,43,0.0000
17470,0.00,1,66,833,13.85,0.00,0.00,2.30,1.0000,15.00,32.580,4.31,0,7,0.52,1.02,43,0.0000
17575,0.00,1,66,834,14.07,0.00,0.00,2.30,1.0000,15.00,32.580,4.31,0,7,0.52,1.02,43,0.0000
17679,0.00,1,66,836,14.09,0.00,0.00,2.30,1.0000,15.00,32.580,4.31,0,7,0.52,1.02,43,0.0000
17782,0.00,1,66,838,14.10,0.00,0.00,2.30,1.0000,15.00,32.262,4.31,0,7,0.52,1.02,43,0.0000
17887,0.00,1,66,833,14.07,0.00,0.00,2.30,1.0000,15.00,32.580,4.31,0,7,0.52,1.02,43,0.0000
17991,0.00,1,66,836,14.08,0.00,0.00,2.30,1.0000,15.00,32.580,4.31,0,7,0.52,1.02,43,0.0000
18094,0.00,1,66,834,14.10,0.00,0.00,2.30,1.0000,15.00,32.262,4.31,0,7,0.52,1.02,43,0.0000
18198,0.00,1,66,835,14.09,0.00,0.00,2.30,1.0000,15.00,32.580,4.31,0,7,0.52,1.02,43,0.0000
18303,0.00,1,66,834,14.35,0.00,0.00,2.30,1.0000,15.00,32.262,4.31,0,7,0.52,1.02,43,0.0000
18407,0.00,1,66,837,14.11,0.00,0.00,2.30,1.0000,15.00,32.262,4.31,0,7,0.52,1.01,43,0.0000
18511,0.00,1,66,835,14.07,0.00,0.00,2.30,1.0000,15.00,32.580,4.31,0,7,0.52,1.01,43,0.0000
18615,0.00,1,66,836,14.55,0.00,0.00,2.30,1.0000,15.00,32.262,4.31,0,7,0.52,1.01,43,0.0000
18720,0.00,1,66,839,14.10,0.00,0.00,2.30,1.0000,15.00,32.262,4.31,0,7,0.52,1.01,43,0.0000
18823,0.00,1,66,840,14.09,0.00,0.00,2.30,1.0000,15.00,32.262,4.31,0,7,0.52,1.01,43,0.0000
18927,0.00,1,66,842,14.10,0.00,0.00,2.30,1.0000,15.00,31.944,4.31,0,7,0.51,1.01,43,0.0000
19032,0.00,1,66,839,14.09,0.00,0.00,2.30,1.0000,15.00,31.944,4.31,0,7,0.51,1.01,43,0.0000
19135,0.00,1,66,842,14.08,0.00,0.00,2.30,1.0000,15.00,32.262,4.31,0,7,0.51,1.01,43,0.0000
19239,0.00,1,66,839,14.08,0.00,0.00,2.30,1.0000,15.00,31.944,4.31,0,7,0.51,1.01,43,0.0000
19344,0.00,1,66,844,14.11,0.00,0.00,2.30,1.0000,15.00,32.262,4.31,0,7,0.51,1.01,43,0.0000
19447,0.00,1,66,840,14.07,0.00,0.00,2.30,1.0000,15.00,31.944,4.31,0,7,0.51,1.01,43,0.0000
19551,0.00,1,66,842,13.86,0.00,0.00,2.30,1.0000,15.00,31.944,4.31,0,7,0.51,1.01,43,0.0000
19655,0.00,1,66,842,14.10,0.00,0.00,2.30,1.0000,15.00,32.262,4.31,0,7,0.51,1.01,43,0.0000
19759,0.00,1,66,842,14.09,0.00,0.00,2.30,1.0000,15.00,31.944,4.31,0,7,0.51,1.01,42,0.0000
19863,0.00,1,66,840,14.41,0.00,0.00,2.30,1.0000,15.00,31.944,4.31,0,7,0.51,1.01,42,0.0000
19967,0.00,1,66,842,14.13,0.00,0.00,2.30,1.0000,15.00,32.262,4.31,0,7,0.51,1.01,42,0.0000
20072,0.00,1,66,844,14.08,0.00,0.00,2.30,1.0000,15.00,31.944,4.31,0,7,0.51,1.01,42,0.0000
20174,0.00,1,66,841,14.08,0.00,0.00,2.30,1.0000,15.00,31.944,4.31,0,7,0.51,1.01,42,0.0000
20279,0.00,1,66,841,14.12,0.00,0.00,2.30,1.0000,15.00,31.944,4.31,0,7,0.51,1.01,42,0.0000
20383,0.00,1,66,838,14.39,0.00,0.00,2.30,1.0000,15.00,31.944,4.31,0,7,0.51,1.01,42,0.0000
20486,0.00,1,66,842,14.12,0.00,0.00,2.30,1.0000,15.00,32.262,4.31,0,7,0.51,1.01,42,0.0000
20591,0.00,1,66,840,14.07,0.00,0.00,2.30,1.0000,15.00,31.944,4.31,0,7,0.51,1.01,42,0.0000
20694,0.00,1,66,842,14.61,0.00,0.00,2.30,1.0000,15.00,31.944,4.31,0,7,0.51,1.01,42,0.0000
20798,0.00,1,66,842,14.53,0.00,0.00,2.30,1.0000,15.00,32.262,4.31,0,7,0.51,1.01,42,0.0000
20902,0.00,1,66,845,14.53,0.00,0.00,2.30,1.0000,15.00,31.944,4.31,0,7,0.51,1.01,42,0.0000
21007,0.00,1,66,846,14.56,0.00,0.00,2.30,1.0000,15.00,32.262,4.31,0,7,0.51,1.01,42,0.0000
