Time (msec),Accelerator Pedal Angle (%),Battery Voltage (V),CL/OL Fueling* (status),Combined Throttle Request (D2WD610H diagnostic)* (%),Coolant Temperature (C),Effective Idle Speed Target (D2WD610H diagnostic)* (rpm),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),External Wideband Input ADC (D2WD610H master)* (ADC counts),Final Fueling Base (4-byte)* (fuel-air equivalence ratio),Fuel Injector #1 Pulse Width (4-byte)* (ms),Idle Air Feedback Flags (D2WD610H diagnostic)* (raw flags),Ignition Total Timing (degrees),Intake Air Temperature (C),Manifold Absolute Pressure (kPa),Mass Airflow (g/s),Throttle Opening Angle (%),Transient Load Fuel Correction (D2WD610H diagnostic)* (raw additive factor)
3119,0.00,11.84,7,5.10,50,1000.0,1.35,0,0.00,59840,0.00,0.0000,0,0.00,28,96,2.75,5.10,0.0000
3222,0.00,11.84,7,5.10,50,1000.0,1.35,0,0.00,59840,0.00,0.0000,0,0.00,28,96,2.75,5.10,0.0000
3326,0.00,11.84,7,5.11,50,1000.0,1.35,0,0.00,59840,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
3430,0.00,11.76,7,5.10,50,1000.0,1.35,0,0.00,59776,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
3533,0.00,11.76,7,5.10,50,1000.0,1.35,0,0.00,59776,0.00,0.0000,0,0.00,28,96,2.75,5.10,0.0000
3638,0.00,11.76,7,5.10,50,1000.0,1.35,0,0.00,59840,0.00,0.0000,0,0.00,28,96,2.75,5.10,0.0000
3741,0.00,11.76,7,5.10,50,1000.0,1.35,0,0.00,59840,0.00,0.0000,0,0.00,28,96,2.75,5.10,0.0000
3845,0.00,11.76,7,5.10,50,1000.0,1.35,0,0.00,59904,0.00,0.0000,0,0.00,28,96,2.75,5.10,0.0000
3950,0.00,11.76,7,5.11,50,1000.0,1.35,0,0.00,61440,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
4054,0.00,11.76,7,5.11,50,1000.0,1.35,0,0.00,59648,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
4157,0.00,11.76,7,5.12,50,1000.0,1.35,0,18.89,58240,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
4261,0.00,11.76,7,5.05,50,1000.0,1.35,0,0.00,59776,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
4366,0.00,11.84,7,5.05,50,1000.0,1.35,0,0.00,59776,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
4470,0.00,11.84,7,5.05,50,1000.0,1.35,0,0.00,59840,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
4573,0.00,11.76,7,5.05,50,1000.0,1.35,0,0.00,59904,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
4677,0.00,11.76,7,5.05,50,1000.0,1.35,0,0.00,59840,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
4780,0.00,11.76,7,5.05,50,1000.0,1.35,0,0.00,59840,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
4885,0.00,11.76,7,5.05,50,1000.0,1.35,0,0.00,59840,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
4988,0.00,11.76,7,5.05,50,1000.0,1.35,0,0.00,59840,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
5092,0.00,11.76,7,5.05,50,1000.0,1.35,0,0.00,59840,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
5197,0.00,11.76,7,5.05,50,1000.0,1.35,0,0.00,59904,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
5301,0.00,11.76,7,5.05,50,1000.0,1.35,0,0.00,59840,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
5404,0.00,11.76,7,5.05,50,1000.0,1.35,0,0.00,59776,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
5508,0.00,11.76,7,5.05,50,1000.0,1.35,0,0.00,59840,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
5612,0.00,11.76,7,5.05,50,1000.0,1.35,0,0.00,59840,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
5716,0.00,11.76,7,5.11,50,1000.0,1.35,0,0.00,59840,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
5821,0.00,11.76,7,5.11,50,1000.0,1.35,0,0.00,59840,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
5924,0.00,11.76,7,5.11,50,1000.0,1.35,0,0.00,59904,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
6028,0.00,11.68,7,5.11,50,1000.0,1.35,0,0.00,61440,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
6132,0.00,11.68,7,5.11,50,1000.0,1.35,0,0.00,60608,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
6236,0.00,11.68,7,5.11,50,1000.0,1.35,0,18.90,58304,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
6340,0.00,11.68,7,5.11,50,1000.0,1.35,0,0.00,58432,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
6444,0.00,11.68,7,5.11,50,1000.0,1.35,0,0.00,59840,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
6548,0.00,11.68,7,5.11,50,1000.0,1.35,0,0.00,59840,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
6652,0.00,11.68,7,5.11,50,1000.0,1.35,0,0.00,59904,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
6755,0.00,11.68,7,5.11,50,1000.0,1.35,0,0.00,59840,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
6860,0.00,11.68,7,5.11,50,1000.0,1.35,0,0.00,59840,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
6963,0.00,11.68,7,5.11,50,1000.0,1.35,0,0.00,59840,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
7068,0.00,11.68,7,5.11,50,1000.0,1.35,0,0.00,59904,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
7171,0.00,11.68,7,5.05,50,1000.0,1.35,0,0.00,59840,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
7275,0.00,11.68,7,5.05,50,1000.0,1.35,0,0.00,59904,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
7379,0.00,11.68,7,5.05,50,1000.0,1.35,0,0.00,59840,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
7483,0.00,11.68,7,5.05,50,1000.0,1.35,0,0.00,59904,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
7588,0.00,11.84,7,5.05,50,1000.0,1.35,0,0.00,59840,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
7690,0.00,11.84,7,5.05,50,1000.0,1.35,0,0.00,59776,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
7795,0.00,11.84,7,5.05,50,1000.0,1.35,0,0.00,59840,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
7899,0.00,11.84,7,5.05,50,1000.0,1.35,0,0.00,59840,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
8003,0.00,11.84,7,5.05,50,1000.0,1.35,0,0.00,59840,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
8107,0.00,11.84,7,5.05,50,1000.0,1.35,0,0.00,59840,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
8211,0.00,11.84,7,5.05,50,1000.0,1.35,0,0.00,61440,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
8315,0.00,11.84,7,5.05,50,1000.0,1.35,0,0.00,59712,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
8419,0.00,11.84,7,5.05,50,1000.0,1.35,0,18.88,58240,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
8523,0.00,11.84,7,5.05,50,1000.0,1.35,0,0.00,59840,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
8627,0.00,11.84,7,5.05,50,1000.0,1.35,0,0.00,59776,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
8731,0.00,11.84,7,5.11,50,1000.0,1.35,0,0.00,59840,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
8835,0.00,11.84,7,5.11,50,1000.0,1.35,0,0.00,59904,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
8939,0.00,11.84,7,5.11,50,1000.0,1.35,0,0.00,59776,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
9043,0.00,11.68,7,5.11,50,1000.0,1.35,0,0.00,59776,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
9146,0.00,11.76,7,5.11,50,1000.0,1.35,0,0.00,59840,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
9250,0.00,11.68,7,5.11,50,1000.0,1.35,0,0.00,59840,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
9354,0.00,11.68,7,5.11,50,1000.0,1.35,0,0.00,59840,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
9458,0.00,11.68,7,5.11,50,1000.0,1.35,0,0.00,59904,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
9562,0.00,11.68,7,5.11,50,1000.0,1.35,0,0.00,59840,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
9667,0.00,11.68,7,5.11,50,1000.0,1.35,0,0.00,59776,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
9770,0.00,11.68,7,5.11,50,1000.0,1.35,0,0.00,59840,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
9874,0.00,11.68,7,5.11,50,1000.0,1.35,0,0.00,59840,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
9978,0.00,11.68,7,5.11,50,1000.0,1.35,0,0.00,59840,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
10082,0.00,11.68,7,5.11,50,1000.0,1.35,0,0.00,59904,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
10185,0.00,11.68,7,5.05,50,1000.0,1.35,0,0.00,59904,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
10289,0.00,11.68,7,5.05,50,1000.0,1.35,0,0.00,61440,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
10394,0.00,11.68,7,5.05,50,1000.0,1.35,0,0.00,59904,0.00,0.0000,0,0.00,29,96,2.76,5.10,0.0000
10497,0.00,11.68,7,5.05,50,1000.0,1.35,0,18.90,58240,0.00,0.0000,0,0.00,29,96,2.76,5.10,0.0000
10602,0.00,11.68,7,5.05,50,1000.0,1.35,0,0.00,59392,0.00,0.0000,0,0.00,29,96,2.76,5.10,0.0000
10705,0.00,11.68,7,5.05,50,1000.0,1.35,0,0.00,59840,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
10809,0.00,11.68,7,5.05,50,1000.0,1.35,0,0.00,59840,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
10913,0.00,11.68,7,5.05,50,1000.0,1.35,0,0.00,59904,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
11018,0.00,11.68,7,5.05,50,1000.0,1.35,0,0.00,59840,0.00,0.0000,0,0.00,29,96,2.76,5.10,0.0000
11122,0.00,11.76,7,5.05,50,1000.0,1.35,0,0.00,59840,0.00,0.0000,0,0.00,29,96,2.76,5.10,0.0000
11224,0.00,11.76,7,5.05,50,1000.0,1.35,0,12.93,21888,0.00,0.0000,0,0.00,29,96,2.76,5.10,0.0000
11328,0.00,7.76,7,5.05,50,1000.0,1.35,0,0.00,1472,0.00,0.0000,0,0.00,29,96,2.76,5.10,0.0000
11432,0.00,9.36,7,5.05,50,1000.0,1.35,0,0.00,128,0.00,0.0000,0,0.00,29,96,2.76,5.10,0.0000
11536,0.00,10.00,7,5.05,50,1000.0,1.35,0,0.00,128,0.00,0.0000,0,0.00,28,96,2.76,5.10,0.0000
11641,0.00,9.76,7,5.11,50,1000.0,1.35,0,0.00,64,0.00,0.0000,0,15.00,28,96,0.00,5.10,0.0000
11745,0.00,10.32,7,5.11,50,1000.0,1.35,0,0.00,64,1.01,0.0000,0,15.00,29,94,0.00,5.10,0.0000
11849,0.00,10.32,7,5.05,50,1000.0,1.35,284,0.00,64,1.01,0.0000,0,15.00,29,93,4.99,5.10,0.0000
11953,0.00,10.64,7,5.14,50,1000.0,1.25,640,0.00,128,1.19,0.0000,0,15.00,29,85,11.10,5.10,0.0000
12056,0.00,12.64,7,5.24,50,1000.0,1.19,958,0.00,5248,1.35,5.4592,0,15.00,29,72,15.44,5.10,0.0000
12160,0.00,13.20,7,5.33,50,1000.0,1.12,993,0.00,4096,1.34,5.1342,0,15.00,29,59,14.93,5.49,0.0000
12264,0.00,13.36,7,5.42,50,1000.0,1.04,1005,0.00,4096,1.32,4.7935,0,15.00,29,51,13.32,5.49,0.0000
12369,0.00,13.36,7,5.54,50,1000.0,0.97,867,0.00,3904,1.29,4.3415,0,15.00,29,47,11.14,5.49,0.0000
12472,0.00,13.36,7,5.64,50,1000.0,0.93,802,0.00,3776,1.27,3.9495,0,15.00,29,45,10.51,5.49,0.0000
12575,0.00,13.04,7,5.73,50,1000.0,0.90,707,0.00,3776,1.24,3.7210,0,15.00,29,46,10.07,5.88,0.0000
12680,0.00,13.04,7,5.80,50,1000.0,0.88,748,0.00,3840,1.23,3.5700,0,15.00,28,47,10.04,5.88,0.0000
12784,0.00,13.20,7,5.80,50,1000.0,0.86,754,0.00,3904,1.22,3.4668,0,15.00,28,48,10.25,5.88,0.0000
12888,0.00,13.28,7,5.80,50,1000.0,0.85,777,0.00,3904,1.18,3.3047,0,15.00,28,48,10.51,5.88,0.0000
12991,0.00,13.36,7,5.86,50,1000.0,0.84,811,0.00,3968,1.18,3.2620,0,15.00,28,48,10.77,5.88,0.0000
13096,0.00,13.52,7,5.86,50,1000.0,0.83,824,0.00,3904,1.16,3.1877,0,15.00,28,47,10.95,5.88,0.0000
13200,0.00,13.68,7,5.86,50,1000.0,0.82,847,0.00,3840,1.16,3.1408,0,15.00,28,46,10.99,5.88,0.0000
13304,0.00,13.84,7,5.86,50,1000.0,0.81,863,0.00,3904,1.16,3.0660,0,15.00,28,46,10.99,5.88,0.0000
13408,0.00,13.84,7,5.86,50,1000.0,0.79,870,0.00,3840,1.15,3.0213,0,15.00,28,45,10.81,5.88,0.0000
13511,0.00,13.84,7,5.86,50,1000.0,0.78,874,0.00,3776,1.15,2.9610,0,15.00,28,44,10.79,5.88,0.0000
13615,0.00,13.92,7,5.86,50,1000.0,0.76,872,0.00,3904,1.14,2.8925,0,15.00,28,43,10.47,5.88,0.0000
13719,0.00,14.00,7,5.86,50,1000.0,0.75,864,0.00,3840,1.14,2.8333,0,15.00,28,43,10.32,5.88,0.0000
13824,0.00,14.00,7,5.86,50,1000.0,0.74,857,0.00,3840,1.13,2.7780,0,15.00,28,43,10.20,5.88,0.0000
13928,0.00,13.92,7,5.86,50,1000.0,0.74,851,0.00,3840,1.13,2.7298,0,15.00,28,42,10.06,5.88,0.0000
14032,0.00,14.00,7,6.39,50,1000.0,0.73,848,0.00,3840,1.12,2.6820,13,15.00,28,42,7.72,7.84,0.0000
14135,0.00,14.16,7,6.57,50,1000.0,0.75,846,0.00,3840,1.12,2.6987,13,15.00,28,44,10.98,6.67,0.0000
14239,0.00,14.08,7,6.71,50,1000.0,0.75,861,0.00,3840,1.11,2.7172,13,15.00,28,46,11.28,6.67,0.0000
14343,0.00,14.00,7,6.68,50,1000.0,0.76,877,0.00,2432,1.11,2.7388,13,15.00,28,46,11.49,6.67,0.0000
14447,0.00,14.24,7,6.65,50,1000.0,0.77,900,0.00,2240,1.11,2.7772,13,15.00,28,46,11.80,6.67,0.0000
14550,0.00,14.24,7,6.59,50,1000.0,0.77,920,0.00,4672,1.11,2.7793,13,15.00,28,46,11.95,7.06,0.0000
14655,0.00,14.24,7,6.52,50,1000.0,0.77,950,0.00,3840,1.11,2.7887,13,15.00,27,46,12.15,6.67,0.0000
14760,0.00,14.24,7,6.50,50,1000.0,0.77,974,0.00,3776,1.10,2.7658,13,15.00,27,45,12.18,6.67,0.0000
14864,0.00,14.24,7,6.49,50,1000.0,0.76,992,0.00,3776,1.10,2.7425,13,15.00,27,44,12.08,6.67,0.0000
14967,0.00,14.24,7,6.59,50,1000.0,0.74,1009,0.00,3712,1.09,2.6907,9,15.00,27,43,11.97,6.67,0.0000
15072,0.00,14.32,7,6.56,50,1000.0,0.73,1019,0.00,3776,1.09,2.6550,9,15.00,27,42,11.89,6.67,0.0000
15177,0.00,14.24,7,6.62,50,1000.0,0.72,1027,0.00,3776,1.09,2.5805,9,15.00,27,41,11.74,6.67,0.0000
15281,0.00,14.24,7,6.57,50,1000.0,0.71,1027,0.00,3712,1.08,2.5290,9,15.00,27,41,11.68,6.67,0.0000
15385,0.00,14.32,7,6.52,50,1000.0,0.70,1026,0.00,3712,1.08,2.4857,9,15.00,27,40,11.53,6.67,0.0000
15489,0.00,14.32,7,6.58,50,1000.0,0.69,1032,0.00,3712,1.08,2.4420,9,15.00,27,40,11.47,6.67,0.0000
15594,0.00,14.24,7,6.52,50,1000.0,0.68,1028,0.00,3584,1.08,2.4120,9,15.00,27,40,11.38,6.67,0.0000
15697,0.00,14.32,7,6.56,50,1000.0,0.68,1027,0.00,3648,1.07,2.3748,9,15.00,27,39,11.28,6.67,0.0000
15802,0.00,14.32,7,6.53,50,1000.0,0.67,1024,0.00,3712,1.07,2.3550,9,15.00,27,39,11.24,6.67,0.0000
15906,0.00,14.24,7,6.48,50,1000.0,0.67,1028,0.00,3648,1.07,2.3317,9,15.00,27,39,11.27,6.67,0.0000
16010,0.00,14.32,7,6.39,50,969.4,0.66,1027,0.00,3584,1.07,2.3165,9,15.00,27,39,11.15,6.67,0.0000
16115,0.00,14.24,7,6.35,50,953.6,0.66,1030,0.00,3584,1.06,2.2980,9,15.00,27,39,11.10,6.27,0.0000
16218,0.00,14.24,7,6.33,50,954.2,0.65,1024,0.00,3520,1.06,2.2835,9,15.00,27,39,10.92,6.27,0.0000
16323,0.00,14.32,7,6.31,50,953.9,0.65,1083,0.00,3584,1.06,2.2560,9,15.00,27,38,10.83,6.27,0.0000
16427,0.00,14.32,7,6.34,50,953.6,0.64,1020,0.00,3456,1.06,2.2397,9,15.00,27,38,10.78,6.27,0.0000
16531,0.00,14.24,7,6.27,50,953.4,0.64,1016,0.00,1920,1.06,2.2212,9,15.00,27,38,10.74,6.27,0.0000
16635,0.00,14.32,7,6.24,50,953.3,0.64,1015,0.00,5184,1.06,2.2190,9,15.00,27,38,10.63,6.27,0.0000
16739,0.00,14.32,7,6.16,50,953.3,0.63,1016,0.00,3584,1.05,2.1923,9,15.00,26,38,10.66,6.27,0.0000
16843,0.00,14.24,7,6.18,50,953.9,0.63,1013,0.00,3520,1.05,2.1768,9,15.00,26,37,10.50,6.27,0.0000
16946,0.00,14.32,7,6.16,50,953.7,0.63,1011,0.00,3584,1.05,2.1700,9,15.00,26,37,10.38,6.27,-0.0022
17051,0.00,14.24,7,6.12,50,953.5,0.62,1006,0.00,3648,1.05,2.1390,9,15.00,26,37,10.31,6.27,-0.0021
17155,0.00,14.24,7,6.13,50,953.4,0.62,996,0.00,3584,1.05,2.1305,9,15.00,26,37,10.28,6.27,0.0000
17258,0.00,14.32,7,6.09,50,953.4,0.62,999,0.00,3584,1.05,2.1223,9,15.00,26,37,7.70,6.27,0.0000
17362,0.00,14.24,7,6.06,50,953.2,0.62,994,0.00,3648,1.05,2.1178,9,15.00,26,37,10.21,6.27,0.0000
17467,0.00,14.40,7,6.03,50,953.9,0.62,994,0.00,3584,1.05,2.1110,9,15.00,26,37,10.10,6.27,0.0000
17571,0.00,14.08,7,6.00,50,953.6,0.61,989,15.55,36160,1.05,2.1033,9,15.00,26,37,10.08,6.27,0.0000
17674,0.00,14.32,7,5.97,50,953.4,0.61,986,15.10,33984,1.04,2.1115,9,15.00,26,37,10.03,6.27,0.0000
17778,0.00,14.32,7,5.94,50,953.4,0.61,984,15.53,36224,1.04,2.0907,9,15.00,26,37,9.99,6.27,0.0000
17882,0.00,14.24,7,5.96,50,953.3,0.61,976,15.55,36288,1.04,2.0857,9,15.00,26,37,9.96,6.27,0.0000
17986,0.00,14.24,7,5.97,50,953.2,0.61,978,15.57,36352,1.04,2.0825,9,15.00,26,37,9.94,5.88,0.0000
18090,0.00,14.24,7,5.96,50,953.1,0.61,972,15.53,36224,1.04,2.0777,9,15.00,26,37,9.87,6.27,0.0000
18193,0.00,14.24,7,5.92,50,953.1,0.61,969,15.53,36160,1.04,2.0758,9,15.00,26,37,9.85,5.88,0.0000
18298,0.00,14.24,7,5.91,50,953.0,0.61,969,15.54,36224,1.04,2.0722,9,15.00,26,37,9.84,6.27,0.0000
18401,0.00,14.32,7,5.93,50,953.0,0.61,968,15.57,36480,1.04,2.0710,9,15.00,26,37,9.83,5.88,0.0000
18505,0.00,14.24,7,5.90,50,953.0,0.61,959,15.53,36288,1.04,2.0713,9,15.00,26,37,9.84,6.27,0.0000
18610,0.00,14.32,7,5.91,50,952.9,0.61,960,15.28,34624,1.04,2.0740,9,15.00,26,37,9.85,5.88,0.0000
18713,0.00,14.24,7,5.91,50,952.9,0.61,954,15.29,34624,1.04,2.0750,9,15.00,26,37,9.78,6.27,0.0000
18817,0.00,14.32,7,5.89,50,952.9,0.62,956,15.57,36416,1.04,2.0783,9,15.00,26,37,9.90,5.88,0.0000
18921,0.00,14.24,7,5.86,50,952.9,0.62,960,15.52,36288,1.04,2.0820,9,15.00,26,37,9.95,6.27,0.0000
19025,0.00,14.24,7,5.83,50,952.9,0.62,962,15.53,36160,1.04,2.0850,9,15.00,26,37,9.87,5.88,0.0000
19129,0.00,14.24,7,5.85,50,952.9,0.62,956,15.54,36224,1.03,2.0867,9,15.00,26,37,9.91,5.88,0.0000
19233,0.00,14.24,7,5.83,50,952.9,0.62,960,15.56,36416,1.03,2.0857,9,15.00,26,37,9.86,5.88,0.0000
19337,0.00,14.24,7,5.83,50,953.7,0.62,960,15.53,36288,1.03,2.0835,9,15.00,26,37,9.76,5.88,0.0000
19440,0.00,14.24,7,5.82,50,953.7,0.61,962,15.53,36160,1.03,2.0765,9,15.00,26,37,9.78,5.88,0.0000
19545,0.00,14.24,7,5.81,50,954.2,0.61,964,15.54,36224,1.03,2.0700,9,15.00,26,37,9.81,5.88,0.0000
19649,0.00,14.24,7,5.81,50,954.6,0.61,964,15.56,36480,1.03,2.0630,9,15.00,25,37,9.80,5.88,0.0000
19753,0.00,14.24,7,5.80,50,954.9,0.61,958,15.53,36224,1.03,2.0575,9,15.00,25,37,9.74,5.88,0.0000
